Modulo nnlm-es-dim128-with-normalization-2
Topicos : noticiaun via colombia uniandes unisabana unimedios mas comsabana hoy 2016 estudiantes anos 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.11988956; No similar. 
 comenzo presentacion libro local space global life autor luis eslava profesor escuela derecho label; j : 2222. Sim : 0.28445312; No similar. 
 rt obsdemocracia obsdemocracia congresovisible seamoscolombia invitan hacer parte ciudadania activa; j : 2223. Sim : 0.087753385; No similar. 
 descubre participar convocatoria beca master of arts in international business erasmus labelurl  ; j : 2224. Sim : 0.1692533; No similar. 
 rt uniandesderecho existe derecho olvido digital inscripciones abiertas labelurl uniandes labelurl ; j : 2225. Sim : 0.15515904; No similar. 
 noticiaun academia industria bajo mismo techo unmanizales labelurl unparatodos via unimedios  ; j : 2226. Sim : 0.44159675; No similar. 
 pontifex viaja colombia intencion politica sino visita pastoral habla hernanolano seminariospapauni; j : 2227. Sim : 0.31734726; No similar. 
 rt comsabana oficialmente modo parciales alumnos comsocialy comaudiovisual esperamos vaya bien labe; j : 2228. Sim : 0.16135451; No similar. 
 partir manana munur 2016 modelo universitario onu mas antiguo colombia labelurl labelurl  ; j : 2229. Sim : 0.5466325; Baja. 
 san andres tres anos despues fallo mas nueva edicion unperiodico labelurl unparatodos unimedios  ; j : 2230. Sim : 0.55155; Baja. 
 facultad jurisprudencia invita egresados gran evento capsula tiempo conoce mas labelurl  ; j : 2231. Sim : 0.27014863; No similar. 
 curso introduccion desarrollo videojuegos 18 febrero 13 mayo 2017 labelurl labelurl  ; j : 2232. Sim : 0.25945267; No similar. 
 transformando plazoleta rosario labelurl plazoletadelrosario labelurl  ; j : 2233. Sim : 0.065527886; No similar. 
 comsabana 4 primeras mejores universidades pais estudiar comunicacion via revistadinero labelurl  ; j : 2234. Sim : 0.5722315; Baja. 
 rt diebun conoce spopa herramienta web permite administrar consultar practicas pasantias vigentes l; j : 2235. Sim : 0.14504825; No similar. 
 rt editorialur salon maria mercedes carranza presentacion libro militares guerrillas leeur labelurl; j : 2236. Sim : 0.3438291; No similar. 
 noticiaun transformacion titanio implant premio espiritu innovador orgulloun vriun labelurl via uni; j : 2237. Sim : 0.40104598; No similar. 
 noticiaun aumenta movilidad paises hispanohablantes unmanizales launcuenta labelurl unimedios  ; j : 2238. Sim : 0.51906866; Baja. 
 profesor econurosario juanfvargas mas citados ultimos anos labelurl labelurl  ; j : 2239. Sim : 0.45862415; No similar. 
 comunidad uniandina apoya quieroestudiar invita hacerlo solidaridaduniandes labelurl  ; j : 2240. Sim : 0.080133036; No similar. 
 conoce convocatoria otorgar reconocimientos etica lucha corrupcion labelurl labelurl  ; j : 2241. Sim : 0.1888513; No similar. 
 rt alvarogopi asi inicio fiafest palabras manuel gonzalez decano comsabana momento disfrutando gent; j : 2242. Sim : 0.40760645; No similar. 
 hoy concierto conmemorativo antonio arnedo 20 anos nuevo jazz colombia auditorioleondegreiff labelu; j : 2243. Sim : 0.45537516; No similar. 
 artes lenguas modernas uncolombia 50 mejores mundo launcuenta labelurl labelurl  ; j : 2244. Sim : 0.21729732; No similar. 
 procesodepaz colombia manana humberto calle debatira estudiantes comsabana labelurl  ; j : 2245. Sim : 0.6114773; Baja. 
 hoy termina fopre cafe quedes visitarlo disfrutar platos apoyar talento labelurl  ; j : 2246. Sim : 0.2141482; No similar. 
 todavia tiempo evaluar profesores hacer opinion cuente labelurl labelurl  ; j : 2247. Sim : 0.2559749; No similar. 
 noticiaun uncaribe firmo convenio universidad costa rica launcuenta labelurl via unimedios  ; j : 2248. Sim : 0.47878897; No similar. 
 ejercicio acuerdos violo democracia respeto resultado plebiscito rafanietoloaiza lospresidenciables; j : 2249. Sim : 0.21890493; No similar. 
 lider bogota pueda decir dado cien mil pesos comprar gaseosa reunion enrique penalosa  ; j : 2250. Sim : 0.2655265; No similar. 
 garanticemos cuidado respeto ninos diariamente dia acompanalos disfrutar ser felices feliz labelurl; j : 2251. Sim : 0.27111572; No similar. 
 reformatributaria colombia opinion nancy rivera jefe area economia eicea labelurl via eltiempo  ; j : 2252. Sim : 0.45869282; No similar. 
 estudios dirigidos quieren entrar uniandes saben estudiar labelurl labelurl  ; j : 2253. Sim : 0.09755901; No similar. 
 acercamiento mision academica universidades colombianas consolidacion paz labelurl  ; j : 2254. Sim : 0.4038436; No similar. 
 noticiaun teiko corto mas premiado festequinoxiofacultadartes labelurl via unimedios labelurl  ; j : 2255. Sim : 0.47113287; No similar. 
 articulo unperiodico primer radar nubes lluvia labelurl unparatodos unimedios labelurl  ; j : 2256. Sim : 0.20870805; No similar. 
 hoyenelrosario jornada donacion sangre sede emprendimiento innovacion labelurl labelurl  ; j : 2257. Sim : 0.26196027; No similar. 
 uncolombia rank mundial universidades materias worlduniranking orgulloun labelurl via revistadinero; j : 2258. Sim : 0.3876643; No similar. 
 sustitucion cultivos ilicitos proceso contempla varias fases lapazenfoco institucionaltv labelurl  ; j : 2259. Sim : 0.13043407; No similar. 
 10 15 escolares colombianos sido victima ciberbullying labelurl labelurl  ; j : 2260. Sim : 0.29520944; No similar. 
 noticiaun fortalece innovacion emprendimiento arauca sedesun vriun labelurl via unimedios  ; j : 2261. Sim : 0.48493978; No similar. 
 estudiantes profesores estan invitados manana conferencia contar hambre martincaparros invita  ; j : 2262. Sim : 0.38225958; No similar. 
 salud cundinamarca observatorio sabana centro vamos preocupan casos embarazo adolescente labelurl v; j : 2263. Sim : 0.19577385; No similar. 
 jueves sinfonicaeafit espera ix concierto temporada 2017 egresados inspiran falt labelurl  ; j : 2264. Sim : 0.18043123; No similar. 
 tiempo analizar reto salud publica posconflicto entender importancia educacion labelurl  ; j : 2265. Sim : 0.11629681; No similar. 
 dia hoy sale eln nota editorial hace balance descalabro habla negociar gobierno c velandia  ; j : 2266. Sim : 0.23393522; No similar. 
 pierdas espacio dedicado reflexionar proceso transicion demografica labelurl labelurl  ; j : 2267. Sim : 0.24283071; No similar. 
 buscamos 400 filantropos apoyar jovenes brillantes talentosos acceder uniandes solidaridaduniandes ; j : 2268. Sim : 0.361972; No similar. 
 rt educaunisabana 40 anos trabajo educacion colombia convierte mejor opcion hacer postgradoes momen; j : 2269. Sim : 0.42901605; No similar. 
 rt comsabana martes esperamos 2pm unisabana conversatorio homedocu viene fiafest2017 labelurl  ; j : 2270. Sim : 0.4018431; No similar. 
 rt urosarioradio equipo noticiero ondaur listos abrir urenfilbo2016 labelurl  ; j : 2271. Sim : 0.15659893; No similar. 
 natalia ruiz viceministra educacion honor aqui hoy entregar reconocimiento labelurl  ; j : 2272. Sim : 0.3919585; No similar. 
 estudiantes ingenieria produccion esperamos proxima semana seminario 20171 incribanse  ; j : 2273. Sim : 0.5198138; Baja. 
 london school of economics andes trabajan crear observatorio internacional proceso paz labelurl  ; j : 2274. Sim : 0.15849847; No similar. 
 analisis problematica investigador holandes daan van der gouwe labelurl labelurl  ; j : 2275. Sim : 0.29784; No similar. 
 actualidad muchas iniciativas monitoreos restauracion oceanos arrecifes edgardo ochoa labelurl  ; j : 2276. Sim : 0.28411663; No similar. 
 apoye fondo henry yerly inversion talento estudiantes matematicas solidaridaduniandes labelurl  ; j : 2277. Sim : 0.31772688; No similar. 
 comunidadun inscribete curso hplc gc actualizate area control medicamentos info labelurl  ; j : 2278. Sim : 0.29378808; No similar. 
 ser honesto exigencia cualquier ciudadano funcionarios deben tener buena formacion academica mauric; j : 2279. Sim : 0.22742228; No similar. 
 comienza dia visitando biblioteca jose felix patino biblioteca persona labelurl  ; j : 2280. Sim : 0.2932876; No similar. 
 pierdas lanzamiento globalhowreport consulta detalles labelurl admonurosario labelurl  ; j : 2281. Sim : 0.03290382; No similar. 
 fondo henry yerly inversion talento estudiantes matematicas apoyelo solidaridaduniandes labelurl  ; j : 2282. Sim : 0.39732802; No similar. 
 exitos labelurl  ; j : 2283. Sim : 0.22304547; No similar. 
 orgullorosarista sofia diaz primera medallista juegos nacionales ascun 2016 labelurl labelurl  ; j : 2284. Sim : 0.3004725; No similar. 
 rt unisabanaradio vaya dejar tren recuerden manana sale gran estacion 535 be unisabana voyentren ht; j : 2285. Sim : 0.4374362; No similar. 
 estrellas futbol anos 60 70 cuentan historia colombia labelurl labelurl  ; j : 2286. Sim : 0.3596282; No similar. 
 rt hernanolano despues 21 anos unisabana dpto historia despedimos dr juan maria guasch graciasguasc; j : 2287. Sim : 0.5404415; Baja. 
 universidad nacional realiza concursos dar solucion proyectos empresariales unmedellin labelurl via; j : 2288. Sim : 0.32843703; No similar. 
 sabias estudiantes uncolombia disenaron primer traje espacial colombiano labelurl labelurl  ; j : 2289. Sim : 0.10450596; No similar. 
 simposio interdisciplinariedad bioetica posmedunisabana analisis estudio bioetica aula clase labelu; j : 2290. Sim : 0.11864373; No similar. 
 noticiaun promueve ecoturismo vereda palmira unpalmira labelurl via unimedios unparatodos  ; j : 2291. Sim : 0.37482578; No similar. 
 biblioteca personal dr jose felix patino uncolombia conoces labelurl labelurl  ; j : 2292. Sim : 0.23140776; No similar. 
 recuerda utilizar sello launcuenta publicaciones asi seguir trabajando mejoracontinuaun labelurl  ; j : 2293. Sim : 0.09105387; No similar. 
 entrevista rector obduliovp unisabana mejor universidad joven pais rank qs labelurl  ; j : 2294. Sim : 0.42631623; No similar. 
 rt unisabanaradio hoy nuevo dia filbo2017 unisabana radio labelurl  ; j : 2295. Sim : 0.5128621; Baja. 
 comunidad pocos minutos inaugurar nuevo edificio facultad enfermeria orgulloun labelurl  ; j : 2296. Sim : 0.25163484; No similar. 
 hoyeneafit auditorio fundadores recibe sinfonicaeafit ix concierto temporada 2017 egresados labelur; j : 2297. Sim : 0.21338883; No similar. 
 manana pierdan sinfonicaeafit xii concierto temporada 2017 esperamos labelurl  ; j : 2298. Sim : 0.22231099; No similar. 
 rt serpilopaga columna opinion mas palo programa serpilopaga labelurl labelurl  ; j : 2299. Sim : 0.2965761; No similar. 
 noticiaun do emprendedores ganan concurso manizales unmanizales labelurl orgulloun labelurl  ; j : 2300. Sim : 0.36424252; No similar. 
 uniandes top 10 rank latinoamericano time higher education labelurl labelurl  ; j : 2301. Sim : 0.20960757; No similar. 
 18 di cuenta queria escribir ficcion animales ficcion crear labelurl  ; j : 2302. Sim : 0.22762276; No similar. 
 parciales tranquilo sigue consejos direccion central estudiantes labelurl  ; j : 2303. Sim : 0.18557379; No similar. 
 necesitamos entender consumiendo partir evidencia cientifica opalmam odaurosario foroungasscol  ; j : 2304. Sim : 0.1056433; No similar. 
 noticiaun planta ahorradora agua trabaja aplicacion movil unmanizales labelurl via unimedios  ; j : 2305. Sim : 0.45500654; No similar. 
 launcuenta formacion docente hace parte institucion labelurl orgulloun labelurl  ; j : 2306. Sim : 0.31505483; No similar. 
 acreditacion reafirma calidad compromiso universidad excelencia 57anoseafit labelurl  ; j : 2307. Sim : 0.06080757; No similar. 
 convocatoria publica otorgar reconocimientos etica lucha corrupcion labelurl labelurl  ; j : 2308. Sim : 0.19873951; No similar. 
 asi definio mejor sitio ver universo colombia labelurl via elespectador labelurl  ; j : 2309. Sim : 0.4238436; No similar. 
 alumnisabana manana dia si graduado comsabana esperamos jornadaactualizacioncomunicacion registrate; j : 2310. Sim : 0.5265181; Baja. 
 macron retorno francia panorama espera presidente mas joven quinta republica labelurl  ; j : 2311. Sim : 0.4009325; No similar. 
 acerca muestra proyectos ingenieria produccion invitamos hagan parte evento ju labelurl  ; j : 2312. Sim : 0.24757005; No similar. 
 felizjueves compromiso ambiental unmanizales guardianas ladera video labelurl labelurl  ; j : 2313. Sim : 0.08313265; No similar. 
 munus estudiantes cpoliticasus opencampus2017 labelurl  ; j : 2314. Sim : 0.23989254; No similar. 
 comunidadun inscribete curso hplc gc actualizate area control medicamentos info labelurl fcienciasu; j : 2315. Sim : 0.32263407; No similar. 
 somosorgulloun alzando manos trabajar pazun labelurl  ; j : 2316. Sim : 0.063427314; No similar. 
 noticiaun podria reducir 15 gasto electricidad 30 agua unbogota ingenieriaunbog labelurl  ; j : 2317. Sim : 0.22197291; No similar. 
 noticiaun superluna vera esplendor colombia astronomiaoan labelurl via labelurl  ; j : 2318. Sim : 0.45258328; No similar. 
 rt clinunisabana henrik manukyan estudiante movilidad internacional llego facultad enfermeria rehab; j : 2319. Sim : 0.33540532; No similar. 
 agenda uniandina 8 12 agosto labelurl labelurl  ; j : 2320. Sim : 0.30105278; No similar. 
 asi va mision promesacontinua2017 juntosporlaguajira comando sur participan voluntarios varias labe; j : 2321. Sim : 0.38032475; No similar. 
 leon cardona nacio yolombo 10 agosto 1927 compositor director interprete cuenta 130 obras labelurl ; j : 2322. Sim : 0.25591177; No similar. 
 19 abril presentara eafit sinfonicaeafit vi concierto temporada 2017 esperamos  ; j : 2323. Sim : 0.13241823; No similar. 
 kamri24 eduardoaromeros buenas tardes proximo 16 febrero  ; j : 2324. Sim : 0.3202143; No similar. 
 sabias facultad agronomia unpalmira patrimonio arquitectonico uncolombia video labelurl  ; j : 2325. Sim : 0.1101742; No similar. 
 tecnnovauee termina mas 60 citas empresarios investigadores uniandes  ; j : 2326. Sim : 0.49175012; No similar. 
 continuamos seminario periodistas lucia fraca barrera academia venezolana lengua labelurl  ; j : 2327. Sim : 0.28769097; No similar. 
 inscribete carrera 5k universidad rosario jornada deporte emprendimiento labelurl labelurl  ; j : 2328. Sim : 0.2625908; No similar. 
 deportista laura sofia agudelo logro medalla oro distrital mayores bogota conoce mas labelurl  ; j : 2329. Sim : 0.32807016; No similar. 
 octubre 31 participa concurso microrrelato palabras contadas bienestareafit labelurl labelurl  ; j : 2330. Sim : 0.08515761; No similar. 
 rt calderonwiliams salgo oficina encuentro maravilla unisabana comsabana unisabanaradio endirectosa; j : 2331. Sim : 0.343027; No similar. 
 hoyeneafit reflexiones academia 25 anos constitucion politica colombia 25cp esp labelurl  ; j : 2332. Sim : 0.5611011; Baja. 
 destacada participacion universidad rosario iii international workshop estudios coreanos labelurl  ; j : 2333. Sim : 0.31308454; No similar. 
 pacto dieron beneficios farc dan ventajas resto ciudadanos rafanietoloaiza lospresidenciables2018  ; j : 2334. Sim : 0.29937297; No similar. 
 hoyeneafit presenta libro politicos tecnicos comunidades vision institucionalista urbanismo social ; j : 2335. Sim : 0.3600361; No similar. 
 emociona ver sonamos hace 40 anos hoy materializado exito hector ochoa exrector d labelurl  ; j : 2336. Sim : 0.4381776; No similar. 
 rt uremprende intervencion luis rodriguez luisrodriguez lideresemprendedores2017 labelurl  ; j : 2337. Sim : 0.2569774; No similar. 
 rt ceperuniandes ediciones uniandes invita presentacion libro critica artes medios labelurl filbogo; j : 2338. Sim : 0.32682595; No similar. 
 si ciudadanos iguales bus 150 pasajeros derecho 150 veces mas espacio carro enriquepenalosa  ; j : 2339. Sim : 0.3826449; No similar. 
 faltan pocos dias inscribanse animense ser negociosinternacionales labelurl  ; j : 2340. Sim : 0.27663875; No similar. 
 rt sinfonicaeafit pierdas jueves 6 abril v concierto temporada mass in blue venta boletas eafit blo; j : 2341. Sim : 0.2186404; No similar. 
 conoce proyecciones reflexiones expertos elfuturodecolombia labelurl labelurl  ; j : 2342. Sim : 0.0072576837; No similar. 
 faltan pocos dias inscribanse animense ser ingenieriadeprocesos labelurl  ; j : 2343. Sim : 0.2612565; No similar. 
 faltan pocos dias inscribanse animense ser administraciondenegocios labelurl  ; j : 2344. Sim : 0.29184636; No similar. 
 agradecemos urosario recuperacion plazoletaparatodos monumento gonzalo jimenez quesada enriquepenal; j : 2345. Sim : 0.29303727; No similar. 
 cinco mejores noticias ciencia tecnologia uncolombia 2015 labelurl via unimedios  ; j : 2346. Sim : 0.45458284; No similar. 
 ibague hora tomarnos cafe hoy periodistas ciudad musical colombia aprendiendo s labelurl  ; j : 2347. Sim : 0.46350092; No similar. 
 faltan pocos dias inscribanse animense ser psicologia labelurl labelurl  ; j : 2348. Sim : 0.3298611; No similar. 
 trabajo arquitecto profesor emerito egresado daniel bermudez destacado eltiempo orgullo labelurl  ; j : 2349. Sim : 0.1704194; No similar. 
 hoy campusglobaleafit celular dependencia adiccion labelurl labelurl  ; j : 2350. Sim : 0.28150165; No similar. 
 noticiaun rumbo ciudades universitarias unmanizales manizalescampus labelurl unimedios labelurl  ; j : 2351. Sim : 0.49291474; No similar. 
 rt jrrodriguezgil obduliovp rector unisabana anima estudiantes neiva ser ciudadanos mundo labelurl ; j : 2352. Sim : 0.38267592; No similar. 
 rt usingenieria programate eventos facultad ingenieria labelurl unisabana  ; j : 2353. Sim : 0.368078; No similar. 
 rt grupoargos tourtuitero daniel duque gerente iamp d recorreremos centroargosinnovacion descubrir ; j : 2354. Sim : 0.1395388; No similar. 
 momentos gomezmendez ponencia si debateplebiscitour labelurl  ; j : 2355. Sim : 0.15309055; No similar. 
 traves pregrado cienciaspoliticas podran aportar soluciones transformar problematicas politicas lab; j : 2356. Sim : 0.39184743; No similar. 
 rt comsabana vivo 2periodismou unisabana director elespectador fidelcanoco labelurl  ; j : 2357. Sim : 0.3193286; No similar. 
 oscar ciegos cuanto arte publicidad pasa pelicula gomez  ; j : 2358. Sim : 0.27240688; No similar. 
 noticiaun buscara universidad hermana china dreunal mantillaignacio labelurl via unimedios  ; j : 2359. Sim : 0.54627204; Baja. 
 implicaciones santos cambios gabinete juan carlos gomez comsabana via elpaiscali labelurl  ; j : 2360. Sim : 0.34331876; No similar. 
 rt cartercenter congratulations to our new rosalynn carter mental health journalism fellows from co; j : 2361. Sim : 0.28441918; No similar. 
 codigo resolvera problemas si resuelve temas proceso andres felipe tobon labelurl  ; j : 2362. Sim : 0.3175174; No similar. 
 tiempo dar valor honestidad dentro valores institucionales todossomosbienestar dirbienestarun label; j : 2363. Sim : 0.14984776; No similar. 
 rueda monoplaza colombia usingenieria detroit shellecomarathon2017 superamos muchas pruebas aqui la; j : 2364. Sim : 0.48301092; No similar. 
 noticiaun unmanizales crean plataforma desarrollar sitios web mas accesibles labelurl v labelurl  ; j : 2365. Sim : 0.32215273; No similar. 
 noticiaun patent universitarias buscan mas mercado launcuenta labelurl via unimedios labelurl  ; j : 2366. Sim : 0.51063627; Baja. 
 hoyeneafit workshop autor encuentro investigadores quieren mejorar habilidades escritura labelurl  ; j : 2367. Sim : 0.16988932; No similar. 
 periodismo construir plataforma permita opinion juan camilo maldonado periodista gesto labelurl  ; j : 2368. Sim : 0.22260013; No similar. 
 hoyeneafit recital piano granados latinoamerica manuel matarrita esperamos entrada libre labelurl  ; j : 2369. Sim : 0.26920566; No similar. 
 rt serpilopaga atencion pilo si credito condonable 3ra convocatoria pre aprobado debes seguir sigui; j : 2370. Sim : 0.34358355; No similar. 
 marcos gonzalez corresponsables presenta anuario colombia 2016 urosario labelurl  ; j : 2371. Sim : 0.4100367; No similar. 
 noticiaun unmanizales disenan brasier electronico deteccion cancer mama labelurl orgulloun via unim; j : 2372. Sim : 0.55361813; Baja. 
 constitucion 91 hito politico contribuyo procesos paz vivimos jorge giraldo  ; j : 2373. Sim : 0.36094472; No similar. 
 noticiaun caminantes app invita recorrer caldas unmanizales gobercaldas labelurl labelurl  ; j : 2374. Sim : 0.363277; No similar. 
 publicidad persuasion comportamiento consumidor palabras clave ayudan definir mercadeo labelurl  ; j : 2375. Sim : -0.036453903; No similar. 
 rt fiafest quieres ganar kit huawei si actividades hoy jueves 4 mayo comenta experiencia enelfiameq; j : 2376. Sim : 0.40601924; No similar. 
 noticiaun doctorado cienciasfisica destaca personal academico launcuenta labelurl via labelurl  ; j : 2377. Sim : 0.28086475; No similar. 
 noticiaun expertos internacionales invitados unorinoquia dan pautas desarrollo region labelurl unim; j : 2378. Sim : 0.42174336; No similar. 
 rt editorialur vivo librerialerner hablando libro memoria olvido sandra rodriguez labelurl  ; j : 2379. Sim : 0.17165092; No similar. 
 nuevo director departamento ingenieria electrica electronica labelurl labelurl  ; j : 2380. Sim : 0.22205465; No similar. 
 deteccion ondasgravitacionales abre universo labelurl via unimedios labelurl  ; j : 2381. Sim : 0.3342489; No similar. 
 rt usembassybogota promesacontinua2017 mas ayuda humanitaria fortalecimiento lazos col eeuu juntosp; j : 2382. Sim : 0.41476616; No similar. 
 rt soyandresacosta participando carrera senek podran apoyar beca quiero estudiar labelurl mepongolo; j : 2383. Sim : 0.25966558; No similar. 
 lanzamiento mediosdigitalesur pierdas jaime borja hablando narrativas digitales labelurl labelurl  ; j : 2384. Sim : 0.20636447; No similar. 
 duenos magia derecho creer propias ilusiones juanpabloneiral soyrosarista labelurl  ; j : 2385. Sim : 0.23930171; No similar. 
 inicio semana fopre cafe yoapoyoalfopre mas informacion labelurl labelurl  ; j : 2386. Sim : 0.4467354; No similar. 
 rt ricardomendivil finaliza taller brand digital alumnos gestion estrategica comunicacion unisabana; j : 2387. Sim : 0.3958176; No similar. 
 sector defensa entusiasmado contribuir pais posconflicto vice mindefensa anibal fernandez soto foro; j : 2388. Sim : 0.27704492; No similar. 
 rt serpilopaga pilos atentos buena despedida hara sabado recomendado labelurl  ; j : 2389. Sim : 0.26612064; No similar. 
 bogota antioquia caldas santander risaralda regiones mas competitivas pais 2016 labelurl  ; j : 2390. Sim : 0.63477665; Baja. 
 estudio profesor eafitense publicado enciclopedia oxford investigacion ciencias clima labelurl  ; j : 2391. Sim : 0.10422543; No similar. 
 26 octubre dia emprendimiento uniandino inform inscripciones labelurl labelurl  ; j : 2392. Sim : 0.31740427; No similar. 
 rt comsabana jeraldinel graduada comsabana trabaja alumnisabana unisabana participa ahora enkrretat; j : 2393. Sim : 0.42521; No similar. 
 noticiaun sede tumaco crece obras programas academicos launcuenta labelurl via unimedios  ; j : 2394. Sim : 0.50171494; Baja. 
 rt comsabana tercerfiafest felicitaciones producto austral agradecemos participacion fiafest unisab; j : 2395. Sim : 0.3624647; No similar. 
 paraleer matematicas honor espiritu humano mantillaignacio elespectador labelurl  ; j : 2396. Sim : 0.4087908; No similar. 
 hoyeneafit ultimo dia feria gastronomica esperamos plazoleta estudiante 500 pm labelurl  ; j : 2397. Sim : 0.4282985; No similar. 
 rt comsabana vieron endirectosabana prensa habla edicion 93 trenusabana paz movilidad mas labelurl ; j : 2398. Sim : 0.37605378; No similar. 
 fotogaleriaun presidente irlanda visita uncolombia labelurl presidentirl dreunal labelurl  ; j : 2399. Sim : 0.20739245; No similar. 
 libro invita entender politicas publicas acciones colectivas deben generar confianza eskole labelur; j : 2400. Sim : 0.26344815; No similar. 
 rt comsabana alumnos clase cronica jcmvelandia lanzamiento volveraloscurovalle  ; j : 2401. Sim : 0.37523088; No similar. 
 rt orgulloun bogota gran campeona juegos nacionales universitarios orgulloun comunidadun labelurl  ; j : 2402. Sim : 0.40571836; No similar. 
 alguna vez detenido pensar conlleva ser cuidador jgorthos clinunisabana espectadorblogs labelurl  ; j : 2403. Sim : -0.0002421697; No similar. 
 noticiaun aplican tecnicas alta precision detectar minas antipersona orgulloun labelurl via unimedi; j : 2404. Sim : 0.40337622; No similar. 
 debatesun modelo salud publica bogota divide academicos labelurl unimedios docisp v labelurl  ; j : 2405. Sim : 0.40347224; No similar. 
 rt unisabanaradio inicia acta entrega renovacion acreditacion alta calidad viceministra educacion n; j : 2406. Sim : 0.29300496; No similar. 
 rt conectateu si quieren conocer historia detalles moocs uniandes vean ponencia completa conectate ; j : 2407. Sim : 0.23028147; No similar. 
 rt hernanolano llegamos trenusabana unisabana eicea usingenieria derechousabana usabanamedicina cli; j : 2408. Sim : 0.23777753; No similar. 
 busca formacion adaptable retroalimentada compartida victor racionero tedxunisabana labelurl  ; j : 2409. Sim : 0.17367676; No similar. 
 estudiantes complices trabajo visiones jovenes fascinantes annelie franke filbogota filbo  ; j : 2410. Sim : 0.5313511; Baja. 
 fopre apoyo economico talento donado comunidad uniandina labelurl  ; j : 2411. Sim : 0.26279438; No similar. 
 imposible solucionar tema movilidad automovil privado ciudad bogota enriquepenalosa  ; j : 2412. Sim : 0.31586817; No similar. 
 rt corounisabana bienestarsabana saludos peru dimos gran concierto unisabana colombia labelurl  ; j : 2413. Sim : 0.42041868; No similar. 
 rt serpilopaga pilos hoy cita 200 pm resolver todas dudas piloprofe labelurl  ; j : 2414. Sim : 0.2440476; No similar. 
 unica forma hombres armas empiecen dispersarse ley amnistia seguridad robledo  ; j : 2415. Sim : 0.23705503; No similar. 
 rt endirectosabana leaendirecto97 sabia usted ahora puede certificar dominio idioma espanol edicion; j : 2416. Sim : 0.28730157; No similar. 
 realizaste evaluacion profesores descubre mas oportunidad labelurl labelurl  ; j : 2417. Sim : 0.33347914; No similar. 
 llega turno martin riesnik tedxlasaguas vealo vivo labelurl  ; j : 2418. Sim : 0.20991802; No similar. 
 alcalde mayor bogota enriquepenalosa participa siembra simbolica plazoletaparatodos patrimoniobta l; j : 2419. Sim : 0.29403123; No similar. 
 dia emprendimiento uniandino 10 agosto 100 pm labelurl  ; j : 2420. Sim : 0.31533408; No similar. 
 noticiaun plasticos reciclados san andres alimentarian planta energia labelurl via unimedios labelu; j : 2421. Sim : 0.49001217; No similar. 
 noticiaun arraso premios proyectos ambientales odebrechtsa unmanizales labelurl via unimedios  ; j : 2422. Sim : 0.5104065; Baja. 
 comunidadun mundo lleno cosas extraordinarias feliz dia internet vivelabbogota ministeriotic labelu; j : 2423. Sim : 0.34891096; No similar. 
 vamos dar primer paso corounisabana finalista concurso cantale papa jornada labelurl  ; j : 2424. Sim : 0.10337342; No similar. 
 rt sfcsupervisor rol supervisor evolucionado nuevas caracteristicas avances tecnologicos mercado fi; j : 2425. Sim : 0.12508209; No similar. 
 launtransformavidas conoce historia andres cancimance primer doctor graduado antropologia uncolombi; j : 2426. Sim : 0.19661635; No similar. 
 londres vivio jornada vinculos afecto recuerdos universidad labelurl labelurl  ; j : 2427. Sim : 0.39259785; No similar. 
 millones aves especies marinas mueren cada ano causa desechos marinos karla barrientos labelurl  ; j : 2428. Sim : 0.20316209; No similar. 
 comenzamos jornadadeactualizacion alumnisabana comsabana decano manuel gonzalez da bienvenida label; j : 2429. Sim : 0.23639616; No similar. 
 juan manuel saravia christian byfield tedxlasaguas vea transmision vivo labelurl labelurl  ; j : 2430. Sim : 0.21308741; No similar. 
 rt derechousabana bienvenidos opencampus unisabana cpoliticasus cordobamarentes igarzonvallejo labe; j : 2431. Sim : 0.2851328; No similar. 
 rt lacucaramacara catalogo virtual publicaciones unisabana excelente forma acercarse publicaciones ; j : 2432. Sim : 0.17436017; No similar. 
 noticiaun primiparos caldas mejoran competencias digitales labelurl unmanizales via labelurl  ; j : 2433. Sim : 0.41886964; No similar. 
 hoy serpilopaga usingenieria familias labelurl  ; j : 2434. Sim : 0.3531485; No similar. 
 rt serpilopaga listo matchserpilopaga dia integracion deporte labelurl  ; j : 2435. Sim : 0.3914127; No similar. 
 16 horas continuas programacion envivo radio celebra 25 anos 985unradio unradiomedellin labelurl  ; j : 2436. Sim : 0.3810436; No similar. 
 rt comsabana sigabienpueda recuerden antiguo semaforo ahora nombre distinto nuevo sistema siga unis; j : 2437. Sim : 0.2998732; No similar. 
 rt oaduniandes enlamemoria antonio garcia rozo decano director departamento profesor inguniandes un; j : 2438. Sim : 0.20841314; No similar. 
 noticiaun administrara pondra funcionamiento propio hospital orgulloun labelurl via unimedios launc; j : 2439. Sim : 0.35025015; No similar. 
 noticiaun herramienta tecnologica ensenanza calculo labelurl via unimedios labelurl  ; j : 2440. Sim : 0.5405287; Baja. 
 hoyeneafit recital piano andres gomez bravo obras compositores eafitenses entrada libre esperam lab; j : 2441. Sim : 0.23097517; No similar. 
 rt julianhuertasc sabana gano jessup2017 recupero poporo oro via espectadorblogs labelurl unisabana; j : 2442. Sim : 0.2496386; No similar. 
 becas ayudan reducir brecha social oscar salgado beneficiario quieroestudiar conozca historia label; j : 2443. Sim : 0.19635767; No similar. 
