Modulo nnlm-es-dim128-with-normalization-2
Topicos : informacion unisabana convocatoria paz mas inscripciones conoce uniandes comunidadun uncolombia via 
 rt admonuniandes isdrs2017 last plenary intersectorial panel academy public sector private sector c; j : 1. Sim : 0.14465152; No similar. 
 hospitalun oficialmente inaugurado orgulloun unparatodos juanmansantos mantillaignacio diegofhl lab; j : 2137. Sim : 0.1981477; No similar. 
 abierta convocatoria premio mexico 2016 conoce base labelurl labelurl  ; j : 2138. Sim : 0.3166013; No similar. 
 estudiantes uniandinos medicina mejores saber pro pais labelurl labelurl  ; j : 2139. Sim : 0.21055871; No similar. 
 mamarle gallo alexandramonto tedxunisabana endirecto eltiempo labelurl  ; j : 2140. Sim : 0.010267763; No similar. 
 rt jeronimorivera comparto texto hoy eltiempo series tv temporadas labelurl labelurl  ; j : 2141. Sim : 0.24811612; No similar. 
 oferta cursos abiertos linea universidad coursera future learn edx labelurl labelurl  ; j : 2142. Sim : 0.31263602; No similar. 
 marcha segunda jornada induccion estudiantes primer semestre soyrosarista labelurl  ; j : 2143. Sim : 0.2880186; No similar. 
 carrera ingenieria quimica cierre inscripciones mayo 26 labelurl  ; j : 2144. Sim : 0.439891; No similar. 
 laguerraruda buenas tardes labelurl encontrara todas revistas indexadas universidad acceso libre  ; j : 2145. Sim : 0.23698665; No similar. 
 conoce ponentes acompanaran joseph stiglitz conferencia elfuturodecolombia labelurl labelurl  ; j : 2146. Sim : 0.18391268; No similar. 
 nuevasideas damos bienvenida nuevos profesores 2016 labelurl labelurl  ; j : 2147. Sim : 0.25202596; No similar. 
 rt dgomez6 induccion estudiantes internacionales aula mutis urosario urinternacional bienvenidos la; j : 2148. Sim : 0.22217761; No similar. 
 politicos lideres lideran cuentan historias lideran escuchados wade davis  ; j : 2149. Sim : 0.290913; No similar. 
 posconflicto nueva negociacion labelurl labelurl  ; j : 2150. Sim : 0.18005131; No similar. 
 noticiaun 70729 jovenes presentaron pruebas admision admisionesun labelurl unparatodos via unimedio; j : 2151. Sim : 0.4313609; No similar. 
 programateun encuentro musical navideno hoy coro san bartolome 600 pm auditorio cienciaseconomicas ; j : 2152. Sim : 0.11476568; No similar. 
 rt educacionbogota felicitaciones maestros beneficiarios programa formacion permanente culminar dip; j : 2153. Sim : 0.3621738; No similar. 
 phill miller analitica predictiva aprendizaje envivo tedxunisabana eltiempo labelurl  ; j : 2154. Sim : 0.27505147; No similar. 
 comenzo oficialmente 2017 eafit hoy damos bienvenida nuevos eafitenses inician programas pr labelur; j : 2155. Sim : 0.33650357; No similar. 
 colciencias promueve fomenta gestion conocimiento nexoglobal labelurl oriun uncolombia labelurl  ; j : 2156. Sim : 0.38980913; No similar. 
 paraver documentales coleccion pizano acropolis labelurl launpatrimoniodetodos feliz dia pa labelur; j : 2157. Sim : 0.19386132; No similar. 
 rt mediuniandes hoy blast apropiacion cultural recontextualizacion proceso creativo musical 630pm a; j : 2158. Sim : 0.1416838; No similar. 
 rt bienestarsabana clausura gran final torneo futbol bienestar posgrados bienestarespasionporelfutb; j : 2159. Sim : 0.3295091; No similar. 
 entrevista corrupcion fenomeno vinculado naturaleza humana labelurl labelurl  ; j : 2160. Sim : 0.27539933; No similar. 
 instituto ciencia tecnologia alimentos icta abre convocatoria profesoral 2017 info labelurl  ; j : 2161. Sim : 0.3955278; No similar. 
 juana acosta derechousabana analisisunisabana eltiempo dientes acuerdo pesar labelurl  ; j : 2162. Sim : 0.17580032; No similar. 
 unaventanaparasonar feria virtual genera oportunidades paz labelurl labelurl  ; j : 2163. Sim : 0.23327279; No similar. 
 segunda jornada induccion 20162 consulta programacion grupos labelurl labelurl  ; j : 2164. Sim : 0.4509625; No similar. 
 hora alexandramonto bettoespectador hablan periodismo humor dialogomayortv canalunoco labelurl  ; j : 2165. Sim : -0.020612951; No similar. 
 hacia independencia social 20 julio 1810 labelurl labelurl labelurl  ; j : 2166. Sim : 0.064256206; No similar. 
 rt comsabana sabian partir semana trenusabana estrena horario unisabana siempre mejoramos ustedes l; j : 2167. Sim : 0.20577067; No similar. 
 cideruniandes mincultura estan mompox conocer detalles desarrollo economico municipio labelurl  ; j : 2168. Sim : 0.4188295; No similar. 
 rt ctaunisabana profesor universidad puedes perder conferencia inscripciones aqui labelurl labelurl; j : 2169. Sim : 0.3358418; No similar. 
 buenos dias comunidadun compartimos ustedes res 175 2016 identidadvisualun labelurl labelurl  ; j : 2170. Sim : 0.2988481; No similar. 
 hemeroteca nacional estudia 24 horas labelurl biblioteca24horas unparatodos unbogota unbogotabiblio; j : 2171. Sim : 0.08522661; No similar. 
 paraver documentales untelevision casa vacia video labelurl unimedios unparatodos labelurl  ; j : 2172. Sim : 0.20256628; No similar. 
 rt comsabana 45 anos contando ser sabana vale pena labelurl via youtube  ; j : 2173. Sim : 0.33463365; No similar. 
 rt lasabanaabroad invitamos participar encuentro universidades espanolas hoy 16 noviembre 1100 be v; j : 2174. Sim : 0.27104124; No similar. 
 nuevo capitulo programa punto critico untelevision expertos hablan reserva van der hammen labelurl ; j : 2175. Sim : 0.1393953; No similar. 
 tesis rosarista ganadora segundo lugar premios cpb labelurl orgullorosarista labelurl  ; j : 2176. Sim : 0.15093891; No similar. 
 jcmvelandia listo webcam noticiasrcn viene colombia region tras victoria donald trump labelurl  ; j : 2177. Sim : 0.29914698; No similar. 
 entrevistascampus sergio severiche gano beca fundacion botin labelurl labelurl  ; j : 2178. Sim : 0.318381; No similar. 
 daniel hernandez ruiperez rector usal inicia intervencion aula maxima rosario labelurl  ; j : 2179. Sim : 0.40603375; No similar. 
 trabajar comunicacion publica permita tener habitat sostenible maria pilar restrep labelurl  ; j : 2180. Sim : 0.2520754; No similar. 
 epidemia diabetes declarada emergencia nacional mexico sbarquera  ; j : 2181. Sim : 0.16596884; No similar. 
 sabes cuales programas pregrado posgrado cuenta uncolombia aqui puedes consultarlos labelurl  ; j : 2182. Sim : 0.3480286; No similar. 
 bronx mejoro indicadores seguridad centro mas facil habria sido hacer enriquepenalosa  ; j : 2183. Sim : 0.34334913; No similar. 
 momento asambleaseafit escuchan ideas propuestas estudiantes  ; j : 2184. Sim : 0.22224136; No similar. 
 programateun proxima semana foro internacional pedagogia memoria violencia info labelurl  ; j : 2185. Sim : 0.4483826; No similar. 
 comunidadun recuerden manana finaliza inscripcion presentar examen saber pro 2017 bogdiracad labelu; j : 2186. Sim : 0.4238965; No similar. 
 profesor yannbasset analiza mecanismos participacion politica contemplados acuerdos hablemosdepazur; j : 2187. Sim : 0.41193756; No similar. 
 dia dia seria igual ustedes felizdiadelamujer gracias diainternacionaldelamujer unisabana labelurl ; j : 2188. Sim : 0.22416532; No similar. 
 comunidadun quieres conocer mas departamento biologia unbogota video labelurl fcienciasunalco somos; j : 2189. Sim : 0.39945525; No similar. 
 paz territorial invita actores participar construccion nueva sociedad paz labelurl  ; j : 2190. Sim : 0.29106545; No similar. 
 terminar dia invitamos recorrido virtual unorinoquia labelurl labelurl  ; j : 2191. Sim : 0.19370766; No similar. 
 terminar dia conclusiones sesion trabajo sue mesa negociacion labelurl unimedios  ; j : 2192. Sim : 0.37285772; No similar. 
 rt connectbogota abre nueva convocatoria financiar ultimo semestre maestria doctorado tematicas inn; j : 2193. Sim : 0.41228464; No similar. 
 vemos fabrica innovacion conoce detalles jornada labelurl labelurl  ; j : 2194. Sim : 0.31842285; No similar. 
 tobitemple saludos si paso ambos feliz noche  ; j : 2195. Sim : 0.16118814; No similar. 
 nicolas martinez gana beca fehh formacion investigacion hemopatias malignas via actasanitaria label; j : 2196. Sim : 0.46822226; No similar. 
 conoce mas uncolombia recorrido virtual cada sedes labelurl launpatrimoniodetodos  ; j : 2197. Sim : 0.42930174; No similar. 
 puede haber retorno guerra desean farc gobierno militares pais carlos velandia  ; j : 2198. Sim : 0.29174492; No similar. 
 catastro participativo planificacion territorial acuerdos paz conoce detalles labelurl labelurl  ; j : 2199. Sim : 0.3514006; No similar. 
 encuestas regiones evidencian prioridades pais economia seguridad ciudadana conflicto  ; j : 2200. Sim : 0.34039786; No similar. 
 falta mano obra joven afecta sectores mayor aporta economia labelurl via eltiempo  ; j : 2201. Sim : 0.35147148; No similar. 
 conoce programacion cursos diplomados disponibles marzo abril fceunal labelurl  ; j : 2202. Sim : 0.3605695; No similar. 
 acerca inicio semestre oportunidad conocer apoyar liderandes solidaridaduniandes labelurl  ; j : 2203. Sim : 0.16669157; No similar. 
 bigdata podria mejor acceso educacion patricio rodriguez chile envivo eltiempo labelurl  ; j : 2204. Sim : 0.37061143; No similar. 
 esther duflo hablo politica publica eliminacion corrupcion lacealames16 labelurl labelurl  ; j : 2205. Sim : 0.31938046; No similar. 
 sebastiansilvac hola enviamos inquietud direccion general administrativa contacto  ; j : 2206. Sim : 0.3538646; No similar. 
 metacampusun uso tenencia tierra orlando fals borda video labelurl labelurl  ; j : 2207. Sim : 0.21132402; No similar. 
 estacionsalud espacio salud bienestar colombianos labelurl institucionaltv untelevision decanaturaf; j : 2208. Sim : 0.0970023; No similar. 
 rt consejoech si cabello puedes donar aporte puedes ayudar cambiatupeloporunasonrisa urosarionews u; j : 2209. Sim : 0.017873026; No similar. 
 rt cienciaseafit miraalcielo dejate atrapar historia galaxias proximo miercoles 9 agosto 600 pm aud; j : 2210. Sim : 0.24171485; No similar. 
 toda programacion 1200 m diapaiz labelurl labelurl  ; j : 2211. Sim : 0.29353577; No similar. 
 liga profundamente rosario recuerdos vida rosarista catedratico sergio rodriguez azuero labelurl  ; j : 2212. Sim : 0.39332983; No similar. 
 plebiscito divide colombianos si gana estaria suponiendo apoyo guerra carlosholmestru labelurl  ; j : 2213. Sim : 0.27065802; No similar. 
 division bibliotecas unbogota invita comunidadun participar encuesta labelurl labelurl  ; j : 2214. Sim : 0.3236658; No similar. 
 rt serpilopaga atencion pilo si beneficiario tercera convocatoria ten presente siguiente informacio; j : 2215. Sim : 0.4479846; No similar. 
 explorar investigar descubrir unisabana 107 laboratorios talleres aulas especializadas labelurl  ; j : 2216. Sim : 0.13900366; No similar. 
 mandingasara saludos si puede seguirlo labelurl  ; j : 2217. Sim : 0.12839511; No similar. 
 rt craiur recuerdas hemeroteca ahora sorprenderas nuevos espacios crear aprender tercer piso espera; j : 2218. Sim : 0.214347; No similar. 
 alejandromllo sttmed buenas tardes partir momento restablece movilidad ambos av vegas  ; j : 2219. Sim : 0.30188394; No similar. 
 mes abren inscripciones nuevo curso biotecnologia fac ciencias labelurl labelurl  ; j : 2220. Sim : 0.3531211; No similar. 
 momento mantillaignacio miercolesdevideochat elespectador labelurl envia preguntas unal  ; j : 2221. Sim : 0.20893455; No similar. 
 hoyeneafit comienzan recitales pregrado musica 20171 esperamos mas informacion labelurl  ; j : 2222. Sim : 0.5212835; Baja. 
 rt urosarioradio cubriendo encuentro hablemosdepazur iniciativa estudiantil rosarista junto dra cla; j : 2223. Sim : 0.29551187; No similar. 
 uncolombia cada sedes podras encontrar diferentes espacios interactuar labelurl  ; j : 2224. Sim : 0.37430924; No similar. 
 experienciaeafit abre puertas campus bachilleres conozcan pregrados profesores labelurl  ; j : 2225. Sim : 0.2977588; No similar. 
 sigabienpueda hoy comenzamos proceso inscripcion asignaturas 20171  ; j : 2226. Sim : 0.42488453; No similar. 
 comunidadun proyecto normas internacionales uncolombia tendra presencia nacional sedes proyec label; j : 2227. Sim : 0.47359145; No similar. 
 urosario cabeza rector jrestrp pionera programa adopta monumento patrimoniobta plazoletaparatodos l; j : 2228. Sim : 0.024099395; No similar. 
 conoce diplomado virtual coach forumelearning webinar hoy jueves 230pm registrate aqu labelurl  ; j : 2229. Sim : 0.2053043; No similar. 
 diosserfmlipais buenas tardes ingresa plataforma usuario clave uniandes actualiza datos agrega perf; j : 2230. Sim : 0.32526642; No similar. 
 preguntaron carl langebaek vicerrector academico va pasar cursos cero creditos labelurl  ; j : 2231. Sim : 0.33312213; No similar. 
 potenciales beneficiarios serpilopaga mayor informacion tercera convocatoria labelurl  ; j : 2232. Sim : 0.41971692; No similar. 
 video astrofisicos uncolombia dirigen mirada sol labelurl astronomiaoan unimedios labelurl  ; j : 2233. Sim : 0.23114152; No similar. 
 asi vivio conversatorio mejores estadisticas territoriales politicas diferenciadas mas efectivas la; j : 2234. Sim : 0.42864555; No similar. 
 conoce serie interactiva untelevision pocas palabras patent labelurl feliz noche comunidadun  ; j : 2235. Sim : 0.33704302; No similar. 
 noticiaun uncaribe firmo convenio universidad costa rica launcuenta labelurl via unimedios  ; j : 2236. Sim : 0.29163137; No similar. 
 nuevas tendencias tecnologicas creacion estrategias creativas gerenciar busca formar nuevos lideres; j : 2237. Sim : 0.29439458; No similar. 
 sexto reconocimiento noche maria clara choucair trabajo destacado emprendimiento labelurl  ; j : 2238. Sim : 0.28972125; No similar. 
 orgullorosarista destacada actuacion andrea montenegro valida nacional squash labelurl labelurl  ; j : 2239. Sim : 0.20772077; No similar. 
 launtransformavidas toda colombia tumaco futbol pasion documental video labelurl labelurl  ; j : 2240. Sim : 0.23488447; No similar. 
 launtransformavidas toda colombia video tumaco futbol pasion documental labelurl labelurl  ; j : 2241. Sim : 0.23488446; No similar. 
 natasha kanape refleja poesia deseo cambiar mundo cuida rlo ingrid bejerman haymedellin17 labelurl ; j : 2242. Sim : 0.14069413; No similar. 
 noticiaun estudiantes bachillerato aprenden conflicto ven television humanasunal labelurl  ; j : 2243. Sim : 0.30963445; No similar. 
 vias terciariashan sido fuente corrupcion trabajamos modelo evite pierda plata lf andrade anicolomb; j : 2244. Sim : 0.339594; No similar. 
 rt admisionuandes viernes 28 octubre inscripciones abiertas estudiar uniandes preguntas frecuentes ; j : 2245. Sim : 0.36231887; No similar. 
 gracias continuar ser parte gran comunidadun 50000 seguiremos creciendo labelurl  ; j : 2246. Sim : 0.14499159; No similar. 
 jovenes investigadores innovadores 2016 descubre participar convocatoria labelurl labelurl  ; j : 2247. Sim : 0.22150266; No similar. 
 descubre participar convocatoria jovenes investigadores innovadores 2016 labelurl labelurl  ; j : 2248. Sim : 0.22150266; No similar. 
 maria emma will liz sevcenko miradas historia publica memoria colectiva labelurl labelurl  ; j : 2249. Sim : 0.33551502; No similar. 
 rt editorialun felizviernes comunidadun boletin novedades editoriales uncolombia labelurl labelurl ; j : 2250. Sim : 0.46318647; No similar. 
 partir manana puedes comenzar recorrer campus unbogota bicirrunun somosuncampus unparatodos feli la; j : 2251. Sim : 0.18599184; No similar. 
 convocatoria becamillenium maestriacomdigital periodismo maestriacomdgt labelurl  ; j : 2252. Sim : 0.091655; No similar. 
 programateun nueva sesion debatesun 9 noviembre inscripciones labelurl labelurl  ; j : 2253. Sim : 0.34666294; No similar. 
 comprender retos afronta colombia actualidad posible curso info labelurl labelurl  ; j : 2254. Sim : 0.26037806; No similar. 
 rt inalde destacamos valoramos participacion obduliovp rector unisabana lams16 labelurl  ; j : 2255. Sim : 0.27614447; No similar. 
 uniandino proyecto mejorar centro atlanta labelurl labelurl  ; j : 2256. Sim : 0.05073687; No similar. 
 todossomosbienestar todas sedes uncolombia comprometidos comunidadun labelurl  ; j : 2257. Sim : 0.40144354; No similar. 
 rt jrestrp felicitaciones jciragorri director maestria periodismo urosarionews premio toda vida ded; j : 2258. Sim : 0.20985955; No similar. 
 orgulloun uncolombia lider pruebas saber pro labelurl mantillaignacio mineducacion via elespectador; j : 2259. Sim : 0.51101476; Baja. 
 comunidadun editorialun trae nuevo boletin novedades editoriales mes encuentralas aqui labelurl  ; j : 2260. Sim : 0.3856712; No similar. 
 rt inguniandes profesoresel coloquio docente antonio garcia cambio lugar ml 507 esperamos 100 pm la; j : 2261. Sim : 0.22829907; No similar. 
 conoce detalles destacada participacion urosario cmude 2017 labelurl labelurl  ; j : 2262. Sim : 0.25640857; No similar. 
 click historia toda comunidadun encuentra terminos condiciones participa labelurl  ; j : 2263. Sim : 0.38468271; No similar. 
 5 mayo estan abiertas inscripciones especializacion gestion cultural unmanizales labelurl  ; j : 2264. Sim : 0.5293896; Baja. 
 salio bien constitucion prometia paz prohibia oligopolios hoy cumple voluntad politica fabio villa ; j : 2265. Sim : 0.37401682; No similar. 
 rt usembassybogota conoce beca fulbrightcol investigador visitante colombiano eeuu labelurl labelur; j : 2266. Sim : 0.18614843; No similar. 
 programateun manana iv festival tinteres unbogota colegio iparm labelurl labelurl  ; j : 2267. Sim : 0.29713774; No similar. 
 comunidadun manana plazo inscribir seminario cid asignatura electiva labelurl  ; j : 2268. Sim : 0.46500787; No similar. 
 rt centromemoriah evento acuerdos paz constituyente julio 28 800 be uncolombia labelurl  ; j : 2269. Sim : 0.37983233; No similar. 
 ultimos plazos organizar horario periodo 20172 labelurl  ; j : 2270. Sim : 0.20870261; No similar. 
 listo empezar vivir munur16 labelurl  ; j : 2271. Sim : 0.12409882; No similar. 
 congreso nivel nacional usa correctamente expresion nivel explica jairo valderrama labelurl  ; j : 2272. Sim : 0.26873806; No similar. 
 puede comunidad internacional ayudar venezuela carlos arevalo analisisunisabana eltiempo labelurl  ; j : 2273. Sim : 0.21482751; No similar. 
 hoyeneafit regresa programa campusglobal abordara tema crisis venezuela labelurl  ; j : 2274. Sim : 0.25736156; No similar. 
 noticiaun ley spin off universidades publicas dinamizaran desarrollo pais labelurl labelurl  ; j : 2275. Sim : 0.2884234; No similar. 
 tatipardo2 jrestrp actividad transmision vivo podras encontrar mas destacado nues labelurl  ; j : 2276. Sim : 0.43405795; No similar. 
 mas pilos podran estudiar universidades pais hoy lanzo nueva convocatoria serpilopaga educacion lab; j : 2277. Sim : 0.45950544; No similar. 
 rt comsabana buenviernes unisabanaradio hora hace excelente labor induccioncomsabana puntowok  ; j : 2278. Sim : 0.23888315; No similar. 
 conoce requisitos formar parte feria colectivos 2016 ii labelurl labelurl  ; j : 2279. Sim : 0.31348863; No similar. 
 paz farc resuelvo si ayuda general edoherrerab beneficiosdelapaz  ; j : 2280. Sim : 0.3474287; No similar. 
 uniandes crea portafolio paz mas 400 proyectos iniciativas alrededor paz posconflicto labelurl  ; j : 2281. Sim : 0.41595033; No similar. 
 becas movilidad esperamos hoy charla lasabanaabroad labelurl  ; j : 2282. Sim : 0.35080478; No similar. 
 participa actividades convocadas instituto rosarista accion social seres labelurl labelurl  ; j : 2283. Sim : 0.29491195; No similar. 
 comienza semana planeando proxima experiencia academica convocatoria movilidad 20172 lasabanaabroad; j : 2284. Sim : 0.39523804; No similar. 
 biblioeafit puede encontrar mejor informacion calidad recurso utiles labelurl  ; j : 2285. Sim : 0.2536159; No similar. 
 sabes escribir articulo cientifico capacitate division bibliotecas unmedellin labelurl bibliotecaun; j : 2286. Sim : 0.37565607; No similar. 
 academicos debaten andes sociedad fuerza publica labelurl labelurl  ; j : 2287. Sim : 0.26249713; No similar. 
 dejes pasar oportunidad formar parte urrevista consulta requisitos labelurl labelurl  ; j : 2288. Sim : 0.26731625; No similar. 
 dia internacional mujer connie cardenas santamaria profesora maestria genero labelurl  ; j : 2289. Sim : 0.29977232; No similar. 
 trata medida provisional contemplada plan manejo trafico autorizado secretaria movilidad 2  ; j : 2290. Sim : 0.2134227; No similar. 
 rosaristas siguiendo hablemosdepazur claustro labelurl  ; j : 2291. Sim : 0.09387139; No similar. 
 rt unisabanaradio compartimos ustedes columna juan camilo velandia profesor comsabana traves eltiem; j : 2292. Sim : 0.43608063; No similar. 
 papel victimas conflicto armado hablemosdepazur forma parte espacio reflexion labelurl  ; j : 2293. Sim : 0.30488977; No similar. 
 conoce facilidad viviendauniversitaria labelurl  ; j : 2294. Sim : 0.21834213; No similar. 
 comunidadun instituto ciencias naturales unbogota video labelurl fcienciasunalco unparatodos  ; j : 2295. Sim : 0.21495321; No similar. 
 mdfaloga sttmed alcaldiademed inviasoficial gusto feliz noche  ; j : 2296. Sim : 0.1677715; No similar. 
 fminas construcciones emblematicas patrimonio arquitectonico unmedellin video labelurl  ; j : 2297. Sim : 0.2157528; No similar. 
 jueves puedes perder charla informativa idiomas instituciones convenio lasabanaabroad labelurl  ; j : 2298. Sim : 0.29480317; No similar. 
 destacada participacion universidad rosario iii international workshop estudios coreanos labelurl  ; j : 2299. Sim : 0.33922103; No similar. 
 revive entrevista preguntayamid mantillaignacio video labelurl launcuenta via labelurl  ; j : 2300. Sim : 0.3147592; No similar. 
 concejodebogota busca promover debate corrupcion catedras bogota particpa labelurl  ; j : 2301. Sim : 0.30978185; No similar. 
 pierdas inauguracion cancha squash sede innovacion emprendimiento labelurl  ; j : 2302. Sim : 0.37380216; No similar. 
 jovenes investigadores economia espacio abre puertas conoce mas labelurl labelurl  ; j : 2303. Sim : 0.39373818; No similar. 
 rt andresaljure iniciamos modulo comunicacion negociacion proceso resolver diferencias traves acuer; j : 2304. Sim : 0.5277839; Baja. 
 investigaciondeldia problemas comportamiento relacion pautas crianza padres intellectum labelurl  ; j : 2305. Sim : 0.25398025; No similar. 
 resultados eafitenses saber pro 2016 estan encima promedio nacional labelurl labelurl  ; j : 2306. Sim : 0.2133109; No similar. 
 rt cristiocampo agradecimientos comsabana unisabana reconocimiento orgullo ser parte proyecto label; j : 2307. Sim : 0.24587111; No similar. 
 sabes pasara ahora macron sido elegido presidente francia informate labelurl labelurl  ; j : 2308. Sim : 0.1820356; No similar. 
 rt uisenlinea uis bucaramanga acerca cierre inscripciones fwlbga fallingwalls labelurl labelurl  ; j : 2309. Sim : 0.34785968; No similar. 
 unperiodico articulo geologia forense desentierra verdad labelurl unimedios unparatodos labelurl  ; j : 2310. Sim : 0.13758242; No similar. 
 rt lasabanaabroad apostillar legaliza documentos manera presencial linea traves cancilleriacol labe; j : 2311. Sim : 0.42094362; No similar. 
 damos bienvenida medellin invitamos conocer ciudad queremos construir olga rocio gil alcaldiademed ; j : 2312. Sim : 0.31436536; No similar. 
 video masiva asistencia acto bienvenida nuevos estudiantes unbogota labelurl via unimedios comunida; j : 2313. Sim : 0.35238537; No similar. 
 manana partir 800 be aud alfonso lopez pumarejo entrada libre completar aforo launcuenta labelurl  ; j : 2314. Sim : 0.24848908; No similar. 
 ingenieros mecanicos estudian tecnologias orfebres prehispanicos develan sofisticadas tecnicas labe; j : 2315. Sim : 0.23344074; No similar. 
 andfel05 saludos error corregido puede volver ingresar oferta conocer informacion feliz dia  ; j : 2316. Sim : 0.32415295; No similar. 
 junto sgcol siete universidades pais eafit aporto desarrollo sostenible territorio colombiano label; j : 2317. Sim : 0.34116974; No similar. 
 mejores respuestas santiago segurola paso rosario labelurl aldiaconelnova labelurl  ; j : 2318. Sim : 0.2281806; No similar. 
 rt usembassybogota beca fulbrightcolcolciencias puedes realizar doctorado eeuu informate befulbrigh; j : 2319. Sim : 0.2461786; No similar. 
 aplicativo vamos pasar teoria practica autorregulacion agaviriau minsaludcol labelurl  ; j : 2320. Sim : 0.2685144; No similar. 
 tema suba desafortunadamente plata vamos definir serie alimentadores enriquepenalosa  ; j : 2321. Sim : 0.24567021; No similar. 
 buscar grupo investigacion pagina colciencias periodismocientifico lisbeth fog labelurl  ; j : 2322. Sim : 0.3112407; No similar. 
 atencion manana eafitidiomas habra servicio sedes clases ningun programa salvo ingles negocios labe; j : 2323. Sim : 0.4484116; No similar. 
 hoy necesario tener informacion personal usuarios datos generan valor empresarial german mendoza la; j : 2324. Sim : 0.3173963; No similar. 
 rt egresadosur invitamos egresadosrosaristas politicaur evento 20 anos existencia facultad labelurl; j : 2325. Sim : 0.27508625; No similar. 
 analisis vendra despues paz labelurl labelurl  ; j : 2326. Sim : 0.37196502; No similar. 
 rt bolsamercantil inicia retobolsamercantil rafael mejia pte bolsamercantil hilda arango decana esc; j : 2327. Sim : 0.3260984; No similar. 
 rt bienestarbogota hoy mas 400 estudiantes asisten 2da version catedra induccion uncolombia labelur; j : 2328. Sim : 0.49898425; No similar. 
 felizjueves comenzamos dia informacion unparatodos ver leer escuchar boletinun labelurl unimedios  ; j : 2329. Sim : 0.26502097; No similar. 
 rt ctaunisabana hora campus unisabana realiza reunion padres estudiantes admitidos bienvenidos labe; j : 2330. Sim : 0.3763728; No similar. 
 catedras x bogota ponentes responden preguntas asistentes concejodebogota labelurl  ; j : 2331. Sim : 0.30242813; No similar. 
 fusionamos hospitales 22 habia cuatro rede hospitalarias enriquepenalosa  ; j : 2332. Sim : 0.27997446; No similar. 
 descubriendo novedades editoriales filbo2016 editorialur pabellon 3 segundo piso labelurl  ; j : 2333. Sim : 0.28752512; No similar. 
 book read tedxunisabana stream eltiempo labelurl  ; j : 2334. Sim : 0.16151568; No similar. 
 comunidadun sabias regresa biblioteca24horas unbogota labelurl 1 31 mayo bienestarbogota  ; j : 2335. Sim : 0.19007179; No similar. 
 indispensable romper estancamiento base productiva colombiana charoguerra lospresidenciables2018  ; j : 2336. Sim : 0.11117987; No similar. 
 rt posgradosuandes pierda manana openday posgrados uniandes previa inscripcion labelurl labelurl  ; j : 2337. Sim : 0.45705253; No similar. 
 compartimos ustedes video foro reforma politica participacion ciudadana labelurl labelurl  ; j : 2338. Sim : 0.3199446; No similar. 
 finaliza presentacion 4 mayo editorialeafit participa filbo2017 cartas joven ensayista  ; j : 2339. Sim : 0.28337467; No similar. 
 juntos guajira mision medica universidad rosario embajada unidos labelurl  ; j : 2340. Sim : 0.30618927; No similar. 
 catedra fullbrightcol importancia periodismo construccion paz labelurl unorinoquia labelurl  ; j : 2341. Sim : 0.42645645; No similar. 
 urosario firma acuerdo doble titulacion maestria economia universidad tilburg labelurl  ; j : 2342. Sim : 0.32747278; No similar. 
 uniandes tecdemonterrey abren programa intercambio cursar semestres homologables labelurl labelurl ; j : 2343. Sim : 0.3085828; No similar. 
 mes esperamos recitales pregrado musica 20171 ver labelurl labelurl  ; j : 2344. Sim : 0.26807952; No similar. 
 rt cancilleriacol jovenes 14 julio contarle unesco quieren aprender labelurl labelurl  ; j : 2345. Sim : 0.24645707; No similar. 
 dementescuriosas va gira ahora tambien barranquilla cartagena labelurl labelurl  ; j : 2346. Sim : 0.1398037; No similar. 
 historia emprendimiento deportivo exitoso 9 septiembre 1230 pm innovandes labelurl  ; j : 2347. Sim : 0.18077889; No similar. 
 semana eafit sera sede poesiamedellin 2017 labelurl labelurl  ; j : 2348. Sim : 0.26534885; No similar. 
 aumentar calidad educacion primaria solucionar desigualdades xsalaimartin economiaencolores labelur; j : 2349. Sim : 0.20578827; No similar. 
 pregunta si construyendo sociedad participativa democratica plural julian zubiria labelurl  ; j : 2350. Sim : 0.3204779; No similar. 
 recomendaciones entrar siga realizar inscripcion materias informacion tutoriales aqui labelurl  ; j : 2351. Sim : 0.4890525; No similar. 
 asi pasa noche biblioteca video labelurl biblioteca24horas unbogotabiblio labelurl  ; j : 2352. Sim : 0.1676374; No similar. 
 rt guiaacademica unisabana 2 becas 50 90 matricula labelurl labelurl  ; j : 2353. Sim : 0.38540936; No similar. 
 programateun proxima semana lincoln trio auditorioleondegreiff info labelurl divcultural  ; j : 2354. Sim : 0.35663572; No similar. 
 estacionsalud espacio salud bienestar semana cesarea labelurl institucionaltv decanaturafm  ; j : 2355. Sim : 0.12646754; No similar. 
 noticiaun 3513 aspirantes posgrados sedes uncolombia labelurl via unimedios labelurl  ; j : 2356. Sim : 0.44521543; No similar. 
 rt derechousabana hoy acompanan futuros politologos desayuno conversatorio cpoliticasus unisabana l; j : 2357. Sim : 0.27734667; No similar. 
 evita filas hoy regresa casa tren salida 554 pm mayor informacion labelurl labelurl  ; j : 2358. Sim : 0.27225092; No similar. 
 comunidadun recuerda 30 junio debes realizar pago pin inscribirte labelurl  ; j : 2359. Sim : 0.3299665; No similar. 
 rt fiafest tercerfiafest comsabana trae seminario accesibilidad audiovisual gratis inscripciones ab; j : 2360. Sim : 0.33994207; No similar. 
