Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy rector be paz juan manana esperamos universidad conferencia luis 
 rt edtechtimes can learn be use for good dr obdulio velasquez rector of unisabana in colombia think; j : 1. Sim : 0.45030624; No similar. 
 rt tobonnoticias coro unisabana ensayando concurso cantalealpapa labelurl  ; j : 2318. Sim : 0.043921385; No similar. 
 noticiaun clicsalud app comparar calificar atencion medica orgulloun labelurl labelurl  ; j : 2319. Sim : 0.17690636; No similar. 
 ley cambia comportamientos si reflexion profunda vamos llegar juan luis mejia  ; j : 2320. Sim : 0.5622649; Baja. 
 jueves habra mesa trabajo seguridad medellin aportes profesores eafitenses  ; j : 2321. Sim : 0.41289687; No similar. 
 felices recibir hoy profesores formaran aulas educacion profesores colombia labelurl  ; j : 2322. Sim : 0.49120623; No similar. 
 rt educaunisabana iniciamos jornada sustentacion trabajos grado maestria pedagogia estudiantes dian; j : 2323. Sim : 0.46757147; No similar. 
 diapaiz manana 630 be labelurl labelurl  ; j : 2324. Sim : 0.42985722; No similar. 
 aqui estan eventos pueden perder semana eafit agenda completa encuentran labelurl  ; j : 2325. Sim : 0.3670678; No similar. 
 rector jrestrp decano cesepulvedar responden inquietudes estudiantes econurosario urosarioradio lab; j : 2326. Sim : 0.2972484; No similar. 
 campana donacion carcel modelo bogota 14 diciembre labelurl labelurl  ; j : 2327. Sim : 0.4169225; No similar. 
 construir plan estrategico comunicaciones andresaljure lleva paso paso libro comunicacion labelurl ; j : 2328. Sim : 0.3628186; No similar. 
 chile listos encontrarnos contigo santiago chile 18 noviembre pueden perder labelurl  ; j : 2329. Sim : 0.39251548; No similar. 
 proxima semana eafit esperamos trueque literario libro abierto placa deportiva cubierta 1000 labelu; j : 2330. Sim : 0.44692284; No similar. 
 eafit asciende medicion internacional 35 puestos segun ranquin scimago labelurl labelurl  ; j : 2331. Sim : 0.29196197; No similar. 
 comunidadun participa hoy jornada recoleccion residuos posconsumo ahorraun labelurl labelurl  ; j : 2332. Sim : 0.25499812; No similar. 
 listo trueque literario esperamos partir 1000 be labelurl  ; j : 2333. Sim : 0.40927744; No similar. 
 rt ctaunisabana cuatro estudiantes graduado maestria informatica educativa participaran actividades; j : 2334. Sim : 0.3364517; No similar. 
 rt congresovisible balance2016 adopcion parejas mismo sexo debate menor labelurl labelurl  ; j : 2335. Sim : 0.14800192; No similar. 
 noticiaun 25 anos constitucion 1991 cara posconflicto derechounal debatesun labelurl via unimedios ; j : 2336. Sim : 0.39315906; No similar. 
 transmision politica desarrollo rural ofrecer bienes publicos debate jueves 5 pm labelurl  ; j : 2337. Sim : 0.47846967; No similar. 
 si articulan fomentan alianzas largo plazo universidad empresa gana pais yanethgiha foro universida; j : 2338. Sim : 0.37500915; No similar. 
 medida disminuido intensidad lucha incrementado cultivos general r jose leonardo gallego foroungass; j : 2339. Sim : 0.24326257; No similar. 
 rt onumujerescol conversatorio paz clave mujer5 mujeres apuestan paz comparten experiencia labelurl; j : 2340. Sim : 0.28413793; No similar. 
 listo inicio dias eafit estudiantes esperamos labelurl  ; j : 2341. Sim : 0.5357267; Baja. 
 rt fiafest hora habla manuelgobe decano facultad comunicacion cierre tercerfiafest comsabana labelu; j : 2342. Sim : 0.43923143; No similar. 
 rt iptigeneva responsible scholarship we do not just study but try to make result of research avail; j : 2343. Sim : 0.28422078; No similar. 
 alcalde mayor bogota enriquepenalosa participa siembra simbolica plazoletaparatodos patrimoniobta l; j : 2344. Sim : 0.42864215; No similar. 
 arte publicidad respuesta necesidades marcas amli10anos congresomercadeologistica labelurl  ; j : 2345. Sim : 0.07950086; No similar. 
 rt comfama juanluismejia rector eafit da bienvenida catedra gerencia social pacificar mismo constru; j : 2346. Sim : 0.5571927; Baja. 
 rector obduliovp invita familias cucuta encuentro excelencia innovacion tecnologia labelurl  ; j : 2347. Sim : 0.5415185; Baja. 
 pueden seguir vivo conversacion natasha kanape ingrid bejerman haymedellin17 labelurl  ; j : 2348. Sim : 0.1715922; No similar. 
 conversatorio xsalaimartin profesor juan jose echavarria economiaencolores econurosario labelurl  ; j : 2349. Sim : 0.50140697; Baja. 
 llegamos ser quinta universidad region pablo navas rector excelenciauniandes latamrankings labelurl; j : 2350. Sim : 0.5781487; Baja. 
 rt concejomedellin ganador merito tecnologico orquideaconcejomed edificio ingenierias universidad e; j : 2351. Sim : 0.53959495; Baja. 
 coleccion claustrounal violencia segun arte labelurl via elespectador mejoracontinuaun  ; j : 2352. Sim : 0.23649828; No similar. 
 rosario cordoba presidenta colombiacompite hace balance gestion competitividad gobierno labelurl  ; j : 2353. Sim : 0.47770107; No similar. 
 seguridad paz cerrar ciclos violencia construirla consolidarla general edoherrerab beneficiosdelapa; j : 2354. Sim : 0.29128322; No similar. 
 eafit realizara jornada dias saludables miercoles jueves plazoleta estudiante partir labelurl  ; j : 2355. Sim : 0.49956512; No similar. 
 recuerden manana reanuda medida pico placa campus medellin acuerdo programacion vigente labelurl  ; j : 2356. Sim : 0.5149526; Baja. 
 noche eleccioneseeuu2016 cristian rojas profesor cpoliticasus envivo labelurl  ; j : 2357. Sim : 0.38347834; No similar. 
 colombia arquitectura institucional asumir retos plantea ungass2016 fabiola castillo foroungasscol ; j : 2358. Sim : 0.33065456; No similar. 
 rt kienyke cena quiero estudiarel evento filantropico mas importante pais uniandes labelurl labelur; j : 2359. Sim : 0.36592254; No similar. 
 juan guillermo bedoya realiza lectura testamento espiritual maestro francisco cano labelurl  ; j : 2360. Sim : 0.5333308; Baja. 
 asi desarrollo debate teoria propiedad desafios implementacion acuerdo pa labelurl  ; j : 2361. Sim : 0.46251917; No similar. 
 hoyeneafit onuhumanrights conmemora dia internacional derechos humanos lema paz defender labelurl  ; j : 2362. Sim : 0.40342423; No similar. 
 comenzo eafit conversacion natasha kanape ingrid bejerman haymedellin17 labelurl  ; j : 2363. Sim : 0.3512332; No similar. 
 rt areametropol representantes sosporelaire entregan autoridades decalogo sintetiza propuestas conc; j : 2364. Sim : 0.19156682; No similar. 
 mejorar comunicacion ente cuba gobierno sector privado rafael m lopez sacolombia beneficiosdelapaz ; j : 2365. Sim : 0.43625617; No similar. 
 todas miradas ciertas hable historiadores construir historia jerico hectorabadf eafitpereira  ; j : 2366. Sim : 0.10827604; No similar. 
 uva ilusion verde universidad eafit encontraras diferentes actividades conocer comuna diver labelur; j : 2367. Sim : 0.504944; Baja. 
 vivo exitos fracasos economia global traves dela historia politica arqueologia viernes 2 labelurl  ; j : 2368. Sim : 0.47363028; No similar. 
 hoyeneafit esperamos charla informativa posgrados ecofineafit bloque 19522 700 be labelurl  ; j : 2369. Sim : 0.49040902; No similar. 
 hoyeneafit pierdan ultimo dia seminario triptico erase vez paraiso biodiversidad fa labelurl  ; j : 2370. Sim : 0.5289103; Baja. 
 vea vivo conferencia anual investigaciones desarrollo sostenible labelurl  ; j : 2371. Sim : 0.3146244; No similar. 
 rt coninsaramonh puente peatonal eafit construyendo enlazar sede principal lote guayabos  ; j : 2372. Sim : 0.22793165; No similar. 
 habra trato diferenciado alzados armas organizacion constitucional ff aa grl juan g garcia elretode; j : 2373. Sim : 0.4303661; No similar. 
 rt metrodemedellin crewpeligrosos encargados cerrar haymedellin17 obra marcapasos eafit 27 enero en; j : 2374. Sim : 0.22357656; No similar. 
 universidad traves posgrados investigacion genera verdadero conocimiento juan luis mejia  ; j : 2375. Sim : 0.66654515; Baja. 
 rt escuelaing rector unisabana obdulio velasquez posada universidadyempresa bueno universidad debe ; j : 2376. Sim : 0.46568233; No similar. 
 estudiantes unisabana idea innovadora inspiradora postulate speaker tedxunisabana labelurl  ; j : 2377. Sim : 0.2122259; No similar. 
 palabra clave primera revista ciencias sociales comunicacion america latina labelurl labelurl  ; j : 2378. Sim : 0.37372762; No similar. 
 comunidadun sabias pepa aguacate mas 700 usos descubre cuales labelurl via labelurl  ; j : 2379. Sim : 0.23026404; No similar. 
 rt opusdeicolombia carta prelado agosto 2016 labelurl obra misericordia sufrir paciencia defectos  ; j : 2380. Sim : 0.18526348; No similar. 
 acreditacion rumbo comun docencia integridad infraestructura academia pilares retos 2017  ; j : 2381. Sim : 0.45464692; No similar. 
 pablo navas rector universidad andes da bienvenida estudiantes primer semestre posgra labelurl  ; j : 2382. Sim : 0.5613569; Baja. 
 hoyeneafit dia habra conferencias disertaciones constitucion politica colombia 25cp est labelurl  ; j : 2383. Sim : 0.64538515; Baja. 
 rt alejoal387 necesitamos biodiversidad eafit hablaremos retos buenas practicas biodiversidad dentr; j : 2384. Sim : 0.39676207; No similar. 
 aquellos lideres sobresalen universidad casi siempre detras gran familia juan luis mejia ar labelur; j : 2385. Sim : 0.5394129; Baja. 
 sabemos gente cae bien ahora exito proceso paz tpaffenholz investigacionesparalapaz  ; j : 2386. Sim : 0.3823386; No similar. 
 buenos dias cucuta rector obduliovp da bienvenida estudiantes encuentroporlaexcelencia labelurl  ; j : 2387. Sim : 0.6148358; Baja. 
 comenzo eafit presentacion desarmados proyecto transmedia intercambio correspondencia edificar  ; j : 2388. Sim : 0.43335277; No similar. 
 vivo manana 12 mayo 900 be conversatorio referendo adopcion colombia agendauniandes labelurl  ; j : 2389. Sim : 0.5778749; Baja. 
 foro beneficiosdelapaz invitacion carlosholmestru labelurl eltiempo pnudcolombia hansseidel labelur; j : 2390. Sim : 0.37389758; No similar. 
 acompananos dialogo constructivo generar propuestas incluyentes democraticas labelurl labelurl  ; j : 2391. Sim : 0.30113804; No similar. 
 hoy continua ciclosiete eafit conferencia biodiversidad mar tierra retos buenas practicas to labelu; j : 2392. Sim : 0.4852431; No similar. 
 rt coninsaramonh incrementando seguridad instalado senales alerta todas vias alimentan av vegas lab; j : 2393. Sim : 0.23646577; No similar. 
 rt jrrodriguezgil unisabana inicia ii enc excelencia academica innovacion tecnologia cucuta obdulio; j : 2394. Sim : 0.5135393; Baja. 
 rt conectateu sigan envivo conferencia jduart uocuniversitat innovate330 uniandes labelurl  ; j : 2395. Sim : 0.19194593; No similar. 
 medios comunicacion perdido legitimidad contribuido polucion desinformacion ju labelurl  ; j : 2396. Sim : 0.354549; No similar. 
 ciudades centros desarrollo territorial torno innovacion tecnologica labelurl labelurl  ; j : 2397. Sim : 0.2888341; No similar. 
 rt lacealames2016 ficogutierrez mayor of medellin meet nobel laureates edmund phelps and finn kydla; j : 2398. Sim : 0.2983031; No similar. 
 21 abril maestria derecho invita presentacion libro local space global life esperamos labelurl  ; j : 2399. Sim : 0.41663727; No similar. 
 rector explica llegamos ser 5ta universidad region excelenciauniandes latamrankings labelurl  ; j : 2400. Sim : 0.46034935; No similar. 
 jornada reflexion 25 anos constitucion 25cp comienza analisis proteccion u labelurl  ; j : 2401. Sim : 0.54437155; Baja. 
 programa posible generosidad funcionarios eafit permite vincular mas jovenes juan labelurl  ; j : 2402. Sim : 0.48690948; No similar. 
 vacaciones disfruta experiencia traspasa fronteras labelurl labelurl  ; j : 2403. Sim : 0.101488225; No similar. 
 investigadores pueden contribuir mesas negociacion expertos diferenciar experto delegado parte tp  ; j : 2404. Sim : 0.22898562; No similar. 
 navegacion exige precision lenguaje comunicacion tambien aplica empresas hoy carlos enciso  ; j : 2405. Sim : 0.45423177; No similar. 
 listos opencampus2017 puedes perder labelurl  ; j : 2406. Sim : 0.13187592; No similar. 
 panel paz desarrollo legislativo beneficiosdelapaz labelurl  ; j : 2407. Sim : 0.32276997; No similar. 
 rt findeter rector universidad eafit agradece findeter respaldo financiero labelurl via youtube  ; j : 2408. Sim : 0.453959; No similar. 
 1916 fundo primer departamento epidemiologia acto apertura nueva maestria posmedunisabana labelurl ; j : 2409. Sim : 0.39318871; No similar. 
 recuerden hoy 930 pm lunes madrugada estara cerrado tramo avenida vegas labelurl  ; j : 2410. Sim : 0.38439444; No similar. 
 idea ensayo libro estrecha vida cotidiana nueve cartas postulan relacion efren giraldo  ; j : 2411. Sim : 0.31754762; No similar. 
 encuesta consideras colombia pais mas feliz mundo felicidad  ; j : 2412. Sim : 0.45470333; No similar. 
 bigdata information tedxunisabana live eltiempo labelurl  ; j : 2413. Sim : 0.21646498; No similar. 
 rt universidadcol duelo unisabana tras muerte gran canciller prelado opusdeicolombia javier echevar; j : 2414. Sim : 0.32692683; No similar. 
 mindfulness puede ayudar sanar heridas colombianos labelurl labelurl  ; j : 2415. Sim : 0.048239782; No similar. 
 recuerden proximo lunes conferencia urbameafit dialogos tropi nordicos investigacion practica educa; j : 2416. Sim : 0.4840797; No similar. 
 rafacamargo5 saludos implosion bloque 31 eafit aplazada ver informacion completa labelurl  ; j : 2417. Sim : 0.30272985; No similar. 
 articulo unperiodico implementacion acuerdos paz territorial labelurl unimedios labelurl  ; j : 2418. Sim : 0.4081144; No similar. 
 momento damos inicio encuentromedios comunicacion universitarios uncolombia ieuun labelurl  ; j : 2419. Sim : 0.35290298; No similar. 
 trabajo equipo muchisimas gracias senor rector jrestrp enriquepenalosa bogota patrimoniobta labelur; j : 2420. Sim : 0.44291452; No similar. 
 digitalizacion hoy gente puede conocer joyas archivohistori1 jrestrp mediosdigitalesur  ; j : 2421. Sim : 0.22867538; No similar. 
 28 enero habra telefonia campus eafit bogota pereira llanogrande 500 1000 pm labelurl  ; j : 2422. Sim : 0.5481628; Baja. 
 rt medicinasabana foto medicina ciencia arte opencampus2017 labelurl  ; j : 2423. Sim : 0.2635961; No similar. 
 comenzo eafit presentacion coleccion academica fondo editorial universidad eafit 2016 cuenta  ; j : 2424. Sim : 0.57118994; Baja. 
 reputacion gestion intangibles estrategicos aalloza acompana leccion magistral labelurl  ; j : 2425. Sim : 0.48268545; No similar. 
 olvides emprendimiento seis unisabana 18 agosto nuevo espacio bar emprendimiento labelurl  ; j : 2426. Sim : 0.05535464; No similar. 
 eafit esperamos feria internacional hoy manana 900 be 500 pm plazoleta labelurl  ; j : 2427. Sim : 0.6148081; Baja. 
 noticiaun cuidando cuidadores recibe reconocimiento internacional enfermeriaunal1 launcuenta labelu; j : 2428. Sim : 0.043124605; No similar. 
 procesodepaz colombia plebiscito carta rector obduliovp comunidad universitaria labelurl  ; j : 2429. Sim : 0.5542607; Baja. 
 sociedad debe ser garante derechos nins adolescentes tambien entornos digitales caropineros labelur; j : 2430. Sim : 0.21190175; No similar. 
 rt oaduniandes enlamemoria beatriz castilla campo precursora depto lenguas modernas uniandes compan; j : 2431. Sim : 0.3272764; No similar. 
 27 poblacion colombiana joven debemos apostarle aliciabarcena cepalonu labelurl  ; j : 2432. Sim : 0.26169232; No similar. 
 manana esperamos comienzo seminario triptico erase vez paraiso biodiversidad falten labelurl  ; j : 2433. Sim : 0.5477215; Baja. 
 acerca dia mundial oceanos eafit invita miercoles conversatorio conexiones oceanos  ; j : 2434. Sim : 0.4409789; No similar. 
 rt admonurosario rector jrestrp inaugura urgym sede emprendimiento innovacion labelurl  ; j : 2435. Sim : 0.31581375; No similar. 
 eafit dara catedra multilatinas chilenas proximo jueves 27 auditorio fabricato 27 101 partir labelu; j : 2436. Sim : 0.5282482; Baja. 
 rt jrestrp primera vez urosario presente rank mundial universidades importante avance seguir mejora; j : 2437. Sim : 0.30157766; No similar. 
 rt apgguzman oportunidades inversion innovacion mas productividad universidadyempresa unisabana lab; j : 2438. Sim : 0.32003373; No similar. 
 conversatorio futuro economico social pais paz elfuturodecolombia labelurl  ; j : 2439. Sim : 0.40371594; No similar. 
 c velandia f santos podrias hacer pace juan manuel santos gustaria verte abrazado daria ilusion eje; j : 2440. Sim : 0.53482664; Baja. 
 hoy click piano cola unmanizales referente musical ciudad video labelurl  ; j : 2441. Sim : 0.2064425; No similar. 
 gmilton3177 sttmed saludos encuentra habilitada av vegas ambos estan normalizados accesos campus  ; j : 2442. Sim : 0.36204973; No similar. 
 rt arquituniandes ganadores xxv bienal colombiana arquitectura labelurl via archdailyco  ; j : 2443. Sim : 0.25693855; No similar. 
 hear at tesol colombia how universidad sabana be support the growth of english language labelurl vi; j : 2444. Sim : 0.42671126; No similar. 
 rt msftcolombia microsoft urosarionews unen 1er foro tecnologias lucha anticorrupcion inscripciones; j : 2445. Sim : 0.47019446; No similar. 
 media ingreso hombre trabajador ee uu igual teniamos hace 42 anos josephestiglitz elfuturodecolombi; j : 2446. Sim : 0.22788829; No similar. 
 jueves 13 julio eafit invita presentacion plan municipal gestion riesgo desastres labelurl  ; j : 2447. Sim : 0.48117313; No similar. 
 rt jrestrp compartiendo vicepresidentes talento humano distintas empresas educacion cuarta revoluci; j : 2448. Sim : 0.3133616; No similar. 
 leer nuevo articulo rector mantillaignacio elespectador sesquicentenarioun genesis labelurl  ; j : 2449. Sim : 0.4799983; No similar. 
 alguna vez detenido pensar conlleva ser cuidador jgorthos clinunisabana espectadorblogs labelurl  ; j : 2450. Sim : 0.04065062; No similar. 
 eafit estara coronel r raul gutierrez fac 1 agosto 1000 be bloque 27101 entrada lib labelurl  ; j : 2451. Sim : 0.53013515; Baja. 
 rt cadenagaitan pierdan hoy foro sosporelaire paraninfo udea union inedita academia aire labelurl  ; j : 2452. Sim : 0.5508637; Baja. 
 amenaza pornografia infantil propaga colombia via revistasemana labelurl  ; j : 2453. Sim : 0.25309393; No similar. 
 feliz dia mejoramiento campus unbogota adecuacion espacio publico labelurl labelurl  ; j : 2454. Sim : 0.42348284; No similar. 
 rt calderonwiliams salgo oficina encuentro maravilla unisabana comsabana unisabanaradio endirectosa; j : 2455. Sim : 0.21728806; No similar. 
 comunidadun lunes 1100 be seminario cid inscribete previamente aqui labelurl labelurl  ; j : 2456. Sim : 0.4491139; No similar. 
 profesores david suarez maximiliano aramburo comparten vision codigo policia  ; j : 2457. Sim : 0.5195628; Baja. 
 orgulloun hospital universitario nacional colombia forma construir paz hospitalun labelurl unimedio; j : 2458. Sim : 0.37838084; No similar. 
 responsables nueva generacion generacion paz sandra varela educaunisabana labelurl  ; j : 2459. Sim : 0.4572076; No similar. 
 jovenes exigimos fortalecimiento palabra enfrentar conflicto carta estudiantes laurosa labelurl  ; j : 2460. Sim : 0.42420983; No similar. 
 rt eicea new orleans daniel aguirre comienza esomar congress 2016 esomar labelurl  ; j : 2461. Sim : 0.39630735; No similar. 
 rt omarralba si contento cambiarlo christian byfield tedxlasaguas uniandes admonuniandes  ; j : 2462. Sim : 0.19417404; No similar. 
 momentos iniciamos panel inaugural catedra pacto global 2017 labelurl  ; j : 2463. Sim : 0.38576412; No similar. 
 medicinasabana posmedunisabana presente jornada misionsabana bienestarsabana gachancipa domingo lab; j : 2464. Sim : 0.23588333; No similar. 
 rt ifaunisabana ctaunisabana invita si idea innovadora inspiradora postulate speaker tedxunisabana ; j : 2465. Sim : 0.095695004; No similar. 
 actualidad geografos hacen unicamente mapas profesor uncolombia labelurl via elespectador  ; j : 2466. Sim : 0.30472264; No similar. 
 comenzo eafit conferencia guardianes sabiduria ancestral importancia mundo moderno  ; j : 2467. Sim : 0.46166074; No similar. 
 debate nacion lospresidenciables2018 siguelo vivo labelurl labelurl  ; j : 2468. Sim : 0.3019736; No similar. 
 continua induccion 20172 conferencia retos profesional siglo xxi maurotoroo soyrosarista labelurl  ; j : 2469. Sim : 0.22057281; No similar. 
 vives madrid esperamos encuentrocongraduadosmadrid alumnisabana 29 marzo registrate aqui labelurl  ; j : 2470. Sim : 0.4418608; No similar. 
 cerca 2 millones personas viviran 2050 zona norte cundinamarca obduliovp foro labelurl  ; j : 2471. Sim : 0.27294716; No similar. 
 siga vivo intervenciones foto isdrsociety traves senal labelurl isdrs2017  ; j : 2472. Sim : 0.30660856; No similar. 
 premio juan luis londono economista ximena pena labelurl labelurl  ; j : 2473. Sim : 0.44266853; No similar. 
 academia fija atencion diferencias economia rural urbana lacealames16 labelurl labelurl  ; j : 2474. Sim : 0.27574092; No similar. 
 rt gquinter urosario apoyando ciencia vacuna malaria africa primer ministro cabo verde urosarionews; j : 2475. Sim : 0.30479; No similar. 
 rt policiamedellin aestahora eafit debatimos codigo policia medellin policiaparalapaz generalnietor; j : 2476. Sim : 0.38346353; No similar. 
 escritor pablo montoya lee decalogo recomendaciones calidad aire ciudad sosporelaire labelurl  ; j : 2477. Sim : 0.50126535; Baja. 
 investigacionun producir biopolimeros partir bacterias alternativa solucion problemas ambie labelur; j : 2478. Sim : 0.1708982; No similar. 
 mosquera sitio perfecto bogota crezca mas cerca uniandes mosquera usaquen enriquepenalosa  ; j : 2479. Sim : 0.3372363; No similar. 
 eafit realizara catedra asia conferencista claudio thieme auditorio fabricato 27101 2 labelurl  ; j : 2480. Sim : 0.5215439; Baja. 
 know how importante crecimiento economico paises unico hausmann lacealames16 labelurl  ; j : 2481. Sim : 0.3157319; No similar. 
 viernes pierdan concierto filarmed teatropablot partir 800 pm falten labelurl  ; j : 2482. Sim : 0.2108755; No similar. 
 decano econurosario cesepulvedar presenta libro economiaencolores labelurl  ; j : 2483. Sim : 0.17238155; No similar. 
 asi flujos deseantes exposicion juan fernando herran labelurl labelurl  ; j : 2484. Sim : 0.48314267; No similar. 
 rt jrestrp gran privilegio tener urosarionews rector unibologna unibomagazine primera universidad o; j : 2485. Sim : 0.36123282; No similar. 
 presencia josephestiglitz garantia nivel debe desarrollar discusion labelurl  ; j : 2486. Sim : 0.3097841; No similar. 
 launcuenta medioambiente infraestructura logros sede tumaco labelurl balance social labelurl  ; j : 2487. Sim : 0.2377044; No similar. 
 charla vias terciarias posconflicto 23 septiembre 1000 be labelurl labelurl  ; j : 2488. Sim : 0.41870436; No similar. 
 mensajes pontifex unico futuro vale pena futuro incluye jackvalero labelurl  ; j : 2489. Sim : 0.34419444; No similar. 
 hoyeneafit esperamos partir 600 pm primera proyeccion serieclub cuatro ojos falten labelurl  ; j : 2490. Sim : 0.35370705; No similar. 
 rt comsabana tercerfiafest comsabana miguelrubio director fiafes habla tema central festival unisab; j : 2491. Sim : 0.13905567; No similar. 
 acompanara coronel r raul gutierrez fac 1 agosto 1000 be bloque 27101 entrada li labelurl  ; j : 2492. Sim : 0.5060377; Baja. 
 rt clinunisabana henrik manukyan estudiante movilidad internacional llego facultad enfermeria rehab; j : 2493. Sim : 0.3133743; No similar. 
 comunidadun pierde temor expresarte publico aprende argumentar labelurl via unimedios labelurl  ; j : 2494. Sim : 0.19530034; No similar. 
 campus universidad nacional colombia ciudad universitaria unbogota via eltiempo mejoracontinuaun la; j : 2495. Sim : 0.48194233; No similar. 
 profesores transformar practica pedagogica traves tic felicitaciones semana inmersion labelurl  ; j : 2496. Sim : 0.4388825; No similar. 
 20 poblacion colombia vive zonas alejadas sufrido conflicto luis fernando andra labelurl  ; j : 2497. Sim : 0.42134646; No similar. 
 comsabana sigabienpueda recuerden hoy empezamos elaboracion horarios comsabana siguiendo turnos asi; j : 2498. Sim : 0.20425047; No similar. 
 internos modelo ensenan beneficios juridicos traves teatro labelurl  ; j : 2499. Sim : 0.28355333; No similar. 
 manana pierdan lanzamiento libro local space global life esperamos entrada libre labelurl  ; j : 2500. Sim : 0.31070995; No similar. 
 proximo 26 mayo eafit pierdan conferencia reforma tributaria conozca experiencia peru ver labelurl ; j : 2501. Sim : 0.5532509; Baja. 
 fopre apoyo economico talento donado comunidad uniandina labelurl  ; j : 2502. Sim : 0.18980384; No similar. 
 minutos eafit comienza foro transformacion medellin nuevos retos ciudadregion labelurl  ; j : 2503. Sim : 0.50675416; Baja. 
 hoyeneafit comienza seminario triptico saberesdevidame erase vez paraiso biodiversidad labelurl  ; j : 2504. Sim : 0.4372255; No similar. 
 rt casadenarino jueves juanmansantos josephestiglitz conversaran elfuturodecolombia urosarionews la; j : 2505. Sim : 0.081434846; No similar. 
 manana ciclo dialogos paz tierras politica agraria labelurl labelurl  ; j : 2506. Sim : 0.54461217; Baja. 
 launcuenta gran cantidad poblacion colombiana estudia uncolombia asi estan distribuidos labelurl  ; j : 2507. Sim : 0.32459953; No similar. 
 semana idiomas eafitidiomas invitamos participar actividades livelanguages labelurl  ; j : 2508. Sim : 0.2763238; No similar. 
 manana esperamos partir 830 be emprender muestra estudiantes practica empresar labelurl  ; j : 2509. Sim : 0.47343686; No similar. 
 rt derechousabana plebiscito si rafael nieto loaiza jorge ivan cuervo unisabana igarzonvallejo cpol; j : 2510. Sim : 0.43180394; No similar. 
 granadadaniela saludos agradecemos reporte situacion contacto areas encargadas evaluar hecho  ; j : 2511. Sim : 0.29407284; No similar. 
 vivo congreso internacional diversidad empleo publico labelurl labelurl  ; j : 2512. Sim : 0.22759864; No similar. 
 rt ctaunisabana conoce programacion actualizada sera vi semana inmersion tecnologica desafios comun; j : 2513. Sim : 0.42099202; No similar. 
 eafit conozcan diversos grupos estudiantiles esperamos plazoleta estudiante labelurl  ; j : 2514. Sim : 0.33522514; No similar. 
 invitamos seguir catedra pacto global vivo labelurl ods ods2030 labelurl  ; j : 2515. Sim : 0.31800193; No similar. 
 manana pierdan encuentro crear cultura violencia noviolenciaton esperamos ver labelurl  ; j : 2516. Sim : 0.47795707; No similar. 
 rt medcomovamos video 10 anos medcomovamos exalcaldes socios colaboradores hablan primera decada pr; j : 2517. Sim : 0.3016561; No similar. 
 rt jrrodriguezgil obduliovp rector unisabana inaugura open campus unisabana 2017 labelurl  ; j : 2518. Sim : 0.3580995; No similar. 
 conversatorio acceso abierto propiedad intelectual 19 abril labelurl  ; j : 2519. Sim : 0.22964147; No similar. 
 ciencia practica mindfulness mejorando hacia bienestar medicos pacientes carl fulwiler labelurl  ; j : 2520. Sim : 0.3204215; No similar. 
 rt ceperuniandes viernes 21 octubre 900 be invitan ceper libreria tienda uniandes vickydavilah unia; j : 2521. Sim : 0.3404016; No similar. 
 colombia consiguio gran mayoria cosas propuso ungass2016 yesid reyes ex min justicia foroungasscol ; j : 2522. Sim : 0.4356685; No similar. 
 celebrando 40anos educaunisabana noche musica jazzalcampus labelurl  ; j : 2523. Sim : 0.4069396; No similar. 
 debate academia gobierno organizaciones mujeres medios ex combatientes labelurl labelurl  ; j : 2524. Sim : 0.20230563; No similar. 
 universidad ve buen ojos acuerdo reconoce necesidad fortalecer investigacion campo rector eafit  ; j : 2525. Sim : 0.5233727; Baja. 
 sigan dividiendo diciendo buenos votan si malos debateplebiscitour labelurl  ; j : 2526. Sim : 0.22679827; No similar. 
 rt orgulloun institucionalun uncolombia tendra primer laboratorio innovacion paz iberoamerica label; j : 2527. Sim : 0.3654372; No similar. 
 obduliovp saluda asistentes seminarioparaperiodistas invita volver aulas labelurl  ; j : 2528. Sim : 0.24558096; No similar. 
 asi resume jornada hoy misionsabana bienestarsabana gachancipa sersabanavalelapena gracias labelurl; j : 2529. Sim : 0.30368242; No similar. 
 tiempo preguntas crecimientoverde gael giraud responde publico cibernautas labelurl  ; j : 2530. Sim : 0.1091249; No similar. 
 hoyeneafit esperamos conversacion programa stem modelos educacion ctel bloque 38101 1030 labelurl  ; j : 2531. Sim : 0.36439076; No similar. 
 musica estilo backstage labelurl  ; j : 2532. Sim : 0.17970456; No similar. 
 contaminacion aire quinta causa muerte mundo juan gabriel pineros docente universidad nacional sosp; j : 2533. Sim : 0.51300454; Baja. 
 urbameafit primer colombiano ganar premio arquitectura obayashi arquine eafit  ; j : 2534. Sim : 0.20702308; No similar. 
 docentes estudiantes eafit miden material particulado plantas estudiar calidaddelaire labelurl  ; j : 2535. Sim : 0.17414874; No similar. 
 rt upbcolombia invitamos 18 noviembre disfrutar concierto homenaje upb80anos ofrecera orquesta sinf; j : 2536. Sim : 0.34462976; No similar. 
 vicerrector eafit julio acosta resalta cuidar medio ambiente cuidar vida saberesdevidame labelurl  ; j : 2537. Sim : 0.34736186; No similar. 
 mejores experiencia vidas empezo bienvenido universidad nacional colombia labelurl  ; j : 2538. Sim : 0.48437473; No similar. 
 rt inalde tendencias gestion reputacion corporativa aalloza inalde unisabana comsabana labelurl  ; j : 2539. Sim : 0.2252337; No similar. 
