Modulo nnlm-es-dim128-with-normalization-2
Topicos : andrespardoa colombia analisis portafolioco sistema bancorepublica invitamos tasa hoy corficolombiana inflacion economia via 
 andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenari; j : 1. Sim : 0.3442866; No similar. 
 diversificacion mercado accionario colombiano analisis corficolombiana portafolioco andres duarte l; j : 2112. Sim : 0.6357036; Baja. 
 crees enfrentarian rusia arabia saudita mundial economico descubrelo aqui labelurl  ; j : 2113. Sim : 0.50091785; Baja. 
 continuamos conversatorio porvenir kapital ciudad cali labelurl  ; j : 2114. Sim : 0.49636754; No similar. 
 laucastroarango hoy presentacion equipoporvenir2019 avancemosjuntos porveniroficial labelurl  ; j : 2115. Sim : 0.2183235; No similar. 
 codirector joseantonioocampo clausuro seminario alternativas reforma pensional colombia aumento lab; j : 2116. Sim : 0.37622276; No similar. 
 asi divierten dreamers zona vip storylandconaval labelurl  ; j : 2117. Sim : 0.19846989; No similar. 
 andrespardoa colombia demanda interna colombiana presenta dinamismo importante gerente bancorepubli; j : 2118. Sim : 0.45029005; No similar. 
 andrespardoa opinion contagio vive mercados emergentes exagerado  ; j : 2119. Sim : 0.37856388; No similar. 
 continuamos conversatorio porvenir kapital sigalo vivo siguiente enlace  ; j : 2120. Sim : 0.35586908; No similar. 
 andrespardoa colombia tesoreria excedentes d liquidez buen ritmo d recaudo  ; j : 2121. Sim : 0.5350929; Baja. 
 jorgeajurado hoy dia 16 20 tarifados ley duracion etapa arreglo directo consigan acuerdo  ; j : 2122. Sim : 0.4711203; No similar. 
 cinta seguridad billete 100 mil dentro papel identifican texto brc silueta pajaro b labelurl  ; j : 2123. Sim : 0.21732843; No similar. 
 andrespardoa colombia falta datos dane limita decision emisor labelurl via elcolombiano opiniones  ; j : 2124. Sim : 0.61856747; Baja. 
 jennboshell boleta ir manana fuerza bruta si bancosaval 2x1 fuerzaconaval aprovechen http  ; j : 2125. Sim : 0.5231626; Baja. 
 comienza dia indicadores economicosndolar 303951 euro 336998 cafe us14210  ; j : 2126. Sim : 0.54344034; Baja. 
 andrespardoa colombia solo 2 semanas dolar paso 2045 1977 pesos tes referencia 2024 pasaron 715 657; j : 2127. Sim : 0.45841917; No similar. 
 hotelesestelar haz fin semana buena experiencia hotelesestelar bancosaval podras tener muchomaspara; j : 2128. Sim : 0.37092915; No similar. 
 andrespardoa consumo obras civiles mas dias habiles habrian impulsado pib 1er trimestre labelurl vi; j : 2129. Sim : 0.64960957; Baja. 
 conference board anuncio retroceso 83 puntos indice confianza consumidor ubicandose 1281 mm labelur; j : 2130. Sim : 0.45522755; No similar. 
 porquesera 2015 ano pudieras cambiar carro labelurl  ; j : 2131. Sim : 0.24288923; No similar. 
 top3deimpactoeconomicon1sector servicios eeuucrecio mas esperadon2produccion industrial alema label; j : 2132. Sim : 0.31596416; No similar. 
 andrespardoa colombia opinion minutas bancorepublica sugieren habra nueva alza tasa referencia juni; j : 2133. Sim : 0.641588; Baja. 
 contagioradio1 ecopetrol hace caso omiso procuraduria comunidad entrar guamal labelurl  ; j : 2134. Sim : 0.42571938; No similar. 
 schneiderlobo claro recuerda debes mantener saldo promedio mensual 300000 listo asi empiezas partic; j : 2135. Sim : 0.3389765; No similar. 
 hoy contagiamos fiebre amarilla vamoscolombia reaccionesaval encuentra labelurl  ; j : 2136. Sim : 0.13162895; No similar. 
 usocasabe hoy hacemos homenaje fuerza amor ternura templanza todas mujeres trabajadoras empeno  ; j : 2137. Sim : 0.09864832; No similar. 
 andrespardoa sigue proceso venta isagen tiempo agota labelurl via portafolioco comentarios mios  ; j : 2138. Sim : 0.45630714; No similar. 
 andrespardoa porquenosubirtasas 5c mayoria codirectores cree q tasa superior 7 contraccionista asi ; j : 2139. Sim : 0.42098308; No similar. 
 andrespardoa noche 9 pm estare bluradioco hablar decision hoy bancorepublica elevar tasas  ; j : 2140. Sim : 0.5355585; Baja. 
 rtcali toda frescura ministro hacienda pide ecopetrol venda cenit joya coronanporque rentable bajo ; j : 2141. Sim : 0.1188047; No similar. 
 top 3 impacto economicocrecimiento ganancias industriales chinasavances renegociacion tcla l labelu; j : 2142. Sim : 0.27401328; No similar. 
 ameisel mayoria aportes historiografia economica caribe colombiano sido realizados investigadore la; j : 2143. Sim : 0.48053992; No similar. 
 andrespardoa mensaje yellen hoy feed mantendra tasas bajas x tiempo considerable xq economia sigue ; j : 2144. Sim : 0.5694088; Baja. 
 acciones pendientes analisis portafolioco andrespardoa salcedocarmen labelurl labelurl  ; j : 2145. Sim : 0.4583233; No similar. 
 innovacionempresarial conoce sectoren mueve empresa posteriormentemide grado cambiosnt labelurl  ; j : 2146. Sim : 0.13209704; No similar. 
 acuerdo estimacion preliminar indice pmi compuesto ihs markit zona euro mide situa labelurl  ; j : 2147. Sim : 0.44544664; No similar. 
 hermanos croatas vengan 2 vs 1 reaccionesaval rusia2018 labelurl  ; j : 2148. Sim : 0.11671141; No similar. 
 borradordeeconomia 1020 juan jose echavarria mauricio villamizar sara restrepo juan d hernandez lab; j : 2149. Sim : 0.36156353; No similar. 
 andrespardoa colombia bancorepublica modifico programa compra divisas continua comprando mil millon; j : 2150. Sim : 0.50289017; Baja. 
 ano nuevo simboliza comienzo manana mejor nuevo comienzo lleno armonia luz anonimo  ; j : 2151. Sim : 0.3191207; No similar. 
 ultimo informe inflacion unidos muestra dato acorde esperado analis labelurl  ; j : 2152. Sim : 0.3285779; No similar. 
 manuruiz27 manuel horario lunes jueves 800 be 400 pm nviernes 800 be 430 pm saludos  ; j : 2153. Sim : 0.1758413; No similar. 
 pronosticos crecimiento pib colombiano 27 2018 mas alta 2019 apostaria 3 labelurl  ; j : 2154. Sim : 0.424151; No similar. 
 top 3 impacto economico pib china crecio 67 segundo trimestre anoganancias bank of ameri labelurl  ; j : 2155. Sim : 0.47797942; No similar. 
 top3deimpactoeconomicon1confianza consumidor retrocedio moderadamenten2precio petroleo valoriza lab; j : 2156. Sim : 0.37446463; No similar. 
 hazstiven bancorepublica bajo tasa inter intervencion 25 pb situo 425  ; j : 2157. Sim : 0.51623935; Baja. 
 andrespardoa colombia 7 jpmorgan advertiamos q flujos capital pais seguian superando ampliamente de; j : 2158. Sim : 0.6299926; Baja. 
 tragedia lisama pudo haberse evitado ecopetrolsa ojala digan verdad responsables renuncien labelurl; j : 2159. Sim : 0.079272136; No similar. 
 avanza barrancabermeja cabildo abierto salvacion chatarrizacion refineria labelurl  ; j : 2160. Sim : 0.303815; No similar. 
 andrespardoa eurozona equipo tecnico eurosistema bajo pronostico crecimiento pib 2014 12 1 inflacio; j : 2161. Sim : 0.53671217; Baja. 
 planetaazul ahorra energia electrica utilizando bombillos bajo consumo  ; j : 2162. Sim : 0.21506622; No similar. 
 manana foro corficolombiana midiendoelvaso transmision vivo labelurl registrese labelurl  ; j : 2163. Sim : 0.4749109; No similar. 
 asobancaria cambio condiciones externas plausible recuperacion demanda interna estan dad labelurl  ; j : 2164. Sim : 0.31339994; No similar. 
 tipempresarial empezar ano motivando empleados olvides subrayar fortalezas cada labelurl  ; j : 2165. Sim : 0.21205853; No similar. 
 asi encuentran periscopeco labelurl  ; j : 2166. Sim : 0.2670467; No similar. 
 eventosclavedelajornadademanananchina 0400 ganancias industriales octneeuu 0730 indice activida lab; j : 2167. Sim : 0.3386368; No similar. 
 andrespardoa analisis deuda publica 3 aplazamiento venta isagen implica mas deficit fiscal mas emis; j : 2168. Sim : 0.55731; Baja. 
 jaocampo indicadores empleo urbanos llevan tres anos deterioro moderado sido compensados labelurl  ; j : 2169. Sim : 0.2399349; No similar. 
 bespebanrep articulo efectividad intervenciones cambiarias presencia ahorro publico estima labelurl; j : 2170. Sim : 0.3604773; No similar. 
 banrepeduca gerente juanjoseechavarria dialoga rectora docente equipo estudiantes labelurl  ; j : 2171. Sim : 0.09510353; No similar. 
 contados minutos iniciaremos conversatorio acerca perspectivas economicas politicas labelurl  ; j : 2172. Sim : 0.40302777; No similar. 
 puli89 hola puli89 invitamos acceder equipo escritorio conexion internet preferiblement labelurl  ; j : 2173. Sim : 0.4559592; No similar. 
 ministerio comercio chino paises cuestion acordaron consultas presenciales comercio exterior labelu; j : 2174. Sim : 0.39622253; No similar. 
 osbernal bancosaval hola osbernal lamentamos molestias sistema encuentra funcionando normal labelur; j : 2175. Sim : 0.21852316; No similar. 
 breportesdelemisor reciente informe gerente economia colombiana fuerte volatilidad internacional la; j : 2176. Sim : 0.31027827; No similar. 
 musictrendscol lollapalooza2019 fepx twentyonepilots traen carro hara parte montaje escenico show  ; j : 2177. Sim : 0.2363925; No similar. 
 musictrendscol lollapalooza2019 fepx twentyonepilots traen carro hara parte montaje escenico show f; j : 2178. Sim : 0.23661153; No similar. 
 mapavgranados estan regalando boletas maroon5 bancosaval eldato maroonvtour  ; j : 2179. Sim : 0.27311525; No similar. 
 andrespardoa colombia proyecto acto legislativo plantea cuatro cambios sistema regalias labelurl vi; j : 2180. Sim : 0.57611215; Baja. 
 andrespardoa manana lunes estare 7 8 be hablando economia ppradio919 javeriana919fm 919 fm bogota  ; j : 2181. Sim : 0.5903317; Baja. 
 cada artesania historia detras listo conocer esconden realizadas ar labelurl  ; j : 2182. Sim : 0.14542457; No similar. 
 nicolascuervop presidente publicidad carlos arias porveniroficial mmb2016 labelurl zonabientvcomco ; j : 2183. Sim : 0.19148315; No similar. 
 informealcongreso disminucion riesgo pais mejora confianza agentes economicos estimulo politica mo ; j : 2184. Sim : 0.6634022; Baja. 
 investigacionesbanrep comporta tasa inter natural cinco economias mas grandes america l labelurl  ; j : 2185. Sim : 0.46981803; No similar. 
 tuttox soylanacion representantes d atletascolombianos pa rio2016es colombia labelurl  ; j : 2186. Sim : 0.48757207; No similar. 
 director ejecutivo presentando vision economica mercados selecto grupo inversionistas extra labelur; j : 2187. Sim : 0.3776467; No similar. 
 cara saber hoy termina mundial fifa rusia 2018 reaccionesaval rusia2018 labelurl  ; j : 2188. Sim : 0.30161712; No similar. 
 top 3 impacto economico presidente china podria permanecer cargo indefinidamente fitch redujo calif; j : 2189. Sim : 0.3263518; No similar. 
 hotelesestelar dias agotan reservar tarjetas bancosaval pienses mas labelurl labelurl  ; j : 2190. Sim : 0.26258373; No similar. 
 juanjoseechavarria gerente banco republica converso eltiempo recientes anuncios emi labelurl  ; j : 2191. Sim : 0.3247794; No similar. 
 andrespardoa deuda china supera 200 pib aumento fuerte ultimos 5 anos labelurl labelurl  ; j : 2192. Sim : 0.49637163; No similar. 
 recuperacion macroeconomica pais generado incremento mayor ingresos hogares comparaci labelurl  ; j : 2193. Sim : 0.46421131; No similar. 
 andrespardoa colombia confianza comerciantes 288 continuo racha crecimiento labelurl via larepublic; j : 2194. Sim : 0.5505591; Baja. 
 andrespardoa informe actualizacion proyecciones economicas mundiales fmi publicadas hoy imfnews lab; j : 2195. Sim : 0.5331215; Baja. 
 gabyatuesta hola gabriela informamos sucursales solo cubrimiento nivel nacional em labelurl  ; j : 2196. Sim : 0.46828803; No similar. 
 alta administracion ecopetrolsa amano capitulo ddhh acomodar altos labelurl  ; j : 2197. Sim : 0.37272435; No similar. 
 corficolombiana director ejecutivo andrespardoa dentro cuentas imprescindibles economia financiera ; j : 2198. Sim : 0.40343446; No similar. 
 andrespardoa fastft emerge market rise to sixmonth high labelurl via ft repunte importante  ; j : 2199. Sim : 0.48906267; No similar. 
 desbalance fiscal analisis corficolombiana portafolioco andrespardoa salcedocarmen labelurl  ; j : 2200. Sim : 0.53212774; Baja. 
 top3deimpactoeconomicon1gobierno prometio mayor estimulo economico dada profundizacion desacelerac ; j : 2201. Sim : 0.4549912; No similar. 
 andrespardoa colombia 2 datos relevantes censo edificaciones 4 trim 2013 publicado ayer area inicia; j : 2202. Sim : 0.4685031; No similar. 
 andrespardoa video entrevista yina ramos programa economia dia cablenoticias hablando retos econo  ; j : 2203. Sim : 0.53098774; Baja. 
 camacolcolombia economia colombiana viene senda franca recuperacion luego ajuste frente cho labelur; j : 2204. Sim : 0.5083772; Baja. 
 banrepcultural juanjoseechavarria biblioteca luis angel arango cumple 60 anos atender publico cada ; j : 2205. Sim : 0.40127295; No similar. 
 andrespardoa audio entrevista ayer ppradio919 javeriana919fm hablando coyuntura economica mercados ; j : 2206. Sim : 0.5576001; Baja. 
 andrespardoa colombia ventas minoristas vehiculos crecieron 52 febrero ventas vehiculos crecieron 1; j : 2207. Sim : 0.3627209; No similar. 
 andrespardoa colombia minminas anuncia alzas moderadas tarifas servicio energia labelurl via eltiem; j : 2208. Sim : 0.65916693; Baja. 
 vivo labelurl foro corficolombiana midiendo vaso labelurl  ; j : 2209. Sim : 0.20980912; No similar. 
 andrespardoa grecia podria necesitar nuevo rescate 10 20 mil millones euros labelurl via expansionc; j : 2210. Sim : 0.41665846; No similar. 
 juanamaya23 elespectador eltiempo lasillavacia lapullaoficial juanamaya23 favor siguenos poder comu; j : 2211. Sim : 0.30340755; No similar. 
 alexanderriera mayor informacion invitamos registrar consulta sistema atencion ciu labelurl  ; j : 2212. Sim : 0.5732258; Baja. 
 celebremos tradiciones patrimonio cultural festival leyenda vallenata rey reyes labelurl  ; j : 2213. Sim : 0.10272384; No similar. 
 andrespardoa brillante columna opinion moisesnaim elnacionalweb emergencia emergentes labelurl  ; j : 2214. Sim : 0.4193035; No similar. 
 andrespardoa comunicado bancorepublica lleno argumentos haber subido tasas 425 4 analisis http  ; j : 2215. Sim : 0.44654644; No similar. 
 acuerdo reporte agencia analisis economico estadounidense crecimiento preliminar product labelurl  ; j : 2216. Sim : 0.49444777; No similar. 
 andrespardoa sera bancorepublica preparando pausa politica subir tasa inter analisis labelurl  ; j : 2217. Sim : 0.7356194; Media. 
 revistadinero retos enfrentan mipymes colombia  ; j : 2218. Sim : 0.39373282; No similar. 
 nuevos propositos nuevas oportunidades cumplirlos 2018 feliz ano nuevo mejores deseo labelurl  ; j : 2219. Sim : 0.15050954; No similar. 
 eventosclavedelajornadanzona euro 0300 indice pmi compuesto agonzona euro 630 minutas politica mo l; j : 2220. Sim : 0.54555935; Baja. 
 causacion analisis corficolombiana portafolioco salcedocarmen labelurl  ; j : 2221. Sim : 0.49769282; No similar. 
 blas finanzas publicas territoriales colombia do decadas cambios concluye proceso descentralizador ; j : 2222. Sim : 0.5620504; Baja. 
 sicolombialeganaabrasilyo quedo chile torneo termine labelurl  ; j : 2223. Sim : 0.36731333; No similar. 
 andrespardoa quede claro compra activos anuncio hoy banco central europeo relajamiento cuantitativo; j : 2224. Sim : 0.30057657; No similar. 
 top3deimpactoeconomicon1aumenta actividad sector servicios eeuun2inflacion anual colombia labelurl ; j : 2225. Sim : 0.45275608; No similar. 
 andrespardoa medidas liquidez anuncio banco central europeo insuficientes esperamos mas anuncios fi; j : 2226. Sim : 0.36501944; No similar. 
 top 3 impacto economico ventas menor eeuu cayeron enero ventas minoristas colombia disminu labelurl; j : 2227. Sim : 0.3540946; No similar. 
 banrepcultural sigue conferencia vivo traves stream labelurl  ; j : 2228. Sim : 0.33844185; No similar. 
 live on periscope arranco lollapaloozaconaval labelurl  ; j : 2229. Sim : 0.14936456; No similar. 
 unionsindicalobrera paropetrolero somosuso nmeta puertosalgar labelurl  ; j : 2230. Sim : 0.11986553; No similar. 
 andrespardoa colombia ventas minoristas crecieron 67 febrero sigue repunte ratifica estimacion mayo; j : 2231. Sim : 0.4676178; No similar. 
 maltescut1 pasaria si colombia existieran sindicatos negocios portafolio labelurl via portafolioco ; j : 2232. Sim : 0.63264614; Baja. 
 andrespardoa porquenosubirtasas 3b alzas precios paro camionero transitorias  ; j : 2233. Sim : 0.25444153; No similar. 
 andrespardoa hacer seguimiento mercados relevantes colombia dolar bonos acciones etc invito portal ; j : 2234. Sim : 0.57292914; Baja. 
 juliocromeroa esperamos crecimiento 28 2018 32 2019 sesgo negativo alta incert labelurl  ; j : 2235. Sim : 0.2910525; No similar. 
 presidente eeuu donald trump anuncio previsto reunirse presidente xi china an labelurl  ; j : 2236. Sim : 0.2629516; No similar. 
 portafolioco sabia deudas menores 137000 darian sanciones centrales riesgo labelurl labelurl  ; j : 2237. Sim : 0.25122383; No similar. 
 andrespardoa espana reporta crecimiento economico mas alto 6 anos spain report fastest economic gro; j : 2238. Sim : 0.5603003; Baja. 
 maiguashca javeriana919fm ppradio919 regulacion vela mejor transmision politica monetaria labelurl ; j : 2239. Sim : 0.5890986; Baja. 
 datos cierre mercado labelurl  ; j : 2240. Sim : 0.27916095; No similar. 
 top3deimpactoeconomicon1china ajusta arancelarios 2019 fin impulsar comercio exteriorn2pa labelurl ; j : 2241. Sim : 0.30068812; No similar. 
 ausencia relativa capital productivo infraestructura campo explican diferencia productividad labelu; j : 2242. Sim : 0.21894656; No similar. 
 top3deimpactoeconomicon1mejora confianza inversores alemanesn2organizacion mundial comercio advier ; j : 2243. Sim : 0.21343632; No similar. 
 andrespardoa colombia sigue creciendo produccion cafetera pais labelurl via eltiempo  ; j : 2244. Sim : 0.6456144; Baja. 
 mas 45 mil personas corriendo mas 45 mil almas ganadoras ntodos gran equipo nsoylanacion labelurl  ; j : 2245. Sim : 0.11933394; No similar. 
 eventosclavedelajornadademanananeeuu 1300 minutas politica monetaria ncolombia 1000 produccion i la; j : 2246. Sim : 0.53009087; Baja. 
 si pensando cambiarte fondo necesario conozcas dobleasesoria labelurl  ; j : 2247. Sim : 0.114350535; No similar. 
 informesobreinflacion 2t2018 inflacion expectativas tendieron estabilizarse situaron labelurl  ; j : 2248. Sim : 0.2726484; No similar. 
 andrespardoa moodys deuda externa argentina poder holdouts paguen solo dolar lisa llan  ; j : 2249. Sim : 0.38980576; No similar. 
 ghernandez foroeconomico2017 disminucion tasa inter intervencion bancorepublica tran labelurl  ; j : 2250. Sim : 0.66634756; Baja. 
 desempleo zona euro cayo enero minimos nueve anos gracias fuerte crecimiento economico ofic labelur; j : 2251. Sim : 0.5293294; Baja. 
 mediante resolucion 3176 12 julio 2018 ministerio trabajo rechazo recurso queja presentado po label; j : 2252. Sim : 0.2080459; No similar. 
 fulanozuluaga hola juan usa aporte 16 salarion 16 115 va cuenta individual afiliado  ; j : 2253. Sim : 0.27185524; No similar. 
 andrespardoa porquenosubirtasas 1 incrementos tasa intervencion estan cumpliendo mas rapidamente re; j : 2254. Sim : 0.5691435; Baja. 
 jueves 5 julio bancorepublica organiza seminario internacional alternativas reforma pensional label; j : 2255. Sim : 0.3035329; No similar. 
 yariguies1027 lomastrinado berraco problema ecopetrolsa mire barrancabermeja labelurl  ; j : 2256. Sim : 0.22492696; No similar. 
 andrespardoa banco central europeo anuncia tambien preparando compra titulos respaldados activos re; j : 2257. Sim : 0.33669943; No similar. 
 resolucion 002 uso sustentabilidad economica ambiental vivalauso labelurl labelurl  ; j : 2258. Sim : 0.3883133; No similar. 
 andrespardoa colombia encuestagallupprimera vuelta santos 32 zuluaga 205 ramirez 113 penalosa 101 l; j : 2259. Sim : 0.39310917; No similar. 
 cangrejito hola jessica ocasiones lineas congestionan recomendamos esperar labelurl  ; j : 2260. Sim : 0.23785742; No similar. 
 tuboletanews minutos rueda prensa moveconcertsco ocesacolombia detalles rollingstonescolombia tubol; j : 2261. Sim : 0.08110068; No similar. 
 exito puede resumir tener balance 4 aspectos esenciales vidalaboral familiar social personal  ; j : 2262. Sim : 0.15481727; No similar. 
 eventosclavedelajornadademanananeeuu 830 ordenes bienes durables octncolombia confianza industrial ; j : 2263. Sim : 0.17101552; No similar. 
 binvestigacionesbanrep documento economia politica caribe colombiano senala tres aspectos labelurl ; j : 2264. Sim : 0.59617895; Baja. 
 demuestranos manana 3am harias ver coldplayconaval conoce mas labelurl labelurl  ; j : 2265. Sim : 0.39438358; No similar. 
 raptorjamube03 unidadvictimas supersalud favor siguenos podernos contactar dm contigo asi colabo la; j : 2266. Sim : 0.33338788; No similar. 
 andrespardoa colombia ventas menor crecieron 83 marzo 2014 vehiculos crecieron 59 vehiculos crecier; j : 2267. Sim : 0.3376931; No similar. 
 andrespardoa argentina podria ganar copa mundo perder economia siguientes semanas labelurl via qz c; j : 2268. Sim : 0.42818332; No similar. 
 fin semana centro eventos neomundo 900 be 700 pm visitanos stand 20 feria labelurl  ; j : 2269. Sim : 0.25757968; No similar. 
 tras negativa expresado parlamento britanico programa propuesto salida reino unido labelurl  ; j : 2270. Sim : 0.20143786; No similar. 
 top3deimpactoeconomicon1mejora confianza inversores zona euron2actividad manufacturera eeu labelurl; j : 2271. Sim : 0.32417494; No similar. 
 porveniroficial elecciones brasil debemos preocuparnosnmauricio reina investigador asociado fedesar; j : 2272. Sim : 0.25349525; No similar. 
 juanjoseechavarria destaco proyecto incluye 1 billon utilidades bancorepublica originadas labelurl ; j : 2273. Sim : 0.37679476; No similar. 
 valor agregado industria colombia representa 11 pib cadenas valor industriales cerca labelurl  ; j : 2274. Sim : 0.350052; No similar. 
 quieres informado sistema financiero inversiones cambio divisas sigue ahora bcooccidentemd  ; j : 2275. Sim : 0.36848053; No similar. 
 leonidasgomezg bid preside luis alberto moreno viene colombia exigir venta ecopetrol poder pagar pa; j : 2276. Sim : 0.48310953; No similar. 
 andrespardoa colombia aumento 44 industria confirma optimismo empresarios labelurl via larepublicac; j : 2277. Sim : 0.5936885; Baja. 
 andrespardoa banco republica acelerara compra dolares defender sector productivo minhacienda labelu; j : 2278. Sim : 0.4524523; No similar. 
 andrespardoa riesgo deflacion eurozona aumentando asi q esperamos q banco central inyecte mas liqui; j : 2279. Sim : 0.5878569; Baja. 
 banrepcultural medellin gustaria conocer exposicion monetaria interactiva banco republica labelurl ; j : 2280. Sim : 0.51546437; Baja. 
 andrespardoa analisis coyuntura fiscal colombia elrompecabezas fiscal labelurl labelurl  ; j : 2281. Sim : 0.5081272; Baja. 
 portafolioco misfinanzas consejos vida financiera estable labelurl labelurl  ; j : 2282. Sim : 0.29750142; No similar. 
 necesitas conocer impacto economico traen sucesos importantes semanales sigue cuenta mesa dinero bc; j : 2283. Sim : 0.2964926; No similar. 
 ghernandez foroeconomico2017 disminucion tasa intervencion ultima reunion jdbr debe t labelurl  ; j : 2284. Sim : 0.5882946; Baja. 
 espebanrep 88 findeter banco especializado promocion infraestructura urbana regional sido labelurl ; j : 2285. Sim : 0.5215394; Baja. 
 andrespardoa razones creemos bancorepublica deberia mantener tasa intervencion inalterada julio htt; j : 2286. Sim : 0.64064604; Baja. 
 nicolasescandoh cultura antisindical impide sociedad avance democracia recomendado columna palmaedw; j : 2287. Sim : 0.27650648; No similar. 
 andrespardoa eeuu ojo 17 puntos 4 crecimiento pib 2ndo trimestre inventarios celebrar  ; j : 2288. Sim : 0.49242043; No similar. 
 dreamers esperando disfrutar experiencia vip storylandconaval labelurl  ; j : 2289. Sim : 0.119855285; No similar. 
 andrespardoa propuesta reforma tributaria comision expertos podria subir inflacion 19 22 pts porcen; j : 2290. Sim : 0.56728965; Baja. 
 bancopichincha enmarcar derechos fundamentales libre expresionla protesta socialderecho asociacion ; j : 2291. Sim : 0.14527702; No similar. 
 fondosdepension personas jovenes ahorran carro vivienda ahorran viajar tener nuevas experiencias  ; j : 2292. Sim : 0.15253319; No similar. 
 andrespardoa argentina viene adoptando politicas economicas insostenibles precipito devaluacion pes; j : 2293. Sim : 0.5752765; Baja. 
 andrespardoa colombia ayer revisamos alza pronostico tasa intervencion fin ano 5 475  ; j : 2294. Sim : 0.6086724; Baja. 
 rollingstones roll stone anunciada gira america latina olenlabelurl  ; j : 2295. Sim : 0.15693897; No similar. 
 celebremos vida suenos 2018 hoy termina cuentanos comentarios razonparacelebrar 201 labelurl  ; j : 2296. Sim : 0.24561352; No similar. 
 martes 14 agosto 8am transmitiendo rueda prensa bcavirtual lanoticiabca labelurl  ; j : 2297. Sim : 0.14847103; No similar. 
 si seguro proximo gobierno llegara reforma tributaria mauricio reina conozca mas aqu labelurl  ; j : 2298. Sim : 0.45925283; No similar. 
 andrespardoa analisis semana actualizamos expectativa precios petroleo 2014 labelurl  ; j : 2299. Sim : 0.6383946; Baja. 
 andrespardoa colombia produccion industrial crecio 98 marzo 2014 ojo dato sobredimensionado efecto ; j : 2300. Sim : 0.4459246; No similar. 
 top 3 impacto economico actividad manufacturera china cayo febrero ordenes bienes durables eeuu lab; j : 2301. Sim : 0.44036648; No similar. 
 canch1000 entidad debe responder pregunta fedecafeteros invitamos comunicarse  ; j : 2302. Sim : 0.20586549; No similar. 
 andrespardoa eurozona inflacion cae 05 anual marzo mas baja 4 anos nucleo 07 minimo historico aumen; j : 2303. Sim : 0.57884395; Baja. 
 presidente reserva federal inyecto miercoles fuerte dosis optimismo inversores sena labelurl  ; j : 2304. Sim : 0.29342788; No similar. 
 mantenerte informado actualidad economia facil solo debes seguir cuenta especializada labelurl  ; j : 2305. Sim : 0.4280193; No similar. 
 andrespardoa colombia atentados costado mas us460 millones industria petrolera labelurl via larepub; j : 2306. Sim : 0.5280416; Baja. 
 oscarsantiagoas noticias emocionan nno venta ecopetrol labelurl  ; j : 2307. Sim : 0.2803501; No similar. 
 taniagaitanc bancoavvillas hola tanianlamentamos ocurrido recomendamos contactarte directamente lab; j : 2308. Sim : 0.25327402; No similar. 
 anuncio oficial roll stone colombia stonescolombia labelurl  ; j : 2309. Sim : 0.21641338; No similar. 
 asi vivio final piqueria infantil festivalvallenato2018 prueba nacimiento grande labelurl  ; j : 2310. Sim : 0.26906717; No similar. 
 desicion unilateral empresa actua si filial ecopetrol imponiendo salarios labelurl  ; j : 2311. Sim : 0.38351035; No similar. 
 falta finalizar ano pensaste proyectos faltan cumplir ano planeas hagan realidad  ; j : 2312. Sim : 0.30777994; No similar. 
 encontramos foro perspectivaseconomicas porveniroficial portafolioco labelurl  ; j : 2313. Sim : 0.2998817; No similar. 
 palmaedwin experiencia nacio visita colombia vi letrero decia mineria si asi alvaro garcia  ; j : 2314. Sim : 0.5465852; Baja. 
 andrespardoa colombia inversion fija tambien acelero fuertemente crecer 146 1er trimestre esperabam; j : 2315. Sim : 0.5688816; Baja. 
 andrespardoa habra relajamiento cuantitativo eurozona ecb qe will it happen and what next labelurl ; j : 2316. Sim : 0.4168535; No similar. 
 andrespardoa colombia crecimiento real industria enero 2014 segun encuesta opinion industrial andic; j : 2317. Sim : 0.6251667; Baja. 
 hablando productividad cuales distorsiones general especificas explicacion labelurl  ; j : 2318. Sim : 0.28586337; No similar. 
 andrespardoa colombia sector industrial generando empleo despues tiempo hacerlo mauriciocard  ; j : 2319. Sim : 0.4941862; No similar. 
 gerente juanjoseechavarria da apertura seminario alternativas reforma pensional colombia c labelurl; j : 2320. Sim : 0.4078344; No similar. 
 confesiones mauriciocard intenciones gobierno cenit legitiman justa lucha n labelurl  ; j : 2321. Sim : 0.2566187; No similar. 
 ricardodelgad10 hola ricardo ingresa sitio web resolveremos todas dudas  ; j : 2322. Sim : 0.29566443; No similar. 
 valoraanalitik aval corficolombiana mejor comportamiento bolsas colombia nueva yorknnvaloraanalitik; j : 2323. Sim : 0.5082771; Baja. 
 larepublicaco muestra siguiente articulo proyecciones crecimiento fondos pension p labelurl  ; j : 2324. Sim : 0.40110475; No similar. 
 dane revelo variacion indice precios consumidor ipc ubico 024 marzo debajo labelurl  ; j : 2325. Sim : 0.5322852; Baja. 
 bandrespardoa pib japon cae 68 segundo trimestre japan gdp shrink 68 labelurl via wsjworld normaliz; j : 2326. Sim : 0.495852; No similar. 
 portafolioco vea aca estimado promedio viaje completo ano labelurl labelurl  ; j : 2327. Sim : 0.3782735; No similar. 
 clientes mas insatisfechos deben ser mayor fuente aprendizaje bill gate  ; j : 2328. Sim : 0.28914377; No similar. 
 renegociacion nafta acuerdo comercial unidos mexico canada avanzado solo 9 labelurl  ; j : 2329. Sim : 0.38298875; No similar. 
