Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy paz rector universidad pm manana via be colombia esperamos juan conferencia 
 rt biblioeafit ser lectores comic ven manana miercoles eafit sabras aula fabricato bloque 27 primer; j : 1. Sim : 0.5276047; Baja. 
 asi movemos regreso casa voyentren sumate labelurl  ; j : 3542. Sim : 0.40556815; No similar. 
 363motivosparacelebrar laura garcia matamoros elegida miembro conaces labelurl labelurl  ; j : 3543. Sim : 0.3695857; No similar. 
 unperiodico articulo bosque escultorico juan fernando herran labelurl unparatodos labelurl  ; j : 3544. Sim : 0.37508705; No similar. 
 comunidadun manana nuevo capitulo lapazenfoco institucionaltv pierdas piensapazunal labelurl  ; j : 3545. Sim : 0.31241447; No similar. 
 chile listos encontrarnos contigo santiago chile 18 noviembre pueden perder labelurl  ; j : 3546. Sim : 0.45848382; No similar. 
 hagamos asamblea nacional constituyente paz salga tratado paz obligue carlos velandia  ; j : 3547. Sim : 0.47962534; No similar. 
 opinion audiencias publicas espacio ciudadania congreso labelurl labelurl  ; j : 3548. Sim : 0.50317895; Baja. 
 lacealames16 reunen academicos discutir temas economia alejandro torres campusglobal labelurl  ; j : 3549. Sim : 0.4797336; No similar. 
 llegada internet democratizo posibilidad decir mentiras aquiles baeza actualidad panamerica labelur; j : 3550. Sim : 0.30281729; No similar. 
 rt apgguzman rector obduliovp dice busqueda excelencia academica sido mas objetivo fundacion  ; j : 3551. Sim : 0.5460936; Baja. 
 hoy celebramos dia patrimonio audiovisual regalo estudiantes comunicacion audiovisual labelurl  ; j : 3552. Sim : 0.4545175; No similar. 
 comunidadun partir manana realiza 2do encuentro extension unbogota labelurl labelurl  ; j : 3553. Sim : 0.53358835; Baja. 
 rosaristas comparten inquietudes acuerdos paz riveraguillermo politicaur labelurl  ; j : 3554. Sim : 0.310946; No similar. 
 pocas horas inauguracion munus 2016 hoy 8 septiembre munus2016 join transform improve labelurl  ; j : 3555. Sim : 0.47395217; No similar. 
 buscamos ampliar acceso educacion superior vinculese causas filantropicas solidaridaduniandes label; j : 3556. Sim : 0.24273793; No similar. 
 referendo adopcion sustituye constitucion transmision reviva charla completa labelurl  ; j : 3557. Sim : 0.48886925; No similar. 
 seminario denominaciones origen sellos calidad 20 junio labelurl  ; j : 3558. Sim : 0.13570406; No similar. 
 seminario denominaciones origen sellos calidad 20 junio labelurl labelurl  ; j : 3559. Sim : 0.13681614; No similar. 
 comenzo eafit presentacion desarmados proyecto transmedia intercambio correspondencia edificar  ; j : 3560. Sim : 0.46031743; No similar. 
 noticiaun expertos internacionales invitados unorinoquia dan pautas desarrollo region labelurl unim; j : 3561. Sim : 0.18701866; No similar. 
 noticiaun representantes uncolombia explican promueven liderazgo juvenil labelurl via unimedios  ; j : 3562. Sim : 0.17660882; No similar. 
 eduardo pizano narvaez nuevo director escuela gobierno nombramientos labelurl labelurl  ; j : 3563. Sim : 0.4711383; No similar. 
 fedfernandez problemas tecnicos aire acondicionado apagado bloques informamos area encargada abrir ; j : 3564. Sim : 0.18349396; No similar. 
 punto iniciar participacion politica ciclo dialogos paz hablemosdepazur labelurl  ; j : 3565. Sim : 0.55482036; Baja. 
 debatesun modelo salud publica bogota divide academicos labelurl unimedios docisp v labelurl  ; j : 3566. Sim : 0.35937646; No similar. 
 manana esperamos partir 830 be emprender muestra estudiantes practica empresar labelurl  ; j : 3567. Sim : 0.4902134; No similar. 
 indispensable recuperar educacion formar grandeza rector urosario jrestrp labelurl  ; j : 3568. Sim : 0.37391537; No similar. 
 forma parte conversatorio cine colombiano ivan gaona director pelicula pariente labelurl  ; j : 3569. Sim : 0.35476112; No similar. 
 rt hayfestivalesp joeldicker conversacion anacrisrestrepo eafit haymedellin17 conoce mas labelurl  ; j : 3570. Sim : 0.31285104; No similar. 
 call for paper ethejournal blend learn in higher education research find labelurl  ; j : 3571. Sim : 0.26003823; No similar. 
 fotografias festival regional universitario danzas folcloricas universitarias uncolombia labelurl  ; j : 3572. Sim : 0.30322307; No similar. 
 lean hoy elcolombiano reconocio construyen pais labelurl profesora emerita eafit ganadores  ; j : 3573. Sim : 0.56414425; Baja. 
 comunidadun parte cambio poniendo practica tip ahorraun conectate planeta labelurl  ; j : 3574. Sim : 0.2989705; No similar. 
 ley justicia paz hizo victimarios roybarreras beneficiosdelapaz  ; j : 3575. Sim : 0.30841434; No similar. 
 rt udea buena noticia udea eafit logran patente tratar aneurismas cerebrales recurrir cirugias abie; j : 3576. Sim : 0.18844365; No similar. 
 rt jrestrp foro lapazesposible urosarionews pnudcolombia hans seidel eltiempo senor fiscal general ; j : 3577. Sim : 0.43669352; No similar. 
 biblioeafit manana martes investigadores visibilizar internacionalmente produccion cientifica eafit; j : 3578. Sim : 0.5323003; Baja. 
 programateun ii encuentro ambiental sede bogota campus sostenible inscribete labelurl labelurl  ; j : 3579. Sim : 0.40096775; No similar. 
 comunidadun entrevista mantillaignacio eltiempo universidad nacional debe ser interventora paz labe; j : 3580. Sim : 0.47328255; No similar. 
 educacion cundinamarca trabajosdegrado educaunisabana labelurl  ; j : 3581. Sim : 0.44765708; No similar. 
 hoyeneafit cine club presenta locuras primavera bloque 38 aula 110 partir 600 pm esp labelurl  ; j : 3582. Sim : 0.3734438; No similar. 
 fernando hurtado asesor minagriperu foroungasscol desarrollo alternativo peru labelurl  ; j : 3583. Sim : 0.29700047; No similar. 
 clarisgiraldo saludos clara podemos ayudarle medio atentos  ; j : 3584. Sim : 0.13555251; No similar. 
 inician nuevos dialogos construir ejercito futuro labelurl pazun piensapazunal labelurl  ; j : 3585. Sim : 0.2747759; No similar. 
 bienvenidos eafit labelurl  ; j : 3586. Sim : 0.41205916; No similar. 
 rt acimedellin do premios nobel economia estaran juntos medellin labelurl via eafit desarrollomed l; j : 3587. Sim : 0.568831; Baja. 
 momento eafit icetex presenta charla oportunidades posgrado australia troble university labelurl  ; j : 3588. Sim : 0.42397302; No similar. 
 vacuna malaria noche dialogomayortv maestro manuel patarroyo labelurl labelurl  ; j : 3589. Sim : 0.21608938; No similar. 
 noticiaun estudiantes comunidades vulnerables ingresan uncolombia labelurl peama labelurl  ; j : 3590. Sim : 0.088081285; No similar. 
 interesa investigacion economica quieres alcanzar titulos avanzados economia labelurl  ; j : 3591. Sim : 0.48376065; No similar. 
 rt uniandinosiempr podemos llegar mas lejos apoya expande red fortalece proyectos unete uniandes la; j : 3592. Sim : 0.2302477; No similar. 
 aportes transformacion pais dialogo regional extension conoce detalles labelurl  ; j : 3593. Sim : 0.45956242; No similar. 
 noticiaun teiko corto mas premiado festequinoxiofacultadartes labelurl via unimedios labelurl  ; j : 3594. Sim : 0.21564654; No similar. 
 rt bienestarsabana cercania demas deja ver misericordia dios misionsabana labelurl  ; j : 3595. Sim : 0.36541176; No similar. 
 viceministro relaciones politicas mininterior riveraguillermo pedagogia paz urosario politicaur lab; j : 3596. Sim : 0.41745114; No similar. 
 vivo hoy 1100 be william ospina manuel rodriguez hablan degradacion ambiental labelurl  ; j : 3597. Sim : 0.5334642; Baja. 
 trata solo grandes autopistas necesario tener infraestructura desarrollo regiones  ; j : 3598. Sim : 0.17667161; No similar. 
 aspirantesun uncolombia abre proceso admision 20181 partir proximo 17 julio admisionesun labelurl  ; j : 3599. Sim : 0.56098336; Baja. 
 mas cualquier epoca ventaja emprendimiento gestion talento emprendedoresencrecimiento labelurl  ; j : 3600. Sim : 0.363332; No similar. 
 ciro parra decano educaunisabana presenta libro conceptos mas importantes doctorado educacion label; j : 3601. Sim : 0.48140952; No similar. 
 construir plan estrategico comunicaciones andresaljure lleva paso paso libro comunicacion labelurl ; j : 3602. Sim : 0.387089; No similar. 
 comunidadun 2017 comprometete ahorro energia uncolombia conectate planeta ahorraun labelurl  ; j : 3603. Sim : 0.28810072; No similar. 
 podemos hacer estudiar comparativamente habria pasado si gana si pasa ahora tpaffenholz investigaci; j : 3604. Sim : 0.25704673; No similar. 
 vacaciones eafit acercara ninos conocimiento zoom ciencia inscripciones abiertas labelurl  ; j : 3605. Sim : 0.41602215; No similar. 
 hoy decimos bienvenidojunio unisabana felizmiercoles labelurl  ; j : 3606. Sim : 0.2937955; No similar. 
 vacaciones eafit acercara ninos conocimiento zoom ciencia inscripciones abiertas labelurl  ; j : 3607. Sim : 0.41602215; No similar. 
 vacaciones eafit acercara ninos conocimiento zoom ciencia inscripciones abiertas  ; j : 3608. Sim : 0.41755995; No similar. 
 vacaciones eafit acercara ninos conocimiento zoom ciencia inscripciones abiertas labelurl  ; j : 3609. Sim : 0.41602215; No similar. 
 rt hayfestivalesp joeldicker conversacion anacrisrestrepo eafit haymedellin17 conoce mas invitados ; j : 3610. Sim : 0.32133776; No similar. 
 primer dia fiafest labelurl  ; j : 3611. Sim : 0.34956214; No similar. 
 eafitenses invitamos acatar normas transito vias perimetrales campus ingresen labelurl  ; j : 3612. Sim : 0.37116966; No similar. 
 espera dialogos eln opinion hernanolano via tiempo labelurl  ; j : 3613. Sim : 0.5551837; Baja. 
 creo cerca tener acuerdo mejor perder oportunidad mezquindades politicas seria verguenza francisco ; j : 3614. Sim : 0.43804803; No similar. 
 rt cienciaspolitus estudiantes cpoliticasus unisabana visitando capitolio nacional labelurl  ; j : 3615. Sim : 0.26352564; No similar. 
 rt upbcolombia aumento parque automotor principales razones aumento contaminacion aire maria victor; j : 3616. Sim : 0.18637651; No similar. 
 rt culturauniandes hoy hoy faltes preestreno obra sueno noche verano 700pm auditorio mario laserna ; j : 3617. Sim : 0.55607605; Baja. 
 sabiduria indigena dejo eafit mensaje esperanza labelurl labelurl  ; j : 3618. Sim : 0.49423778; No similar. 
 debate academia gobierno organizaciones mujeres medios ex combatientes labelurl labelurl  ; j : 3619. Sim : 0.23425949; No similar. 
 miembros programa presidentes empresa conocieron cambios fuerza publica labelurl labelurl  ; j : 3620. Sim : 0.05414817; No similar. 
 comunidadun 2 nov plazo inscribirte curso proyectos fluviales labelurl  ; j : 3621. Sim : 0.27882692; No similar. 
 orgullorosarista oro plata campeonato nacional universitario jiu jitsu labelurl labelurl  ; j : 3622. Sim : 0.10386954; No similar. 
 importante construccion narrativa adecuada gran mayoria personas narrativa inclusiva richieguinea  ; j : 3623. Sim : 0.26422545; No similar. 
 noticiaun talleres uncolombia contribuyen construir paz regiones labelurl diebun labelurl  ; j : 3624. Sim : 0.24625492; No similar. 
 origenes causas conflicto colombia historia violencia paz labelurl labelurl  ; j : 3625. Sim : 0.35939577; No similar. 
 sabias mejor universidad joven colombia enterate hoy 300 pm rector obduliovp estara labelurl  ; j : 3626. Sim : 0.65570205; Baja. 
 cuales implicaciones muro unidos mexico conozcalas hoy campusglobaleafit labelurl  ; j : 3627. Sim : 0.332509; No similar. 
 participa espacio dialogo estudiantes academicos empresarios actores ecosistema emprendedor labelur; j : 3628. Sim : 0.21330877; No similar. 
 hoyeneafit esperamos encuentro crear cultura violencia medellin noviolenciaton labelurl  ; j : 3629. Sim : 0.4978308; No similar. 
 rt uniandesderecho abordara contexto producen amenazas defensorases derechoshumanos inscribase aqui; j : 3630. Sim : 0.18599623; No similar. 
 foro postconflicto salud publica colombia lanzamiento maestria salud publica posmedunisabana labelu; j : 3631. Sim : 0.4019665; No similar. 
 lospresidenciables2018 comprometieron urosario resultado labelurl labelurl  ; j : 3632. Sim : 0.09011256; No similar. 
 aporta tiempo habilidades experiencia construccion condiciones vida dignas labelurl labelurl  ; j : 3633. Sim : 0.20193669; No similar. 
 ultima chiamata modelo armar conoce mas labelurl labelurl  ; j : 3634. Sim : 0.15573764; No similar. 
 capoliticoeafit invita viernes encuentro crear cultura violencia noviolenciaton labelurl  ; j : 3635. Sim : 0.33730593; No similar. 
 aplicacion desarrollo nuevo conocimiento cambia vidas transforma sociedadessantiago acosta epmestam; j : 3636. Sim : 0.22686528; No similar. 
 empresas conscientes audaces aprovechan marca darle mensaje sociedad davidescobara labelurl  ; j : 3637. Sim : 0.06529296; No similar. 
 unidos mismo objetivo participa carrera 5k emprendimiento universitario medellin labelurl  ; j : 3638. Sim : 0.3323543; No similar. 
 rt inguniandes felizdiadelingenieropor importante ingenieria posconflicto cuentanos ingenieriaparal; j : 3639. Sim : 0.24678054; No similar. 
 rt unisabanaradio mesa trabajo delatardeusr compania parte equipo riosdeceniza pronto iniciara roda; j : 3640. Sim : 0.34834346; No similar. 
 rector uncolombia mantillaignacio diario republica video labelurl larepublicaco  ; j : 3641. Sim : 0.50569797; Baja. 
 medios culturas politicas proceso paz habana fabio lopez roche echur consejoech labelurl  ; j : 3642. Sim : 0.54918873; Baja. 
 lapazenfoco abre espacio expresion maestras experiencias aprendizaje paz piensapazunal labelurl  ; j : 3643. Sim : 0.30510747; No similar. 
 demandamos justicia aparato judicial consolidado nestor humberto martinez fiscaliacol procedimiento; j : 3644. Sim : 0.47366115; No similar. 
 respeto derechos aprende tambien calle antanasmockus culturaciudadana corpovisionario labelurl  ; j : 3645. Sim : 0.25711024; No similar. 
 rt behrentz gradosuniandes frankpearl dice graduandos uniandes propositos definidos dan significado; j : 3646. Sim : 0.25401306; No similar. 
 catedra fullbrightcol importancia periodismo construccion paz labelurl unorinoquia labelurl  ; j : 3647. Sim : 0.49131912; No similar. 
 disfruta recorrido gastronomico candelaria labelurl labelurl  ; j : 3648. Sim : 0.19404544; No similar. 
 noticiaun estudiantes purace formaron preuniversitario gratuito unmanizales labelurl labelurl  ; j : 3649. Sim : 0.12407399; No similar. 
 estudiante daniel aguirre modo realidad virtual samsung gear vr encuentroporlaexcelencia neiva labe; j : 3650. Sim : 0.50083303; Baja. 
 conversatorio ruralidad inequidad desarrollo contexto paz urosario labelurl labelurl  ; j : 3651. Sim : 0.267742; No similar. 
 rafacamargo5 saludos implosion bloque 31 eafit aplazada ver informacion completa labelurl  ; j : 3652. Sim : 0.36731535; No similar. 
 atencion aplaza implosion bloque 31 eafit ver informacion completa labelurl labelurl  ; j : 3653. Sim : 0.32714796; No similar. 
 noticiaun estudiante hablara cumbre mundial premios nobel paz labelurl labelurl  ; j : 3654. Sim : 0.32468826; No similar. 
 rt confuciomed invitamos participar semana idiomas universidad eafit cargada actividades labelurl  ; j : 3655. Sim : 0.47590303; No similar. 
 entrevista rector mantillaignacio habla revistasemana labelurl somosun labelurl  ; j : 3656. Sim : 0.33707124; No similar. 
 vicerrector eafit julio acosta hace apertura seminario triptico nueva generacion mayores labelurl  ; j : 3657. Sim : 0.60071516; Baja. 
 rector unisabana foro eltiempo episcopadocol visita apostolica pontifex labelurl  ; j : 3658. Sim : 0.53534454; Baja. 
 pueden seguir vivo conversacion natasha kanape ingrid bejerman haymedellin17 labelurl  ; j : 3659. Sim : 0.24400881; No similar. 
 momento puedes seguir transmision forofinconflicto 985unradio labelurl pnudcolombia piensapazunal  ; j : 3660. Sim : 0.35444432; No similar. 
 parece causa noble justa fabio murillo donante quieroestudiar solidaridaduniandes labelurl  ; j : 3661. Sim : 0.27318665; No similar. 
 eafit ocho universidades europa america latina hacen parte proyecto sola  ; j : 3662. Sim : 0.5342427; Baja. 
 si graduado vives cucuta invitamos encuentro alumnisabana rector obduliovp labelurl  ; j : 3663. Sim : 0.5590641; Baja. 
 rt donjuancampo feliz cumpleanos unisabana mas contribuyendo construccion sociedad verdaderas perso; j : 3664. Sim : 0.44430622; No similar. 
 rt inalde hoy elespectador almorsal punto vista etica organizaciones labelurl unisabana  ; j : 3665. Sim : 0.31888685; No similar. 
 proposito leer libro convertirlo objeto estudio hecho queremos hacer politica  ; j : 3666. Sim : 0.35395283; No similar. 
 rt entrelibrosco emprendimiento emprendedor mas persona idea inquietud quiere llevar cabo http  ; j : 3667. Sim : 0.34417552; No similar. 
 inequidad resultado inevitable fuerzas economicas opcion sociedad escoge labelurl  ; j : 3668. Sim : 0.3086396; No similar. 
 call for paper ethejournal mix methods research in educational technology in higher education label; j : 3669. Sim : 0.27504286; No similar. 
 rt teleantioquia aire entrevista alejandro alvarez docente eafit tanoticias labelurl  ; j : 3670. Sim : 0.560142; Baja. 
 decano econurosario cesepulvedar presenta libro economiaencolores labelurl  ; j : 3671. Sim : 0.1769235; No similar. 
 palabra clave primera revista ciencias sociales comunicacion america latina labelurl labelurl  ; j : 3672. Sim : 0.41022375; No similar. 
 nkemamanda hi amanda you can reach us by email mgomezr2eafiteduco have good day  ; j : 3673. Sim : 0.34338656; No similar. 
 vinculados asunto ver legitimidad sostenibilidad acordado carlosholmestru beneficiosdelapaz  ; j : 3674. Sim : 0.19906156; No similar. 
 noticiaun retos medellin ser ciudad inteligente unmedellin labelurl fminas via labelurl  ; j : 3675. Sim : 0.32770008; No similar. 
 servido hacer industria tener mercado interno juan luis mejia arango labelurl  ; j : 3676. Sim : 0.47028401; No similar. 
 granadadaniela saludos agradecemos reporte situacion contacto areas encargadas evaluar hecho  ; j : 3677. Sim : 0.32515255; No similar. 
 noticiaun personas viven vih estabilidad laboral vital labelurl investigacionun via labelurl  ; j : 3678. Sim : 0.1651361; No similar. 
 universidad traves posgrados investigacion genera verdadero conocimiento juan luis mejia  ; j : 3679. Sim : 0.6391899; Baja. 
 rector eafit decano escuela derecho invitan induccion estudiantes posgrado labelurl  ; j : 3680. Sim : 0.48371947; No similar. 
 rt jrestrp dando inicio 4 version concurso bolsamercantil aprender manejar transacciones commmoditi; j : 3681. Sim : 0.2697513; No similar. 
 influye trayectoria vida salud adulto mayor colombia dr jose fernando gomez labelurl  ; j : 3682. Sim : 0.50429386; Baja. 
 rector jrestrp lanzamiento libroeduardosantos labelurl  ; j : 3683. Sim : 0.3017405; No similar. 
 epifanio mejia estudio tenia facilidad versos joven obra quedo dispersa juan luis mejia  ; j : 3684. Sim : 0.43663356; No similar. 
 publicidad enganosa super industria comercio recibe mas 3 mil denuncias mensuales labelurl labelurl; j : 3685. Sim : 0.27771926; No similar. 
 dan oportunidad hacerse analisis pueden conocer realmente pasa suzanne osullivan haymedellin17  ; j : 3686. Sim : 0.24101612; No similar. 
 noticiaun promover aportes paises asiaticos nace red asiaamerica latina labelurl  ; j : 3687. Sim : 0.28632838; No similar. 
 paraleer articulo rector mantillaignacio zarpazo universidades publicas elespectador labelurl  ; j : 3688. Sim : 0.5517698; Baja. 
 viernes esperamos conversatorio blend learn learn mobile learn educacion matematica labelurl  ; j : 3689. Sim : 0.5070898; Baja. 
 rt derechousabana hoy acompanan futuros politologos desayuno conversatorio cpoliticasus unisabana l; j : 3690. Sim : 0.44939888; No similar. 
 emprendimiento colombia si emprendedor convocatoria seis interesa labelurl labelurl  ; j : 3691. Sim : 0.2844801; No similar. 
 rt apgguzman unisabana taller periodismo transforma periodismo construir paz escuelaeltiempo usaidc; j : 3692. Sim : 0.2604354; No similar. 
 grandes inquietudes ee uu haber normalizado trump josephestiglitz elfuturodecolombia  ; j : 3693. Sim : 0.14743894; No similar. 
 unparatodos manizales sigue avanzando meta ser campus universitario unmanizales manizalescampus lab; j : 3694. Sim : 0.39382622; No similar. 
 hoyeneafit sera conversatorio capoliticoeafit filosofia muchas pace esperamos labelurl  ; j : 3695. Sim : 0.5456211; Baja. 
 rt inguniandes hoy integracion uniandesicya lacaneca 1100am puedes perder vendran juanpvega dj band; j : 3696. Sim : 0.34831038; No similar. 
 21 abril urbameafit espera lanzamiento libro nuevos asentamientos informales urbanista labelurl  ; j : 3697. Sim : 0.24832788; No similar. 
 rt laciudadverde eafit haciendo urgente sosporelaire ciudad queremos tapabocas convierta pre  ; j : 3698. Sim : 0.38357386; No similar. 
 jueves 2 febrero bogota vivira nueva jornada tradicional dia carro moto via bogota labelurl  ; j : 3699. Sim : 0.56596893; Baja. 
 rt endirectosabana pierda manana 900 be facebook live hablaremos edicion 97 directo conectese ht  ; j : 3700. Sim : 0.50469285; Baja. 
 narrativa politica emprendimiento filosofia temas obras hoy presentan docente labelurl  ; j : 3701. Sim : 0.3060276; No similar. 
 firma acuerdo entendimiento eafit grupoargos fedesarrollo estudios agropecuarios labelurl  ; j : 3702. Sim : 0.33039302; No similar. 
 lanzamiento centro mindfulness emcs sonia duran martinez gquinter alexander johannes streubel label; j : 3703. Sim : 0.42021653; No similar. 
 apoyar quieroestudiar inversion futuro sebastian cuervo estudiante admonuniandes labelurl  ; j : 3704. Sim : 0.43881375; No similar. 
 rt inguniandes cuales ideas nuevos profesores investigadores conocelas 15 dic eeii2016 labelurl  ; j : 3705. Sim : 0.082581565; No similar. 
 opinion martha vives habla relacion innovacion desarrollo labelurl  ; j : 3706. Sim : 0.45947945; No similar. 
 memoria parte fundamental historia publica maria emma will labelurl labelurl  ; j : 3707. Sim : 0.369728; No similar. 
 duelo universidad rosario muerte carlos fabian herrera rechazo acto violencia labelurl  ; j : 3708. Sim : 0.4964386; No similar. 
 felicitaciones ganadores hoy si aun ganado participa manana 10 postres myriam camhi labelurl  ; j : 3709. Sim : 0.3103127; No similar. 
 mundo encoge reflexion superpoblacion grandes ciudades labelurl labelurl  ; j : 3710. Sim : 0.3164334; No similar. 
 gracias todas enfermeras algun momento vida cuidado feliz dia labelurl  ; j : 3711. Sim : 0.2909127; No similar. 
 rector eafit decano escuela administracion invitan induccion estudiantes posgrado labelurl  ; j : 3712. Sim : 0.5690276; Baja. 
 sabias estudiantes uncolombia disenaron primer traje espacial colombiano labelurl labelurl  ; j : 3713. Sim : 0.18269634; No similar. 
 desafio llegar viejo colombia luisa azuero posmedunisabana medicinasabana via eltiempo labelurl  ; j : 3714. Sim : 0.53308797; Baja. 
 consulta temas seran tratados jornadas internacionales derecho tributario labelurl labelurl  ; j : 3715. Sim : 0.24799652; No similar. 
 periodista claudia palacios entrevista rector obduliovp via canalcapital labelurl  ; j : 3716. Sim : 0.51339513; Baja. 
 hoy martes historiasfenicia conozca mas origen desarrollo andes labelurl labelurl  ; j : 3717. Sim : 0.34093696; No similar. 
 ultimo reconocimientos egresadosqueinspiran 2017 sol beatriz arango labor labelurl  ; j : 3718. Sim : 0.3611353; No similar. 
 presidente voxlacea resalta organizacion contenido convocatoria invitados lacealames16 labelurl  ; j : 3719. Sim : 0.24177383; No similar. 
 deseo feliz estadia disfruten universidad juan luis mejia estudiantes especializacion fin labelurl ; j : 3720. Sim : 0.70262194; Media. 
 juanpablootero saludos puede contactarnos  ; j : 3721. Sim : 0.3141411; No similar. 
 conectate conoce mas cerca proceso labelurl labelurl  ; j : 3722. Sim : 0.26817757; No similar. 
 arte presente espacios saludable manana sede emprendimiento labelurl labelurl  ; j : 3723. Sim : 0.32044962; No similar. 
 recuerda disminuir consumo energia agua diariamente ahorraun activa conciencia comunidadun feliz fi; j : 3724. Sim : 0.20566258; No similar. 
 momento colejercito pnudcolombia rueda prensa uncolombia mejoracontinuaun labelurl  ; j : 3725. Sim : 0.29023844; No similar. 
 invitamos conocer beneficios dejar carro casa sosporelaire labelurl  ; j : 3726. Sim : 0.2156604; No similar. 
 investigacioneafit aborda informa tema cambio climatico medios comunicacion labelurl  ; j : 3727. Sim : 0.25294784; No similar. 
 3lsgm sttmed movilidadenv saludos apartir momento restablece movilidad ambos  ; j : 3728. Sim : 0.34850228; No similar. 
 rt uremprende intervencion luis rodriguez luisrodriguez lideresemprendedores2017 labelurl  ; j : 3729. Sim : 0.42513603; No similar. 
 rt coninsaramonh incrementando seguridad instalado senales alerta todas vias alimentan av vegas lab; j : 3730. Sim : 0.2800114; No similar. 
 comunidadun leer idear futuro unmanizales labelurl via revistasemana innovacionun  ; j : 3731. Sim : 0.2596609; No similar. 
 rt biblioeafit 1 declive antonio garcia angel labelurl  ; j : 3732. Sim : 0.33758596; No similar. 
 hoy eafitbogota olviden asistir conferencia washington giros sistema internacional  ; j : 3733. Sim : 0.41190258; No similar. 
 cuales razones giro independentista cataluna labelurl labelurl  ; j : 3734. Sim : 0.17200011; No similar. 
 libro trata decir pasa barrio ciudad bogota derecho internacional luis eslava labelurl  ; j : 3735. Sim : 0.42693758; No similar. 
 rt caroycuervo cierre convocatoria maestria ensenanza ele2 31 mayo mas informacion labelurl labelur; j : 3736. Sim : 0.56451005; Baja. 
 363motivosparacelebrar destacada actuacion rosarista world universities debate championship thessal; j : 3737. Sim : 0.39990786; No similar. 
 constitucion 91 hito politico contribuyo procesos paz vivimos jorge giraldo  ; j : 3738. Sim : 0.5213497; Baja. 
 noticiaun unbogota dio bienvenida nuevos estudiantes launcuenta labelurl unimedios labelurl  ; j : 3739. Sim : 0.26144177; No similar. 
 babel exposicion enmarcada historia  ; j : 3740. Sim : 0.24924795; No similar. 
 nuevo articulo rector mantillaignacio elespectador valor vida medida libros labelurl  ; j : 3741. Sim : 0.40789554; No similar. 
 breve lapazenfoco henrymedinau beatrizquinlop laurapachecosil dario fajardo paz querida institucion; j : 3742. Sim : 0.40088803; No similar. 
 rt clinunisabana henrik manukyan estudiante movilidad internacional llego facultad enfermeria rehab; j : 3743. Sim : 0.37786832; No similar. 
 bici picnic parque consulta ruta participa mejorenbici labelurl labelurl  ; j : 3744. Sim : 0.19876608; No similar. 
 aquellos lideres sobresalen universidad casi siempre detras gran familia juan luis mejia ar labelur; j : 3745. Sim : 0.5178977; Baja. 
 video dio apertura nuevo edificio enfermeria orgulloun labelurl via unimedios unparatodos  ; j : 3746. Sim : 0.38087186; No similar. 
 palabras sobran palabras faltan defensa idioma columna jairo valderrama profesor comsabana labelurl; j : 3747. Sim : 0.40675604; No similar. 
 rt educaunisabana iniciamos jornada sustentacion trabajos grado maestria pedagogia estudiantes dian; j : 3748. Sim : 0.46990642; No similar. 
 rt conectateu tan importante buen contenido moocs posicionarlos plataformas calidad luz adriana oso; j : 3749. Sim : 0.26087767; No similar. 
 ahora rosario tambien podras acceder prestamo bicicletas vidaur labelurl  ; j : 3750. Sim : 0.43545687; No similar. 
 urosario universidad sostenible comprometida medio ambiente labelurl labelurl  ; j : 3751. Sim : 0.23035161; No similar. 
 rt economiauandes video conversatorio decanos economia ultimos 20 anos 20anosescueladeverano labelu; j : 3752. Sim : 0.49303687; No similar. 
 discurso inspirador andres morales beneficiario ahora donante quieroestudiar labelurl solidaridadun; j : 3753. Sim : 0.29985875; No similar. 
 rt urbameafit felicitaciones nuevos egresados maestriaurbam labelurl  ; j : 3754. Sim : 0.29529443; No similar. 
 eafit continua haymedellin17 esperamos manana ver mas informacion labelurl labelurl  ; j : 3755. Sim : 0.54326344; Baja. 
 colombia pais coraje afrontar presente esperanza hacia futuro hernanolano labelurl  ; j : 3756. Sim : 0.45683166; No similar. 
 medida impuestos represento mas 67 mil toneladas azucar bebidas dejadas consumir ano sbarquera  ; j : 3757. Sim : 0.2135546; No similar. 
 carlos mario rodriguez comparte sistemab medellin ejemplo empresa b labelurl  ; j : 3758. Sim : 0.34263408; No similar. 
 nuevo capitulo programa punto critico untelevision expertos hablan reserva van der hammen labelurl ; j : 3759. Sim : 0.13158672; No similar. 
 trabajo equipo muchisimas gracias senor rector jrestrp enriquepenalosa bogota patrimoniobta labelur; j : 3760. Sim : 0.4763662; No similar. 
 noticiaun conoce ultimo sistema nasa llegar marte astronomiaoan labelurl via labelurl  ; j : 3761. Sim : 0.3454281; No similar. 
 rt comsabana bienestarsabana tambien apoyara 2periodismou chalecos modelo valeryserje unisabana lab; j : 3762. Sim : 0.063125856; No similar. 
 uva ilusion verde universidad eafit encontraras diferentes actividades conocer comuna diver labelur; j : 3763. Sim : 0.49696398; No similar. 
 rt portafolioverde olviden charlas eafit foromovil ciclosiete hoy manana medellin labelurl  ; j : 3764. Sim : 0.5890987; Baja. 
 noticiaun universidad colorado busca cooperacion estudios ambientales unmanizales labelurl unimedio; j : 3765. Sim : 0.3654447; No similar. 
 behrentz lunadavid victoriabxe policiacolombia parte invitados hablar respetoenredes labelurl  ; j : 3766. Sim : 0.21119447; No similar. 
