Modulo nnlm-es-dim128-with-normalization-2
Topicos : unisabana colombia mas estudiantes paz educacion social cambio investigacion innovacion ser carlos santos 
 1998 francisco santos participo manera activa acuerdos puerta cielo eln carlos velandia gestor paz ; j : 1. Sim : 0.5766231; Baja. 
 lograr comunicacion gerencial efectiva asiste taller posgrados comsabana  ; j : 1955. Sim : 0.40134284; No similar. 
 lideres empresariales mas destacados pais descubriendo elsabordelgsb rosariogsb labelurl  ; j : 1956. Sim : 0.4900887; No similar. 
 rt andybeltran03 mepongolostenis jovenes puedan estudiar carrera labelurl labelurl  ; j : 1957. Sim : 0.27424878; No similar. 
 comunidadun llamada integrar jurisdiccion especial paz participa labelurl labelurl  ; j : 1958. Sim : 0.23071128; No similar. 
 rt fminas recibira primera vez fishackathon evento mundial innovacion labelurl labelurl  ; j : 1959. Sim : 0.34999794; No similar. 
 negocio urbano argos oportunidad aplicar herramientas ofrecio economia m labelurl  ; j : 1960. Sim : 0.49020293; No similar. 
 diegogsa10 saludos lamentablemente curso indica oferta puede conocer programas relacionados labelur; j : 1961. Sim : 0.16135179; No similar. 
 interviene general edoherrerab equipo negociador gobierno conversaciones eln beneficiosdelapaz labe; j : 1962. Sim : 0.25868776; No similar. 
 azulunisabana felices tenerlos reuniondepadres futurosestudiantes  ; j : 1963. Sim : 0.25255296; No similar. 
 referendo adopcion sustituye constitucion transmision reviva charla completa labelurl  ; j : 1964. Sim : 0.46634477; No similar. 
 aproximacion proceso acreditacion internacional acbsp labelurl labelurl  ; j : 1965. Sim : 0.36758444; No similar. 
 hagamos asamblea nacional constituyente paz salga tratado paz obligue carlos velandia  ; j : 1966. Sim : 0.46376908; No similar. 
 continuan grados maestrias escuelas ingenieria administracion humanidades derecho labelurl  ; j : 1967. Sim : 0.66160196; Baja. 
 interesado trabajo probono descubre mas oportunidades practica labelurl labelurl  ; j : 1968. Sim : 0.35457858; No similar. 
 rt aspromer unisabana saludo liza pinzon directora programa mercadeo congreso mercadeo logistica as; j : 1969. Sim : 0.3734562; No similar. 
 mexico ee uu 100 anos frontera invisible labelurl labelurl  ; j : 1970. Sim : 0.40512222; No similar. 
 comsabana alejasolano enlace puedes consultar tutoriales informacion canal soporte  ; j : 1971. Sim : 0.22956051; No similar. 
 asi transcurre encuentro investigadores asuntos mujer genero marco catedra unesco labelurl  ; j : 1972. Sim : 0.5088079; Baja. 
 opinion trump significados proposito resultado elecciones ee uu labelurl labelurl  ; j : 1973. Sim : 0.5381657; Baja. 
 contaduriapublica podran adquirir conocimientos manejo economia organizaciones labelurl  ; j : 1974. Sim : 0.4833778; No similar. 
 bogdan piotrowski decano filosofia ciencias humanas miembro numero academia colombiana lengua label; j : 1975. Sim : 0.4312646; No similar. 
 ganadores decimo primera version concurso iniciativas empresariales reciben incentivo continuar sue; j : 1976. Sim : 0.38595507; No similar. 
 rt derechousabana invitamos participar foro academico unisabana benvicente cordobamarentes hernanol; j : 1977. Sim : 0.369933; No similar. 
 responsabilidad social importancia construccion nuevo pais labelurl dialogomayortv labelurl  ; j : 1978. Sim : 0.53134215; Baja. 
 vivo william ospina manuel rodriguez hablan degradacion ambiental agendauniandes labelurl  ; j : 1979. Sim : 0.49046; No similar. 
 comenzo eafit xv asamblea general asociacion latinoamericana facultades escuelas contaduria labelur; j : 1980. Sim : 0.55144733; Baja. 
 haz opinion cuente evalua desempeno profesores labelurl labelurl  ; j : 1981. Sim : 0.50502336; Baja. 
 mateo moya cristhian mendoza comsabana participan corto galaxia smart film vota aqui labelurl  ; j : 1982. Sim : 0.3545774; No similar. 
 ricardo silva hablo revistasemana historia familiar une pais libro pbnc labelurl  ; j : 1983. Sim : 0.55926913; Baja. 
 dia despues plebiscito conversatorio profesores estudiantes 3 octubre 1200 m labelurl  ; j : 1984. Sim : 0.5231031; Baja. 
 filosofia pimienta forma divertida descubrir importancia filosofia labelurl labelurl  ; j : 1985. Sim : 0.2502671; No similar. 
 ano recuerda poner practica consejos expresatebien comunicate mejor utilizalos diariamente labelurl; j : 1986. Sim : 0.31351954; No similar. 
 rt educaunisabana implicaciones concepciones evaluacion docentes proceso ensenanza giovanni sanchez; j : 1987. Sim : 0.594419; Baja. 
 clarisgiraldo saludos clara podemos ayudarle medio atentos  ; j : 1988. Sim : 0.11113971; No similar. 
 justicia transicional hace parte desarrollo humanidad cerrar conflictos grnaranjo vicecolombia elre; j : 1989. Sim : 0.34271893; No similar. 
 agroexpo2017 semillas papas criollas mas nutritivas llegan mercado labelurl papanutritiva labelurl ; j : 1990. Sim : 0.3420263; No similar. 
 analisis cuales amenazas enfrentan elecciones plebiscito paz labelurl labelurl  ; j : 1991. Sim : 0.39522514; No similar. 
 rt ifaunisabana inscripciones abiertas primer diplomado coach familiar colombia unisabana labelurl ; j : 1992. Sim : 0.40102097; No similar. 
 visita colombia papa juan pablo ii dejo 33 mensajes enfatizando paz hernanolano labelurl  ; j : 1993. Sim : 0.53265303; Baja. 
 mensajes pontifex unico futuro vale pena futuro incluye jackvalero labelurl  ; j : 1994. Sim : 0.33187583; No similar. 
 arma equipo demuestra talento nueva edicion liga rosarista futbol labelurl labelurl  ; j : 1995. Sim : 0.32230094; No similar. 
 incunables biblioteca antigua urosario repetitiones domini joannis calderini labelurl labelurl  ; j : 1996. Sim : 0.14273877; No similar. 
 fotounisabana gracias grupo gimnasio yumana aspaen neiva visito hoy universidad vuelvan pronto labe; j : 1997. Sim : 0.24341643; No similar. 
 rt ctpuniandes asiste espacios empresas cuentan metas necesidades labelurl labelurl  ; j : 1998. Sim : 0.2092465; No similar. 
 profesor hernanolano tambien dice hoy voyentren unisabana labelurl  ; j : 1999. Sim : 0.35339478; No similar. 
 gracias apoyo familia vegalara personas vanessa colmenares cumplen suenos solidaridaduniandes label; j : 2000. Sim : 0.42968744; No similar. 
 retos desafios beneficios jurisdiccion especial paz comparte preguntas hablemosdepazur labelurl  ; j : 2001. Sim : 0.3949829; No similar. 
 rt uniandinosiempr ganadores senekuniandes 5k dejohuella labelurl  ; j : 2002. Sim : 0.2503522; No similar. 
 cierre retorno vehicular cambio acceso parqueadero puente madera labelurl labelurl  ; j : 2003. Sim : 0.20444027; No similar. 
 eln habria personas sentirian bien si llegan congreso republica carlos velandia  ; j : 2004. Sim : 0.6325126; Baja. 
 derecho administrativo funcion construccion paz dialogomayortv labelurl labelurl  ; j : 2005. Sim : 0.52369267; Baja. 
 francisco santos debate asistentes evento transmision labelurl  ; j : 2006. Sim : 0.5162808; Baja. 
 minutos foro justicia paz reto siguelo vivo labelurl elretodelajep labelurl  ; j : 2007. Sim : 0.30655766; No similar. 
 conoce conferencistas encuentro lideres emprendedores 2017 labelurl labelurl  ; j : 2008. Sim : 0.29549038; No similar. 
 curso narrativas fotograficas siglos xix xx xxi labelurl labelurl  ; j : 2009. Sim : 0.3255391; No similar. 
 permanente relacion ciencia filosofia labelurl labelurl  ; j : 2010. Sim : 0.4197951; No similar. 
 viajar mejor educacion ventana oportunidades inagotables labelurl aldiaconelnova labelurl  ; j : 2011. Sim : 0.37396926; No similar. 
 paolo carreno eicea mejor estudiante economia pais entrevista caracolradio labelurl  ; j : 2012. Sim : 0.5779103; Baja. 
 felizsabado diadelmedico unisabana saludo directivos profesores graduados futuros profesion labelur; j : 2013. Sim : 0.5748742; Baja. 
 consulta programacion ii simposio promocion condicion fisica urosario labelurl labelurl  ; j : 2014. Sim : 0.58649766; Baja. 
 sigue vivo trasmision foro beneficiosdelapaz labelurl labelurl  ; j : 2015. Sim : 0.1831972; No similar. 
 ciudades centros desarrollo territorial torno innovacion tecnologica labelurl labelurl  ; j : 2016. Sim : 0.4777586; No similar. 
 listo gala premiacion fismed auditorio fundadores universidad eafit miraenserie labelurl  ; j : 2017. Sim : 0.4379865; No similar. 
 reconstruccion social principales temas abordaran simposio salud mental labelurl  ; j : 2018. Sim : 0.44402134; No similar. 
 domingo esperamos presentacion cuentos recuentos xvvl festival titeres fanfarria 2017 labelurl  ; j : 2019. Sim : 0.34883907; No similar. 
 simposio internacional investigacion educacion ingenieria rees2017 labelurl labelurl  ; j : 2020. Sim : 0.5592555; Baja. 
 manana pierdan presentacion cuentos recuentos xvvl festival internacional titeres fanfarria 2 label; j : 2021. Sim : 0.43428195; No similar. 
 vicerrectora stephanie lavaux reflexion responsabilidad social urosario anuario corresponsables 201; j : 2022. Sim : 0.4789379; No similar. 
 lectura recomendada responsabilidad internacional agravada colombiano labelurl labelurl  ; j : 2023. Sim : 0.17340668; No similar. 
 rt comsabana noticias tambien compartimos labelurl dejen seguir tampoco unisabana  ; j : 2024. Sim : 0.3395492; No similar. 
 dar espacio educacion tambien innovacion motor progreso catalina escobar  ; j : 2025. Sim : 0.6665102; Baja. 
 juicio expertos colombia 7 mundo potencialidad alimentaria humberto calle jefe equipopazgob benefic; j : 2026. Sim : 0.50863814; Baja. 
 hoyeneafit ceremonias grado pregrado felicitaciones nuevos profesionales eafitenses labelurl  ; j : 2027. Sim : 0.40722245; No similar. 
 deudia emprendimiento uniandino 10 agosto inscribase labelurl  ; j : 2028. Sim : 0.10358946; No similar. 
 debe conocer viene entender actua habla manuel sanchez pontifex labelurl  ; j : 2029. Sim : 0.30185825; No similar. 
 hoy rescatando republica gloria alvarez rafael nieto loaiza labelurl labelurl  ; j : 2030. Sim : 0.46950644; No similar. 
 auditorio k1 charla ignacio medina periodista escritor critico gastronomico recomendado labelurl  ; j : 2031. Sim : 0.32346165; No similar. 
 mauricio toro invitado especial acompana induccion conferencia retos profesional siglo xxi soyrosar; j : 2032. Sim : 0.4542374; No similar. 
 conoce beneficios participar programa jovenes investigadores labelurl labelurl  ; j : 2033. Sim : 0.27860788; No similar. 
 cielo estudian datos socieconomicos ciudades transformacion ciencia labelurl  ; j : 2034. Sim : 0.3983442; No similar. 
 especial grandes maestros elespectador jose felix patino medico educacion labelurl ignaciomantilla ; j : 2035. Sim : 0.6735104; Media. 
 importante memoria historica colombia labelurl urrevista labelurl  ; j : 2036. Sim : 0.5057876; Baja. 
 rt urinvestigacion pensar largo plazo construccion pais urosarionews forofinanciacionctei labelurl ; j : 2037. Sim : 0.43834278; No similar. 
 hoyeneafit presenta plataforma pi nueva herramienta gestion produccion cientifica investigativa uni; j : 2038. Sim : 0.5392339; Baja. 
 maria fernanda rodriguez moreno nueva directora bienestarsabana labelurl labelurl  ; j : 2039. Sim : 0.34386915; No similar. 
 carlos vasco cobrar impuestos diferenciados alternativa mejorar cuidado cuencas crecimientoverde  ; j : 2040. Sim : 0.29226157; No similar. 
 porlasescuelas humanidades convocatoria abierta primera edicion premio nacional periodismo  ; j : 2041. Sim : 0.32443768; No similar. 
 comunidadun triste suerte yolombo mas nueva edicion unperiodico labelurl labelurl  ; j : 2042. Sim : 0.40941742; No similar. 
 medicos uniandinos mejores pruebas saber pro pais mediuniandes excelenciauniandes labelurl  ; j : 2043. Sim : 0.51251054; Baja. 
 rt econurosario francisco reyes villamizar superintendente sociedades enfoqueseconomiaur urosario l; j : 2044. Sim : 0.26425168; No similar. 
 papa invita ser parte cambio juan nicolas cortes estudiante derechousabana voluntariosunisabana lab; j : 2045. Sim : 0.49271834; No similar. 
 consulta agenda encuentro responsabilidad social empresarial urosario labelurl labelurl  ; j : 2046. Sim : 0.34415737; No similar. 
 rt usingenieria manana encuentro graduados nueva york unisabana alumnisabana labelurl  ; j : 2047. Sim : 0.5256977; Baja. 
 rt minjusticiaco aestahora ministro enriquegilbgil participa consulta regional desarrollo lineamien; j : 2048. Sim : 0.26968363; No similar. 
 cambio radical fondo materia educacion compromiso actores sociedad jrestrp  ; j : 2049. Sim : 0.46080452; No similar. 
 preguntaron carl langebaek vicerrector academico calculara promedio ponderado despues refor labelur; j : 2050. Sim : 0.37463978; No similar. 
 universidad rosario reconoce colombianos logrado crecimiento empresas bajo direccion labelurl  ; j : 2051. Sim : 0.4420102; No similar. 
 rt oaduniandes ayeryhoy carrera yarumal figura mapa levantado 1849 agustin codazzi actualmente call; j : 2052. Sim : 0.35744208; No similar. 
 pierdas tercera version jornadas internacionales derecho tributario labelurl labelurl  ; j : 2053. Sim : 0.24327628; No similar. 
 pierdas conferencia responsabilidad materia ambiental celebracion labelurl labelurl  ; j : 2054. Sim : 0.31165418; No similar. 
 noticiaun congreso internacional innovacion social camino hacer posible paz launcuenta labelurl uni; j : 2055. Sim : 0.43102166; No similar. 
 rt uniandinosiempr grado proximo jueves homenaje graduandos mediuniandes labelurl  ; j : 2056. Sim : 0.37296125; No similar. 
 felicitaciones proximos profesionales mediuniandes hoy acompanamos celebracion labelurl  ; j : 2057. Sim : 0.48971754; No similar. 
 lapazenfoco derecho deber decidir desea futuro familia labelurl  ; j : 2058. Sim : 0.24128841; No similar. 
 inter cultura rusa une 13 estudiantes nuevo programa eafitidiomas labelurl labelurl  ; j : 2059. Sim : 0.28939402; No similar. 
 rt educaunisabana avanza visita academica profesor profebarreto escuela laura montoya maicao unisab; j : 2060. Sim : 0.53148127; Baja. 
 paz reduciria riesgo pais inkamattila directora adjunta pnudcolombia instalacion foro beneficiosdel; j : 2061. Sim : 0.48337582; No similar. 
 ronda preguntas conversatorio seduccion excesos futbol urosario labelurl  ; j : 2062. Sim : 0.36703247; No similar. 
 celebramos nuevo logro felicitaciones promocion 15 mediuniandes labelurl  ; j : 2063. Sim : 0.35810447; No similar. 
 descubre espacio dedicado reflexion implicaciones eticas proyectos ciencias sociales labelurl  ; j : 2064. Sim : 0.46021876; No similar. 
 campus abierto mundo conocedescubre aprende studiumusabana lasabanaabroad opencampus2017 labelurl  ; j : 2065. Sim : 0.34334227; No similar. 
 felicitaciones orgullosos alumno distinguido 20161 eicea labelurl labelurl  ; j : 2066. Sim : 0.29419646; No similar. 
 comunidad recordemos articulo serie grandes maestros elespectador jose felix patino labelurl  ; j : 2067. Sim : 0.53520393; Baja. 
 rt orgulloun maestria cienciasfisica acreditada calidad institucionalun orgulloun labelurl  ; j : 2068. Sim : 0.13719739; No similar. 
 rt inalde pensado management tambien ayuda ser mejores personas jorgeivangomezo revistadinero label; j : 2069. Sim : 0.40671405; No similar. 
 partidario tercera via mercado posible necesario juanmansantos labelurl  ; j : 2070. Sim : 0.14061761; No similar. 
 vamos dar salto tecnologico construir eafit instrumentos propios medicion calidaddelaire carlos lab; j : 2071. Sim : 0.52916837; Baja. 
 derecho penal trabajo mirada doble via explora relacion derecho penal laboral libros labelurl  ; j : 2072. Sim : 0.39296147; No similar. 
 mensaje papa francisco cuaresma 2017 labelurl  ; j : 2073. Sim : 0.42763403; No similar. 
 rt filmmedellin felices hacer parte primera version fismed gran iniciativa eafit miraenserie labelu; j : 2074. Sim : 0.32044438; No similar. 
 induccion usingenieria da bienvenida 200 nuevos estudiantes sersabanavalelapena labelurl  ; j : 2075. Sim : 0.40380174; No similar. 
 voluntarios elpapaencolombia listos entrevista noticiasrcn estudios unisabana labelurl  ; j : 2076. Sim : 0.36246842; No similar. 
 opinion universidad debe ser lider hora innovacion abierta labelurl labelurl  ; j : 2077. Sim : 0.5295273; Baja. 
 rt unisabanaradio apgguzman decana comsabana habla 2 programas facultad reuniondepadres unisabana l; j : 2078. Sim : 0.30677077; No similar. 
 terminar semana nueva entrega serie grandes maestros elespectador labelurl labelurl  ; j : 2079. Sim : 0.2210929; No similar. 
 educacion medica colombiana modelo flexneriano medicina social latinoamericana labelurl  ; j : 2080. Sim : 0.5496768; Baja. 
 podemos pretender cada actor via carril propio si podemos optimizar infraestructura  ; j : 2081. Sim : 0.108267576; No similar. 
 sigue foroungasscol vivo traves labelurl labelurl  ; j : 2082. Sim : 0.16882874; No similar. 
 jcdiazbohorquez habla momento familia redessociales internet congresodefamilia labelurl  ; j : 2083. Sim : 0.18853112; No similar. 
 hernanolano enfatiza importancia oracion preparacion visita papa labelurl  ; j : 2084. Sim : 0.4362324; No similar. 
 rt hernanolano jueves 900 pm unisabanaradio historiavoces unisabana labelurl  ; j : 2085. Sim : 0.18477863; No similar. 
 creo cerca tener acuerdo mejor perder oportunidad mezquindades politicas seria verguenza francisco ; j : 2086. Sim : 0.5954959; Baja. 
 emisoraudea ciencia cultura educacion temas permiten construir paz pais mauricioalviar lanzamiento ; j : 2087. Sim : 0.6130264; Baja. 
 sabes detras palabras campanaun expresatebien comunicate mejor labelurl oficinapeun feliz noche  ; j : 2088. Sim : 0.29526278; No similar. 
 urrevista grandes deficiencias eticas investigacion cientifica labelurl labelurl  ; j : 2089. Sim : 0.5084388; Baja. 
 riesgos humanidad frente cambio climatico relacion sostenibilidad labelurl  ; j : 2090. Sim : 0.48516387; No similar. 
 foro nacional estudiantil economia finanzas investigacion temas economicos labelurl labelurl  ; j : 2091. Sim : 0.639699; Baja. 
 juan carlos contreras tedxlasaguas siga transmision vivo labelurl labelurl  ; j : 2092. Sim : 0.43612868; No similar. 
 comprometidos pazun trabajo enfoca dias labelurl  ; j : 2093. Sim : 0.18943135; No similar. 
 pierdan proximo martes emprendimiento crecimiento verde creando empresas buen futuro labelurl  ; j : 2094. Sim : 0.2756944; No similar. 
 karemvip alumnisabana buenas noches informacion labelurl puedes contactar alumniunisabanaeduco  ; j : 2095. Sim : 0.17785037; No similar. 
 hoy vivo 1200 m astrolabio concierto plazoleta lleras labelurl labelurl  ; j : 2096. Sim : 0.23619528; No similar. 
 fotogaleria asi avanzan trabajos adecuacion unbogota labelurl unimedios labelurl  ; j : 2097. Sim : 0.35567582; No similar. 
 rt grupoargos tourtuitero filial cementosargos cuenta espacio especialmente disenado desarrollo pro; j : 2098. Sim : 0.21775511; No similar. 
 siga armas pierde cualquier beneficio jep juan carlos henao uexternado elretodelajep  ; j : 2099. Sim : 0.34645212; No similar. 
 buenos dias combomadrugador usingenieria detroit equipo trabajo madrugada ensamblar c labelurl  ; j : 2100. Sim : 0.37069717; No similar. 
 aproximacion complejidad salud ambiental cambio climatico labelurl labelurl  ; j : 2101. Sim : 0.4098301; No similar. 
 curso cazadores conocimiento bibliosabana inscribete labelurl informacion conocimiento labelurl  ; j : 2102. Sim : 0.43316877; No similar. 
 episcopadocol seminario periodistas visita pastoral pontifex pais labelurl  ; j : 2103. Sim : 0.5284029; Baja. 
 ventana sonar proyecto generar oportunidades victimas conflicto armado eafitbogota labelurl  ; j : 2104. Sim : 0.30409464; No similar. 
 rt telemedellin television empieza sobrevivir tema television vivo gerente criscartagena encuentros; j : 2105. Sim : 0.20425656; No similar. 
 rt cgpatarroyo leccion inaugural maestria periodismo escuela ciencias humanas ur semana rcn radio t; j : 2106. Sim : 0.5069849; Baja. 
 lideres empresariales industriales encontraron uniandes espacio innovacion emprendimiento labelurl ; j : 2107. Sim : 0.2983491; No similar. 
 josefina agudelo presidenta tcc habla tip necesita generar productividad empr labelurl  ; j : 2108. Sim : 0.3145869; No similar. 
 problema calidad aire economico cambiar condiciones aire cambiar habitos labelurl  ; j : 2109. Sim : 0.3286232; No similar. 
 foro contrast adn pais moderador ivan garzon director programa cpoliticasus labelurl  ; j : 2110. Sim : 0.47662476; No similar. 
 iniciativa encaminada sostenibilidad otorgo alegp1 reconocimiento parte uofsc labelurl  ; j : 2111. Sim : 0.29319388; No similar. 
 humanidades narrativas digitales jaime humberto borja uniandes mediosdigitalesur  ; j : 2112. Sim : 0.4131846; No similar. 
 dinamica mundo actual papa convertido lider asegura manuel sanchez labelurl  ; j : 2113. Sim : 0.46250632; No similar. 
 mateo badillo creo aplicacion gano concurso practica ibm labelurl labelurl  ; j : 2114. Sim : 0.40197793; No similar. 
 rt usingenieria unisabana fortalece programas igenieriacivil abrira tres doctorados entrevista rect; j : 2115. Sim : 0.48065484; No similar. 
 nuevos estudiantes uniandinos conocen universidad miprimerdiaenuniandes labelurl  ; j : 2116. Sim : 0.30559134; No similar. 
 rt ctaunisabana manana 1100 be radio 30 unisabanaradio invita profesora erika duque unisabana label; j : 2117. Sim : 0.3585746; No similar. 
 andres lopera gomez egresado hoy eafit reconoce labor destacada cultura arte deporte labelurl  ; j : 2118. Sim : 0.6311758; Baja. 
 mirada farc mas alla perspectivas simplistas reduccionistas labelurl labelurl  ; j : 2119. Sim : 0.5323165; Baja. 
 noticiaun nobel fisica grandes invitados catedra sesquicentenarioun labelurl labelurl  ; j : 2120. Sim : 0.48377514; No similar. 
 golpe poder adquisitivo reforma tributaria ana maria olaya profesora eicea via revista dinero label; j : 2121. Sim : 0.4949111; No similar. 
 aleman idiomas lasabanaabroad labelurl  ; j : 2122. Sim : 0.30777946; No similar. 
 unamazonia capacita lideres indigenas prevenir tuberculosis labelurl launtransformavidas labelurl  ; j : 2123. Sim : 0.402635; No similar. 
 jorgechica saludos puede solicitar informacion telefono 57 4 2619500 ext 9794 correo mafrancoeafite; j : 2124. Sim : 0.265428; No similar. 
 comunidadun consejos expresatebien comunicate mejor puedes encontrarlos aqui labelurl aplicalos cam; j : 2125. Sim : 0.31576565; No similar. 
 comienza conversatorio periodistas encuentro papa resolviendo inquietudes dando c labelurl  ; j : 2126. Sim : 0.27913302; No similar. 
 tener tranquilidad tener verdad cumplir compromisos jeremias torres labelurl  ; j : 2127. Sim : 0.2966902; No similar. 
 rt comsabana noticiascomsabana apenas queda par dias ocurra cambio considerable unisabana comsabana; j : 2128. Sim : 0.13162352; No similar. 
 gastronomia ignacio medina criticos culinarios mas reconocidos mundo estara unisabana labelurl  ; j : 2129. Sim : 0.6415874; Baja. 
 hoy circula edicion especial campus familias futuros estudiantes labelurl  ; j : 2130. Sim : 0.3802345; No similar. 
 rosaristas comprometidos equidad genero todossomosmujer diainternacionaldelamujer labelurl  ; j : 2131. Sim : 0.34334603; No similar. 
 amonitas abundantes mesozoica fosiles mas representativos villa leyva labelurl  ; j : 2132. Sim : 0.4175278; No similar. 
 pedimos salon hacer conferencia dieron dieron saloncito 20 puestos andes francisco santos  ; j : 2133. Sim : 0.31595403; No similar. 
 rt icetex 5 marzo puedes solicitar credito tueliges posgrado exterior darle giro vida labelurl  ; j : 2134. Sim : 0.40530503; No similar. 
 programateun conferencia arquitectura dispersa materia cambio intercambio facultadartes unbogota la; j : 2135. Sim : 0.34315342; No similar. 
 politica puertas abiertas polarizado sociedad alemana benjamin bobbe fundacion hanns seidel congres; j : 2136. Sim : 0.49664232; No similar. 
 hoyeneafit ceremonia grado especializaciones escuelas administracion humanidades ingenieria labelur; j : 2137. Sim : 0.5892759; Baja. 
 conversatorio xsalaimartin profesor juan jose echavarria economiaencolores econurosario labelurl  ; j : 2138. Sim : 0.49566978; No similar. 
 educaunisabana hora profesora angela rubiano presenta conferencia imaginarios persepciones educacio; j : 2139. Sim : 0.49570587; No similar. 
 hablando alerost lenguaje digital rede sociales creatividad diadelperiodista equipo comu labelurl  ; j : 2140. Sim : 0.44572723; No similar. 
 acceda stream conversatorio sostenibilidad financiera sistemas transporte labelurl  ; j : 2141. Sim : 0.25594556; No similar. 
 senek carrera hacer carrera inscribase labelurl labelurl  ; j : 2142. Sim : 0.15049626; No similar. 
 hoyenelrosario mundo laboral consulta programacion labelurl labelurl  ; j : 2143. Sim : 0.41422287; No similar. 
 alaire carlos arevalo profesor maestriaderintl habla labelurl similitud plebiscitoporlapaz brexit  ; j : 2144. Sim : 0.25893438; No similar. 
 diainternacionaldelamujer reafirmamos compromiso equidad genero todossomosmujer jrestrp labelurl  ; j : 2145. Sim : 0.36007273; No similar. 
 listo empezar vivir munur16 labelurl  ; j : 2146. Sim : 0.23592024; No similar. 
 rt fismed yolanda barrasa da conferencia inaugural guion series web siguenos vivo miraenserie label; j : 2147. Sim : 0.29034778; No similar. 
 rt clinunisabana estudiantes fisioterapia unisabana hacen uso campus biomedico espacios aprendizaje; j : 2148. Sim : 0.34053907; No similar. 
 amenazas periodistas solo silencia tambien hacen alejen regiones miedo jonathan labelurl  ; j : 2149. Sim : 0.39459497; No similar. 
 rt pablonavasuand gracias claudiapalacios canalcapital espacio hablar nueva facultad educacion cife; j : 2150. Sim : 0.2893906; No similar. 
 rt cideruniandes inscribase ciclo conferencias luis mauricio cuervo labelurl labelurl  ; j : 2151. Sim : 0.28672618; No similar. 
 rt eicea movilidad estudiantes lasabanaabroad unisabana reuniondepadres futurosestudiantes labelurl; j : 2152. Sim : 0.40788844; No similar. 
 profesores transformar practica pedagogica traves tic felicitaciones semana inmersion labelurl  ; j : 2153. Sim : 0.52860403; Baja. 
 rt serpilopaga toma decision programa academico cursar informado conoce tip ayudaran decision serpi; j : 2154. Sim : 0.33556643; No similar. 
 curso economia finanzas empresa emplear excel toma decisiones labelurl labelurl  ; j : 2155. Sim : 0.42555472; No similar. 
 asi vio claustro iniciativa todossomosmujer diainternacionaldelamujer labelurl  ; j : 2156. Sim : 0.28845248; No similar. 
 rt redpapaz caropineros redpapaz participa panel roles sociales formacion nativos digitales respeto; j : 2157. Sim : 0.3281469; No similar. 
 historia oficial amor trata agradecido contar familia ricardo silva pbnc labelurl  ; j : 2158. Sim : 0.48691735; No similar. 
 comienza semestre 4 electivas instituto familia ifaunisabana labelurl  ; j : 2159. Sim : 0.17161916; No similar. 
 rt comsabana coordinadora formacion asesoria academica catabl20 habla ahora reunion padres labelurl; j : 2160. Sim : 0.50258833; Baja. 
 noticiaun colecciones archivo historico conforman senderos digitales labelurl labelurl  ; j : 2161. Sim : 0.21508062; No similar. 
 tres programas urosario mejores mundo segun worlduniranking by subject labelurl labelurl  ; j : 2162. Sim : 0.37312573; No similar. 
 rt unisabanaradio ricardo visbal ricarvis profesor unisabana invita escuchar playlistusr hoy 6 pm l; j : 2163. Sim : 0.3111029; No similar. 
 noticiaun dia ayer comunidadun corrio hospital decanaturafm labelurl via labelurl  ; j : 2164. Sim : 0.28159547; No similar. 
 voluntarios bienestarsabana pasaron tarde reto deportivo ninos yerbabuena baja labelurl  ; j : 2165. Sim : 0.23204002; No similar. 
 programateun conferencia david sheinkopf tecnologia aplicada cuerpo escenario facultadartes  ; j : 2166. Sim : 0.39497894; No similar. 
 lea hoy elcolombiano sempegua rezaron escuela flotara labelurl  ; j : 2167. Sim : 0.16910942; No similar. 
 jornada oportunidades contactos emprendedores labelurl labelurl  ; j : 2168. Sim : 0.24300396; No similar. 
 mejorar calidad vida personas discapacidad intelectual simposiobioetica posmedunisabana labelurl  ; j : 2169. Sim : 0.38869393; No similar. 
 cualquier lugar pueden trabajar proyecto colectivo relato comun erradique cualquier forma violencia; j : 2170. Sim : 0.3413696; No similar. 
 articulo unperiodico sistema salud bogota afronta crisis legitimidad labelurl labelurl  ; j : 2171. Sim : 0.52033275; Baja. 
 momento responder preguntas papas obduliovp jrrodriguezgil reuniondepadres futurosestudiantes  ; j : 2172. Sim : 0.21318293; No similar. 
 proximo verano podras realizar curso aleman intensivo kassel lasabanaabroad unisabanainternacional ; j : 2173. Sim : 0.3125563; No similar. 
 va tocar ceder voy empujar sapos tragar francisco santos  ; j : 2174. Sim : 0.18096139; No similar. 
 rt swedenincol suecia tres factor claves asegurar clima innovacion sustentabilidad educacion equida; j : 2175. Sim : 0.5162281; Baja. 
 rt bienestarsabana compartimos poema hernanolano profesor fac filosofia ciencias humana ganador 1er; j : 2176. Sim : 0.32001138; No similar. 
 articulo unperiodico conoce protesis lego disenada estudiante uncolombia labelurl  ; j : 2177. Sim : 0.402843; No similar. 
 cubri programas variedades di cuenta traves arte noticias hacen forma diferente k labelurl  ; j : 2178. Sim : 0.39621887; No similar. 
 unradio confluyen cultura ciencia academia tecnologia investigacion labelurl unparatodos 985unradio; j : 2179. Sim : 0.48091018; No similar. 
 participacion desarrollo futuro necesidades ocupacionales margarita rosa gonzalez martinez labelurl; j : 2180. Sim : 0.5256557; Baja. 
 rt cementosargos grupoargos ciencia vista integracion campus sostenibilidad vitrina posibilidades u; j : 2181. Sim : 0.48205584; No similar. 
