Modulo nnlm-es-dim128-with-normalization-2
Topicos : andrespardoa colombia analisis portafolioco sistema bancorepublica invitamos tasa hoy corficolombiana inflacion economia 
 andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenari; j : 1. Sim : 0.30006486; No similar. 
 andrespardoa colombia analisis marco fiscal mediano plazo 2014 impacto mercado deuda publica htt  ; j : 2087. Sim : 0.57363474; Baja. 
 esperamos ecopetrolsa reciba brazos abiertos tal dijo ayer gerente ref labelurl  ; j : 2088. Sim : 0.01953769; No similar. 
 andrespardoa colombia bancorepublica hace explicito q usara cupo compra divisas 2do trimestre decir; j : 2089. Sim : 0.52222663; Baja. 
 fdipacifico 100 empresas mas grandes valle norte cauca camaracali labelurl 15 donantes  ; j : 2090. Sim : 0.3176208; No similar. 
 andrespardoa reunido analistas extranjeros sensacion d q reftributaria decepcionaria si sube recaud; j : 2091. Sim : 0.49896625; No similar. 
 bomba estereo enciende noche escenario fep2018 labelurl  ; j : 2092. Sim : 0.06838562; No similar. 
 carobolivar17 hola carolina puedes ver link adjunto anuncio hizo via facebook hace 3 horasnlabelurl; j : 2093. Sim : 0.25676322; No similar. 
 andrespardoa colombia bancorepublica da pistas podria haber nuevos aumentos tasa inter ahora  ; j : 2094. Sim : 0.57926065; Baja. 
 andrespardoa colombia importaciones crecieron 86 anual diciebre 2013  ; j : 2095. Sim : 0.4173873; No similar. 
 gracias apoyaron encuesta bvccolombia mejores areas investigacion economica 5 nominaciones 3 galard; j : 2096. Sim : 0.34422472; No similar. 
 yassernamen entidad supervisa sector financiero superintendencia financiera puede dirigir consulta ; j : 2097. Sim : 0.30867317; No similar. 
 binvestigacionesbanrep aumentar provision servicios financieros conlleva reducciones violencia banc; j : 2098. Sim : 0.32115325; No similar. 
 gajd7106 museosbanrep invitamos registrar peticion informacion sistema atencion ciuda labelurl  ; j : 2099. Sim : 0.5383803; Baja. 
 andrespardoa laxitud monetaria inflando precios vivienda mayor parte planeta labelurl via thee  ; j : 2100. Sim : 0.4128737; No similar. 
 andrespardoa parte 2 entrevista ppradio919 javeriana919fm impacto crisis ucrania colombia mercados ; j : 2101. Sim : 0.49997675; No similar. 
 andrespardoa colombia cierre brechas producto inflacion hace pensar q acercan dias d normalizacion ; j : 2102. Sim : 0.64898664; Baja. 
 verocohen horario atencion tesorerianlunes jueves 700 m 100 p mnviernes 700 m 130 p labelurl  ; j : 2103. Sim : 0.23230638; No similar. 
 ilordpetrosky pais cuenta 108 senadoresnncada gana mensualmente 31249680nnsi votamos favor consulta; j : 2104. Sim : 0.4650806; No similar. 
 andrespardoa andrespardoa q quede claro jpm bajo peso colombia indice estimacion 78 sep 30 equivoca; j : 2105. Sim : 0.48294201; No similar. 
 resolucion 008 uso apoyo nicolas maduro vivalauso labelurl labelurl  ; j : 2106. Sim : 0.3436402; No similar. 
 circulan economia nacional billet 2mil nueva familia firmados actual gerente general labelurl  ; j : 2107. Sim : 0.23308367; No similar. 
 andrespardoa tasa bonos tesoro 10 anos cae minimo 11 meses labelurl via marketwatch advertimos p  ; j : 2108. Sim : 0.5204196; Baja. 
 eventosclavedelajornadademanananeeuu 1000 indice nahb mercado inmobiliario novnzona euro 500 d labe; j : 2109. Sim : 0.32872915; No similar. 
 livisbal hola lila gracias escribirnos cuenta comentarios escalaremos area enca labelurl  ; j : 2110. Sim : 0.28076813; No similar. 
 varios factor deberian contribuir convergencia inflacion meta 3 primero espera p labelurl  ; j : 2111. Sim : 0.37358648; No similar. 
 diversificacion mercado accionario colombiano analisis corficolombiana portafolioco andres duarte l; j : 2112. Sim : 0.6253862; Baja. 
 crees enfrentarian rusia arabia saudita mundial economico descubrelo aqui labelurl  ; j : 2113. Sim : 0.48953012; No similar. 
 continuamos conversatorio porvenir kapital ciudad cali labelurl  ; j : 2114. Sim : 0.50925916; Baja. 
 laucastroarango hoy presentacion equipoporvenir2019 avancemosjuntos porveniroficial labelurl  ; j : 2115. Sim : 0.25253204; No similar. 
 codirector joseantonioocampo clausuro seminario alternativas reforma pensional colombia aumento lab; j : 2116. Sim : 0.3947424; No similar. 
 asi divierten dreamers zona vip storylandconaval labelurl  ; j : 2117. Sim : 0.1753033; No similar. 
 andrespardoa colombia demanda interna colombiana presenta dinamismo importante gerente bancorepubli; j : 2118. Sim : 0.46473432; No similar. 
 andrespardoa opinion contagio vive mercados emergentes exagerado  ; j : 2119. Sim : 0.4016519; No similar. 
 continuamos conversatorio porvenir kapital sigalo vivo siguiente enlace  ; j : 2120. Sim : 0.34051833; No similar. 
 andrespardoa colombia tesoreria excedentes d liquidez buen ritmo d recaudo  ; j : 2121. Sim : 0.5511945; Baja. 
 jorgeajurado hoy dia 16 20 tarifados ley duracion etapa arreglo directo consigan acuerdo  ; j : 2122. Sim : 0.44925857; No similar. 
 cinta seguridad billete 100 mil dentro papel identifican texto brc silueta pajaro b labelurl  ; j : 2123. Sim : 0.22248916; No similar. 
 andrespardoa colombia falta datos dane limita decision emisor labelurl via elcolombiano opiniones  ; j : 2124. Sim : 0.5839677; Baja. 
 jennboshell boleta ir manana fuerza bruta si bancosaval 2x1 fuerzaconaval aprovechen http  ; j : 2125. Sim : 0.49773157; No similar. 
 comienza dia indicadores economicosndolar 303951 euro 336998 cafe us14210  ; j : 2126. Sim : 0.56717676; Baja. 
 andrespardoa colombia solo 2 semanas dolar paso 2045 1977 pesos tes referencia 2024 pasaron 715 657; j : 2127. Sim : 0.45990935; No similar. 
 hotelesestelar haz fin semana buena experiencia hotelesestelar bancosaval podras tener muchomaspara; j : 2128. Sim : 0.34084597; No similar. 
 andrespardoa consumo obras civiles mas dias habiles habrian impulsado pib 1er trimestre labelurl vi; j : 2129. Sim : 0.61369747; Baja. 
 conference board anuncio retroceso 83 puntos indice confianza consumidor ubicandose 1281 mm labelur; j : 2130. Sim : 0.46731457; No similar. 
 porquesera 2015 ano pudieras cambiar carro labelurl  ; j : 2131. Sim : 0.22299467; No similar. 
 top3deimpactoeconomicon1sector servicios eeuucrecio mas esperadon2produccion industrial alema label; j : 2132. Sim : 0.2714804; No similar. 
 andrespardoa colombia opinion minutas bancorepublica sugieren habra nueva alza tasa referencia juni; j : 2133. Sim : 0.6444169; Baja. 
 contagioradio1 ecopetrol hace caso omiso procuraduria comunidad entrar guamal labelurl  ; j : 2134. Sim : 0.39667848; No similar. 
 schneiderlobo claro recuerda debes mantener saldo promedio mensual 300000 listo asi empiezas partic; j : 2135. Sim : 0.36157182; No similar. 
 hoy contagiamos fiebre amarilla vamoscolombia reaccionesaval encuentra labelurl  ; j : 2136. Sim : 0.13087407; No similar. 
 usocasabe hoy hacemos homenaje fuerza amor ternura templanza todas mujeres trabajadoras empeno  ; j : 2137. Sim : 0.13406111; No similar. 
 andrespardoa sigue proceso venta isagen tiempo agota labelurl via portafolioco comentarios mios  ; j : 2138. Sim : 0.38579157; No similar. 
 andrespardoa porquenosubirtasas 5c mayoria codirectores cree q tasa superior 7 contraccionista asi ; j : 2139. Sim : 0.40921003; No similar. 
 andrespardoa noche 9 pm estare bluradioco hablar decision hoy bancorepublica elevar tasas  ; j : 2140. Sim : 0.5395918; Baja. 
 rtcali toda frescura ministro hacienda pide ecopetrol venda cenit joya coronanporque rentable bajo ; j : 2141. Sim : 0.11546748; No similar. 
 top 3 impacto economicocrecimiento ganancias industriales chinasavances renegociacion tcla l labelu; j : 2142. Sim : 0.28321466; No similar. 
 ameisel mayoria aportes historiografia economica caribe colombiano sido realizados investigadore la; j : 2143. Sim : 0.49926436; No similar. 
 andrespardoa mensaje yellen hoy feed mantendra tasas bajas x tiempo considerable xq economia sigue ; j : 2144. Sim : 0.57609624; Baja. 
 acciones pendientes analisis portafolioco andrespardoa salcedocarmen labelurl labelurl  ; j : 2145. Sim : 0.45078272; No similar. 
 innovacionempresarial conoce sectoren mueve empresa posteriormentemide grado cambiosnt labelurl  ; j : 2146. Sim : 0.117246196; No similar. 
 acuerdo estimacion preliminar indice pmi compuesto ihs markit zona euro mide situa labelurl  ; j : 2147. Sim : 0.45052707; No similar. 
 hermanos croatas vengan 2 vs 1 reaccionesaval rusia2018 labelurl  ; j : 2148. Sim : 0.08861993; No similar. 
 borradordeeconomia 1020 juan jose echavarria mauricio villamizar sara restrepo juan d hernandez lab; j : 2149. Sim : 0.33910054; No similar. 
 andrespardoa colombia bancorepublica modifico programa compra divisas continua comprando mil millon; j : 2150. Sim : 0.5040677; Baja. 
 ano nuevo simboliza comienzo manana mejor nuevo comienzo lleno armonia luz anonimo  ; j : 2151. Sim : 0.30275136; No similar. 
 ultimo informe inflacion unidos muestra dato acorde esperado analis labelurl  ; j : 2152. Sim : 0.34971893; No similar. 
 manuruiz27 manuel horario lunes jueves 800 be 400 pm nviernes 800 be 430 pm saludos  ; j : 2153. Sim : 0.161325; No similar. 
 pronosticos crecimiento pib colombiano 27 2018 mas alta 2019 apostaria 3 labelurl  ; j : 2154. Sim : 0.41429248; No similar. 
 top 3 impacto economico pib china crecio 67 segundo trimestre anoganancias bank of ameri labelurl  ; j : 2155. Sim : 0.46604455; No similar. 
 top3deimpactoeconomicon1confianza consumidor retrocedio moderadamenten2precio petroleo valoriza lab; j : 2156. Sim : 0.36214647; No similar. 
 hazstiven bancorepublica bajo tasa inter intervencion 25 pb situo 425  ; j : 2157. Sim : 0.5002561; Baja. 
 andrespardoa colombia 7 jpmorgan advertiamos q flujos capital pais seguian superando ampliamente de; j : 2158. Sim : 0.61701953; Baja. 
 tragedia lisama pudo haberse evitado ecopetrolsa ojala digan verdad responsables renuncien labelurl; j : 2159. Sim : 0.06490662; No similar. 
 avanza barrancabermeja cabildo abierto salvacion chatarrizacion refineria labelurl  ; j : 2160. Sim : 0.27575964; No similar. 
 andrespardoa eurozona equipo tecnico eurosistema bajo pronostico crecimiento pib 2014 12 1 inflacio; j : 2161. Sim : 0.556526; Baja. 
 planetaazul ahorra energia electrica utilizando bombillos bajo consumo  ; j : 2162. Sim : 0.1964825; No similar. 
 manana foro corficolombiana midiendoelvaso transmision vivo labelurl registrese labelurl  ; j : 2163. Sim : 0.45580614; No similar. 
 asobancaria cambio condiciones externas plausible recuperacion demanda interna estan dad labelurl  ; j : 2164. Sim : 0.33633408; No similar. 
 tipempresarial empezar ano motivando empleados olvides subrayar fortalezas cada labelurl  ; j : 2165. Sim : 0.23391151; No similar. 
 asi encuentran periscopeco labelurl  ; j : 2166. Sim : 0.24523267; No similar. 
 eventosclavedelajornadademanananchina 0400 ganancias industriales octneeuu 0730 indice activida lab; j : 2167. Sim : 0.34849748; No similar. 
 andrespardoa analisis deuda publica 3 aplazamiento venta isagen implica mas deficit fiscal mas emis; j : 2168. Sim : 0.551934; Baja. 
 jaocampo indicadores empleo urbanos llevan tres anos deterioro moderado sido compensados labelurl  ; j : 2169. Sim : 0.28335816; No similar. 
 bespebanrep articulo efectividad intervenciones cambiarias presencia ahorro publico estima labelurl; j : 2170. Sim : 0.36907795; No similar. 
 banrepeduca gerente juanjoseechavarria dialoga rectora docente equipo estudiantes labelurl  ; j : 2171. Sim : 0.10487428; No similar. 
 contados minutos iniciaremos conversatorio acerca perspectivas economicas politicas labelurl  ; j : 2172. Sim : 0.41299412; No similar. 
 puli89 hola puli89 invitamos acceder equipo escritorio conexion internet preferiblement labelurl  ; j : 2173. Sim : 0.4238548; No similar. 
 ministerio comercio chino paises cuestion acordaron consultas presenciales comercio exterior labelu; j : 2174. Sim : 0.4005339; No similar. 
 osbernal bancosaval hola osbernal lamentamos molestias sistema encuentra funcionando normal labelur; j : 2175. Sim : 0.1749753; No similar. 
 breportesdelemisor reciente informe gerente economia colombiana fuerte volatilidad internacional la; j : 2176. Sim : 0.33360288; No similar. 
 musictrendscol lollapalooza2019 fepx twentyonepilots traen carro hara parte montaje escenico show  ; j : 2177. Sim : 0.21039921; No similar. 
 musictrendscol lollapalooza2019 fepx twentyonepilots traen carro hara parte montaje escenico show f; j : 2178. Sim : 0.2136232; No similar. 
 mapavgranados estan regalando boletas maroon5 bancosaval eldato maroonvtour  ; j : 2179. Sim : 0.25374192; No similar. 
 andrespardoa colombia proyecto acto legislativo plantea cuatro cambios sistema regalias labelurl vi; j : 2180. Sim : 0.533488; Baja. 
 andrespardoa manana lunes estare 7 8 be hablando economia ppradio919 javeriana919fm 919 fm bogota  ; j : 2181. Sim : 0.5786884; Baja. 
 cada artesania historia detras listo conocer esconden realizadas ar labelurl  ; j : 2182. Sim : 0.13055591; No similar. 
 nicolascuervop presidente publicidad carlos arias porveniroficial mmb2016 labelurl zonabientvcomco ; j : 2183. Sim : 0.17070596; No similar. 
 informealcongreso disminucion riesgo pais mejora confianza agentes economicos estimulo politica mo ; j : 2184. Sim : 0.67376393; Media. 
 investigacionesbanrep comporta tasa inter natural cinco economias mas grandes america l labelurl  ; j : 2185. Sim : 0.4486182; No similar. 
 tuttox soylanacion representantes d atletascolombianos pa rio2016es colombia labelurl  ; j : 2186. Sim : 0.47427237; No similar. 
 director ejecutivo presentando vision economica mercados selecto grupo inversionistas extra labelur; j : 2187. Sim : 0.3904843; No similar. 
 cara saber hoy termina mundial fifa rusia 2018 reaccionesaval rusia2018 labelurl  ; j : 2188. Sim : 0.28659365; No similar. 
 top 3 impacto economico presidente china podria permanecer cargo indefinidamente fitch redujo calif; j : 2189. Sim : 0.30492514; No similar. 
 hotelesestelar dias agotan reservar tarjetas bancosaval pienses mas labelurl labelurl  ; j : 2190. Sim : 0.22194624; No similar. 
 juanjoseechavarria gerente banco republica converso eltiempo recientes anuncios emi labelurl  ; j : 2191. Sim : 0.2931946; No similar. 
 andrespardoa deuda china supera 200 pib aumento fuerte ultimos 5 anos labelurl labelurl  ; j : 2192. Sim : 0.502672; Baja. 
 recuperacion macroeconomica pais generado incremento mayor ingresos hogares comparaci labelurl  ; j : 2193. Sim : 0.50412863; Baja. 
 andrespardoa colombia confianza comerciantes 288 continuo racha crecimiento labelurl via larepublic; j : 2194. Sim : 0.538667; Baja. 
 andrespardoa informe actualizacion proyecciones economicas mundiales fmi publicadas hoy imfnews lab; j : 2195. Sim : 0.5723915; Baja. 
 gabyatuesta hola gabriela informamos sucursales solo cubrimiento nivel nacional em labelurl  ; j : 2196. Sim : 0.43381628; No similar. 
 alta administracion ecopetrolsa amano capitulo ddhh acomodar altos labelurl  ; j : 2197. Sim : 0.34775454; No similar. 
 corficolombiana director ejecutivo andrespardoa dentro cuentas imprescindibles economia financiera ; j : 2198. Sim : 0.43703285; No similar. 
 andrespardoa fastft emerge market rise to sixmonth high labelurl via ft repunte importante  ; j : 2199. Sim : 0.44797215; No similar. 
 desbalance fiscal analisis corficolombiana portafolioco andrespardoa salcedocarmen labelurl  ; j : 2200. Sim : 0.5535979; Baja. 
 top3deimpactoeconomicon1gobierno prometio mayor estimulo economico dada profundizacion desacelerac ; j : 2201. Sim : 0.43521264; No similar. 
 andrespardoa colombia 2 datos relevantes censo edificaciones 4 trim 2013 publicado ayer area inicia; j : 2202. Sim : 0.49527726; No similar. 
 andrespardoa video entrevista yina ramos programa economia dia cablenoticias hablando retos econo  ; j : 2203. Sim : 0.5425338; Baja. 
 camacolcolombia economia colombiana viene senda franca recuperacion luego ajuste frente cho labelur; j : 2204. Sim : 0.49588633; No similar. 
 banrepcultural juanjoseechavarria biblioteca luis angel arango cumple 60 anos atender publico cada ; j : 2205. Sim : 0.39638454; No similar. 
 andrespardoa audio entrevista ayer ppradio919 javeriana919fm hablando coyuntura economica mercados ; j : 2206. Sim : 0.56900424; Baja. 
 andrespardoa colombia ventas minoristas vehiculos crecieron 52 febrero ventas vehiculos crecieron 1; j : 2207. Sim : 0.37490392; No similar. 
 andrespardoa colombia minminas anuncia alzas moderadas tarifas servicio energia labelurl via eltiem; j : 2208. Sim : 0.6164614; Baja. 
 vivo labelurl foro corficolombiana midiendo vaso labelurl  ; j : 2209. Sim : 0.18957965; No similar. 
 andrespardoa grecia podria necesitar nuevo rescate 10 20 mil millones euros labelurl via expansionc; j : 2210. Sim : 0.36685637; No similar. 
 juanamaya23 elespectador eltiempo lasillavacia lapullaoficial juanamaya23 favor siguenos poder comu; j : 2211. Sim : 0.28461576; No similar. 
 alexanderriera mayor informacion invitamos registrar consulta sistema atencion ciu labelurl  ; j : 2212. Sim : 0.5492899; Baja. 
 celebremos tradiciones patrimonio cultural festival leyenda vallenata rey reyes labelurl  ; j : 2213. Sim : 0.09712319; No similar. 
 andrespardoa brillante columna opinion moisesnaim elnacionalweb emergencia emergentes labelurl  ; j : 2214. Sim : 0.42618078; No similar. 
 andrespardoa comunicado bancorepublica lleno argumentos haber subido tasas 425 4 analisis http  ; j : 2215. Sim : 0.45175806; No similar. 
 acuerdo reporte agencia analisis economico estadounidense crecimiento preliminar product labelurl  ; j : 2216. Sim : 0.50918806; Baja. 
 andrespardoa sera bancorepublica preparando pausa politica subir tasa inter analisis labelurl  ; j : 2217. Sim : 0.71953136; Media. 
 revistadinero retos enfrentan mipymes colombia  ; j : 2218. Sim : 0.4183699; No similar. 
 nuevos propositos nuevas oportunidades cumplirlos 2018 feliz ano nuevo mejores deseo labelurl  ; j : 2219. Sim : 0.13646019; No similar. 
 eventosclavedelajornadanzona euro 0300 indice pmi compuesto agonzona euro 630 minutas politica mo l; j : 2220. Sim : 0.5769198; Baja. 
 causacion analisis corficolombiana portafolioco salcedocarmen labelurl  ; j : 2221. Sim : 0.5098903; Baja. 
 blas finanzas publicas territoriales colombia do decadas cambios concluye proceso descentralizador ; j : 2222. Sim : 0.55849606; Baja. 
 sicolombialeganaabrasilyo quedo chile torneo termine labelurl  ; j : 2223. Sim : 0.35361117; No similar. 
 andrespardoa quede claro compra activos anuncio hoy banco central europeo relajamiento cuantitativo; j : 2224. Sim : 0.32463014; No similar. 
 top3deimpactoeconomicon1aumenta actividad sector servicios eeuun2inflacion anual colombia labelurl ; j : 2225. Sim : 0.4621774; No similar. 
 andrespardoa medidas liquidez anuncio banco central europeo insuficientes esperamos mas anuncios fi; j : 2226. Sim : 0.37275824; No similar. 
 top 3 impacto economico ventas menor eeuu cayeron enero ventas minoristas colombia disminu labelurl; j : 2227. Sim : 0.3610339; No similar. 
 banrepcultural sigue conferencia vivo traves stream labelurl  ; j : 2228. Sim : 0.3116569; No similar. 
 live on periscope arranco lollapaloozaconaval labelurl  ; j : 2229. Sim : 0.10625638; No similar. 
 unionsindicalobrera paropetrolero somosuso nmeta puertosalgar labelurl  ; j : 2230. Sim : 0.12428882; No similar. 
 andrespardoa colombia ventas minoristas crecieron 67 febrero sigue repunte ratifica estimacion mayo; j : 2231. Sim : 0.4851487; No similar. 
 maltescut1 pasaria si colombia existieran sindicatos negocios portafolio labelurl via portafolioco ; j : 2232. Sim : 0.58538103; Baja. 
 andrespardoa porquenosubirtasas 3b alzas precios paro camionero transitorias  ; j : 2233. Sim : 0.30763415; No similar. 
 andrespardoa hacer seguimiento mercados relevantes colombia dolar bonos acciones etc invito portal ; j : 2234. Sim : 0.57873106; Baja. 
 juliocromeroa esperamos crecimiento 28 2018 32 2019 sesgo negativo alta incert labelurl  ; j : 2235. Sim : 0.31086376; No similar. 
 presidente eeuu donald trump anuncio previsto reunirse presidente xi china an labelurl  ; j : 2236. Sim : 0.24574016; No similar. 
 portafolioco sabia deudas menores 137000 darian sanciones centrales riesgo labelurl labelurl  ; j : 2237. Sim : 0.23806599; No similar. 
 andrespardoa espana reporta crecimiento economico mas alto 6 anos spain report fastest economic gro; j : 2238. Sim : 0.5485652; Baja. 
 maiguashca javeriana919fm ppradio919 regulacion vela mejor transmision politica monetaria labelurl ; j : 2239. Sim : 0.5909977; Baja. 
 datos cierre mercado labelurl  ; j : 2240. Sim : 0.29061106; No similar. 
 top3deimpactoeconomicon1china ajusta arancelarios 2019 fin impulsar comercio exteriorn2pa labelurl ; j : 2241. Sim : 0.28881285; No similar. 
 ausencia relativa capital productivo infraestructura campo explican diferencia productividad labelu; j : 2242. Sim : 0.22881162; No similar. 
 top3deimpactoeconomicon1mejora confianza inversores alemanesn2organizacion mundial comercio advier ; j : 2243. Sim : 0.22529559; No similar. 
 andrespardoa colombia sigue creciendo produccion cafetera pais labelurl via eltiempo  ; j : 2244. Sim : 0.5997535; Baja. 
 mas 45 mil personas corriendo mas 45 mil almas ganadoras ntodos gran equipo nsoylanacion labelurl  ; j : 2245. Sim : 0.11917032; No similar. 
 eventosclavedelajornadademanananeeuu 1300 minutas politica monetaria ncolombia 1000 produccion i la; j : 2246. Sim : 0.5394616; Baja. 
 si pensando cambiarte fondo necesario conozcas dobleasesoria labelurl  ; j : 2247. Sim : 0.08956696; No similar. 
 informesobreinflacion 2t2018 inflacion expectativas tendieron estabilizarse situaron labelurl  ; j : 2248. Sim : 0.2966222; No similar. 
 andrespardoa moodys deuda externa argentina poder holdouts paguen solo dolar lisa llan  ; j : 2249. Sim : 0.38756722; No similar. 
 ghernandez foroeconomico2017 disminucion tasa inter intervencion bancorepublica tran labelurl  ; j : 2250. Sim : 0.64317733; Baja. 
 desempleo zona euro cayo enero minimos nueve anos gracias fuerte crecimiento economico ofic labelur; j : 2251. Sim : 0.5364987; Baja. 
 mediante resolucion 3176 12 julio 2018 ministerio trabajo rechazo recurso queja presentado po label; j : 2252. Sim : 0.1728612; No similar. 
 fulanozuluaga hola juan usa aporte 16 salarion 16 115 va cuenta individual afiliado  ; j : 2253. Sim : 0.23695695; No similar. 
 andrespardoa porquenosubirtasas 1 incrementos tasa intervencion estan cumpliendo mas rapidamente re; j : 2254. Sim : 0.5740498; Baja. 
 jueves 5 julio bancorepublica organiza seminario internacional alternativas reforma pensional label; j : 2255. Sim : 0.29895815; No similar. 
 yariguies1027 lomastrinado berraco problema ecopetrolsa mire barrancabermeja labelurl  ; j : 2256. Sim : 0.21515991; No similar. 
 andrespardoa banco central europeo anuncia tambien preparando compra titulos respaldados activos re; j : 2257. Sim : 0.33658934; No similar. 
 resolucion 002 uso sustentabilidad economica ambiental vivalauso labelurl labelurl  ; j : 2258. Sim : 0.3999757; No similar. 
 andrespardoa colombia encuestagallupprimera vuelta santos 32 zuluaga 205 ramirez 113 penalosa 101 l; j : 2259. Sim : 0.35346577; No similar. 
 cangrejito hola jessica ocasiones lineas congestionan recomendamos esperar labelurl  ; j : 2260. Sim : 0.19174309; No similar. 
 tuboletanews minutos rueda prensa moveconcertsco ocesacolombia detalles rollingstonescolombia tubol; j : 2261. Sim : 0.06394297; No similar. 
 exito puede resumir tener balance 4 aspectos esenciales vidalaboral familiar social personal  ; j : 2262. Sim : 0.19291413; No similar. 
 eventosclavedelajornadademanananeeuu 830 ordenes bienes durables octncolombia confianza industrial ; j : 2263. Sim : 0.18995525; No similar. 
 binvestigacionesbanrep documento economia politica caribe colombiano senala tres aspectos labelurl ; j : 2264. Sim : 0.6037371; Baja. 
 demuestranos manana 3am harias ver coldplayconaval conoce mas labelurl labelurl  ; j : 2265. Sim : 0.3620832; No similar. 
 raptorjamube03 unidadvictimas supersalud favor siguenos podernos contactar dm contigo asi colabo la; j : 2266. Sim : 0.30904543; No similar. 
 andrespardoa colombia ventas menor crecieron 83 marzo 2014 vehiculos crecieron 59 vehiculos crecier; j : 2267. Sim : 0.34844357; No similar. 
 andrespardoa argentina podria ganar copa mundo perder economia siguientes semanas labelurl via qz c; j : 2268. Sim : 0.37647533; No similar. 
 fin semana centro eventos neomundo 900 be 700 pm visitanos stand 20 feria labelurl  ; j : 2269. Sim : 0.2437981; No similar. 
 tras negativa expresado parlamento britanico programa propuesto salida reino unido labelurl  ; j : 2270. Sim : 0.17192383; No similar. 
 top3deimpactoeconomicon1mejora confianza inversores zona euron2actividad manufacturera eeu labelurl; j : 2271. Sim : 0.31457502; No similar. 
 porveniroficial elecciones brasil debemos preocuparnosnmauricio reina investigador asociado fedesar; j : 2272. Sim : 0.26447982; No similar. 
 juanjoseechavarria destaco proyecto incluye 1 billon utilidades bancorepublica originadas labelurl ; j : 2273. Sim : 0.36608946; No similar. 
 valor agregado industria colombia representa 11 pib cadenas valor industriales cerca labelurl  ; j : 2274. Sim : 0.3525628; No similar. 
 quieres informado sistema financiero inversiones cambio divisas sigue ahora bcooccidentemd  ; j : 2275. Sim : 0.37929145; No similar. 
 leonidasgomezg bid preside luis alberto moreno viene colombia exigir venta ecopetrol poder pagar pa; j : 2276. Sim : 0.47531867; No similar. 
 andrespardoa colombia aumento 44 industria confirma optimismo empresarios labelurl via larepublicac; j : 2277. Sim : 0.5666527; Baja. 
 andrespardoa banco republica acelerara compra dolares defender sector productivo minhacienda labelu; j : 2278. Sim : 0.4471149; No similar. 
 andrespardoa riesgo deflacion eurozona aumentando asi q esperamos q banco central inyecte mas liqui; j : 2279. Sim : 0.5866227; Baja. 
 banrepcultural medellin gustaria conocer exposicion monetaria interactiva banco republica labelurl ; j : 2280. Sim : 0.51410335; Baja. 
 andrespardoa analisis coyuntura fiscal colombia elrompecabezas fiscal labelurl labelurl  ; j : 2281. Sim : 0.51615; Baja. 
 portafolioco misfinanzas consejos vida financiera estable labelurl labelurl  ; j : 2282. Sim : 0.30498627; No similar. 
 necesitas conocer impacto economico traen sucesos importantes semanales sigue cuenta mesa dinero bc; j : 2283. Sim : 0.30653784; No similar. 
 ghernandez foroeconomico2017 disminucion tasa intervencion ultima reunion jdbr debe t labelurl  ; j : 2284. Sim : 0.56467783; Baja. 
 espebanrep 88 findeter banco especializado promocion infraestructura urbana regional sido labelurl ; j : 2285. Sim : 0.52763593; Baja. 
 andrespardoa razones creemos bancorepublica deberia mantener tasa intervencion inalterada julio htt; j : 2286. Sim : 0.64288557; Baja. 
 nicolasescandoh cultura antisindical impide sociedad avance democracia recomendado columna palmaedw; j : 2287. Sim : 0.27251518; No similar. 
 andrespardoa eeuu ojo 17 puntos 4 crecimiento pib 2ndo trimestre inventarios celebrar  ; j : 2288. Sim : 0.5276367; Baja. 
 dreamers esperando disfrutar experiencia vip storylandconaval labelurl  ; j : 2289. Sim : 0.11131417; No similar. 
 andrespardoa propuesta reforma tributaria comision expertos podria subir inflacion 19 22 pts porcen; j : 2290. Sim : 0.5764147; Baja. 
 bancopichincha enmarcar derechos fundamentales libre expresionla protesta socialderecho asociacion ; j : 2291. Sim : 0.11608231; No similar. 
 fondosdepension personas jovenes ahorran carro vivienda ahorran viajar tener nuevas experiencias  ; j : 2292. Sim : 0.15581247; No similar. 
 andrespardoa argentina viene adoptando politicas economicas insostenibles precipito devaluacion pes; j : 2293. Sim : 0.5756616; Baja. 
 andrespardoa colombia ayer revisamos alza pronostico tasa intervencion fin ano 5 475  ; j : 2294. Sim : 0.62470186; Baja. 
 rollingstones roll stone anunciada gira america latina olenlabelurl  ; j : 2295. Sim : 0.14444019; No similar. 
 celebremos vida suenos 2018 hoy termina cuentanos comentarios razonparacelebrar 201 labelurl  ; j : 2296. Sim : 0.2466756; No similar. 
 martes 14 agosto 8am transmitiendo rueda prensa bcavirtual lanoticiabca labelurl  ; j : 2297. Sim : 0.14644143; No similar. 
 si seguro proximo gobierno llegara reforma tributaria mauricio reina conozca mas aqu labelurl  ; j : 2298. Sim : 0.45663264; No similar. 
 andrespardoa analisis semana actualizamos expectativa precios petroleo 2014 labelurl  ; j : 2299. Sim : 0.6541242; Baja. 
 andrespardoa colombia produccion industrial crecio 98 marzo 2014 ojo dato sobredimensionado efecto ; j : 2300. Sim : 0.4530661; No similar. 
 top 3 impacto economico actividad manufacturera china cayo febrero ordenes bienes durables eeuu lab; j : 2301. Sim : 0.44708255; No similar. 
 canch1000 entidad debe responder pregunta fedecafeteros invitamos comunicarse  ; j : 2302. Sim : 0.18753578; No similar. 
 andrespardoa eurozona inflacion cae 05 anual marzo mas baja 4 anos nucleo 07 minimo historico aumen; j : 2303. Sim : 0.58360314; Baja. 
