Modulo nnlm-es-dim128-with-normalization-2
Topicos : caso dm gracias bancorepublica atentos quedamos datos area colaborarte 
 julianabdiaz lugar evento cambiado realizara hotel radisson avenida 60 2299 salon ar total bogota d; j : 1. Sim : 0.18399064; No similar. 
 aprovecha epoca rebajasnlike gaste dinero diciembre nrt enero mes  ; j : 2142. Sim : 0.13787156; No similar. 
 senadorhonesto contrario trabajando cerro teatro conozca ultima infor labelurl  ; j : 2143. Sim : 0.3126589; No similar. 
 salientilo conozca ultima decision juntabanrep siguiente vinculo labelurl  ; j : 2144. Sim : 0.21827689; No similar. 
 bancorepublica radico congresodecol segundo informealcongreso senala resultados macroeconomicos c l; j : 2145. Sim : 0.4624322; No similar. 
 relacion tasas inter intervencion juanjoseechavarria explica bancorepublica red labelurl  ; j : 2146. Sim : 0.5336815; Baja. 
 andrespardoa colombia accelerate dollar purchase to curb peso rally labelurl via bloombergnews in l; j : 2147. Sim : 0.29975086; No similar. 
 respondimos solicitud via inbox momento encuentra curso area encargada viktorazul13  ; j : 2148. Sim : 0.4586529; No similar. 
 paolabordadiaz gracias permitirnos servirte excelente dia  ; j : 2149. Sim : 0.22565629; No similar. 
 participaron dieron todopormamabdb gracias reconocer importante labelurl  ; j : 2150. Sim : 0.24662633; No similar. 
 bota penal minuto 63 arg vs isl reaccionesaval rusia2018 labelurl  ; j : 2151. Sim : 0.14460056; No similar. 
 bancorepublica junta directiva lamentan fallecimiento juan cristobal romero rengifo presidente labe; j : 2152. Sim : 0.16142717; No similar. 
 fcastellanosar conozca ultimas decisiones bancorepublica labelurl  ; j : 2153. Sim : 0.42794213; No similar. 
 ahorrar puede ser mas agradable pensamos labelurl  ; j : 2154. Sim : 0.011390728; No similar. 
 andrea porvenir explica aqui casos puedes retirar cesantias labelurl  ; j : 2155. Sim : 0.18101287; No similar. 
 eldiegocamargo do soluciones mini cooper moto bmw descubre ganar do premios labelurl  ; j : 2156. Sim : 0.17903036; No similar. 
 andrespardoa miembros junta bancorepublica q consideran q brecha producto cerro deben seguir alza  ; j : 2157. Sim : 0.34103745; No similar. 
 presentacion codirector gerardohernandez reunion anual juntas gobernad labelurl  ; j : 2158. Sim : 0.25096354; No similar. 
 conoce calendario tributario valores retencion fuente 2017 labelurl  ; j : 2159. Sim : 0.18661727; No similar. 
 nuevo aproxima delirio salsa cali puedes perder labelurl labelurl  ; j : 2160. Sim : -0.012462597; No similar. 
 leomat23 gracias leonidas ayudanos datos dm hacer reporte oficina saludos  ; j : 2161. Sim : 0.59580207; Baja. 
 puli89 puli89 trabajando mejorar gracias escribirnos mensaje directo seguimos contacto  ; j : 2162. Sim : 0.36159799; No similar. 
 necesitas conductor elegido hoy soluciones sorprendentes podras tener mas labelurl  ; j : 2163. Sim : 0.18148047; No similar. 
 conozca reportesdelemisor panorama pagos menor colombia correspondiente mes enero labelurl  ; j : 2164. Sim : 0.2232571; No similar. 
 hinchabukaro sfcsupervisor hola hinchabukaro gracias escribirnos canal encuentran disponib labelurl; j : 2165. Sim : 0.4096044; No similar. 
 laacademiadelahorro sigue actividades educacion financiera barranquilla bogota gmw2019 labelurl  ; j : 2166. Sim : 0.23605514; No similar. 
 nayibsk8 hola juan permitenos ayudarte escribenos favor dm revisar caso area encargada quedamos ate; j : 2167. Sim : 0.5793475; Baja. 
 inttruso ernestomaciast juanmansantos mauriciocard inttruso criptomonedas pueden ser canal activida; j : 2168. Sim : -0.01963296; No similar. 
 emiliogp22 grupoavalco hola luis angel revisar caso area encargada escribenos favor dm labelurl  ; j : 2169. Sim : 0.5026932; Baja. 
 hola fravas1g ayudarte prioridad cuentanos cajero intentaste sacar dinero  ; j : 2170. Sim : 0.26347828; No similar. 
 martaforeros hola ofrecemos disculpas favor envianos caso dm enviarlo area encargada quedamos atent; j : 2171. Sim : 0.6349956; Baja. 
 juancguayana hola juan camilo invitamos comentes caso bcooccidente colaboren inconveniente saludos ; j : 2172. Sim : 0.32955772; No similar. 
 tapabocasguy hola tapabocasguy lamentamos molestias canal estan funcionando normalmente si p labelu; j : 2173. Sim : 0.20901574; No similar. 
 musico parte politica cultural bancorepublica apoya creatividad estimulando perfeccionam labelurl  ; j : 2174. Sim : 0.21449633; No similar. 
 skamgutt hola skamgutt contamos puedes solicitar certificado cuenta si tarjeta debito ac labelurl  ; j : 2175. Sim : 0.3405565; No similar. 
 hoy bogota despierta ultimo dia compras felices pierdas actividades labelurl  ; j : 2176. Sim : 0.24071072; No similar. 
 fabioleonlondoo si proyecto convierte ley bancorepublica tendria periodo amplio transicion costo re; j : 2177. Sim : 0.21895495; No similar. 
 reportesdelemisor manana miercoles 21 noviembre 230 pm siga directo presentacion reporte labelurl  ; j : 2178. Sim : 0.35379162; No similar. 
 bel bancorepublica radico congreso republica informe junta directiva senala resultados labelurl  ; j : 2179. Sim : 0.31921715; No similar. 
 actitud pequena cosa marca gran diferencia winston churchill labelurl  ; j : 2180. Sim : 0.12142816; No similar. 
 ximenapiraneque sfcsupervisor hola ximena favor cuentanos caso via dm datos personales poder colabo; j : 2181. Sim : 0.57729256; Baja. 
 nadiemeconoce valdedrama lawneira hola recuerda participar deben ser personajes reales saludos  ; j : 2182. Sim : 0.2395675; No similar. 
 barranquilla banco republica promovio intensa agenda globalmoneyweek capital labelurl  ; j : 2183. Sim : 0.14144008; No similar. 
 andresguero hola andres manejando caso mensaje interno respuesta notificaremos saludos  ; j : 2184. Sim : 0.34585106; No similar. 
 mlorozco78 feliz dia hoy conmemoramos dia llamadas liderarnos transformar realidades usofrenteobrer; j : 2185. Sim : 0.16342555; No similar. 
 hola panchitagalindo revisaremos nuevamente caso area encargada  ; j : 2186. Sim : 0.5009409; Baja. 
 jorso8 postularse puede ingresar labelurl si informacion requiere agrade labelurl  ; j : 2187. Sim : 0.11791907; No similar. 
 dparrab david escribirmos medio dm saludos  ; j : 2188. Sim : 0.33591953; No similar. 
 solicita cita asesoria pensional escoge canal deseas ser atendido labelurl  ; j : 2189. Sim : 0.15099274; No similar. 
 directo gustavoyacaman sigue twitcam dejanos preguntas labelurl eligetriunfar  ; j : 2190. Sim : 0.14962786; No similar. 
 revistadinero trata innovar innovar sino crear oportunidades msempresaslatam  ; j : 2191. Sim : 0.10732148; No similar. 
 marialetrujillo mariale poder colaborarte favor envianos datos dm quedamos atentos  ; j : 2192. Sim : 0.6675573; Baja. 
 hoy partir 10 be vea labelurl presentacion directo reporte estabilidad labelurl  ; j : 2193. Sim : 0.21202129; No similar. 
 finanzas punto clave vida pareja porvenir contamos llevarlas labelurl  ; j : 2194. Sim : 0.13187492; No similar. 
 hola hentuna trabajamos diario lograrlo saludos  ; j : 2195. Sim : 0.24482602; No similar. 
 credito libre destino acompana cumplir suenos conoce beneficios requisitos  ; j : 2196. Sim : 0.22588955; No similar. 
 valoresgna actualmente seminarios programados ibague consulte agenda eventos nacionale labelurl  ; j : 2197. Sim : 0.18433699; No similar. 
 achinforma conozca comunicado prensa emitido insider3 informo vinculacion bancorepublica p labelurl; j : 2198. Sim : 0.37783867; No similar. 
 drctvip cuentanos lugar cajero  ; j : 2199. Sim : 0.247785; No similar. 
 junta directiva bancorepublica lamenta fallecimiento abdon espinosa valderrama do veces ministro la; j : 2200. Sim : 0.1412167; No similar. 
 palmaedwin usofrenteobrero vea video completo labelurl  ; j : 2201. Sim : 0.1792894; No similar. 
 andrespardoa gerente general bancorepublica presenta informe inflacion esperamos 09052014 labelurl ; j : 2202. Sim : 0.374923; No similar. 
 baile buena musica amigos sonrisas esten present dias nuevo ano disfr labelurl  ; j : 2203. Sim : 0.33853316; No similar. 
 hola 1957toto pago mesada enero programado dia hoy 10 enero  ; j : 2204. Sim : 0.20866491; No similar. 
 hola juanpabloarist8 pago mesada enero programado dia hoy 10 enero  ; j : 2205. Sim : 0.17406873; No similar. 
 rfbonilla permitenos colaborarte cuentanos oficina ubicado quedamos atentos  ; j : 2206. Sim : 0.4326582; No similar. 
 bconozca presentacion joseantonioocampo realizada seminariobanrep coyuntura politicas labelurl  ; j : 2207. Sim : 0.26538494; No similar. 
 cindyruedac hola cindyruedac realizar cancelacion cuenta comunicate servilinea nbog labelurl  ; j : 2208. Sim : 0.36740294; No similar. 
 thiiago0823 hola santiago atendimos requerimiento dm saludos  ; j : 2209. Sim : 0.38306734; No similar. 
 dacabe2 hola daniel permitenos ayudarte envianos detalles caso dm revisarlo area encargada quedamos; j : 2210. Sim : 0.65592915; Baja. 
 kochibouchi si participar cafetera dolce gusto invitas tomar cafe odien labelurl  ; j : 2211. Sim : 0.009393389; No similar. 
 vibanez9 hola dejanos datos dm hacer seguimiento saludos  ; j : 2212. Sim : 0.5282552; Baja. 
 emepe ensena comunicacion sindical tiempos internet somosuso aprendemos labelurl  ; j : 2213. Sim : 0.26916367; No similar. 
 asthartemoon hola carolina siguiente enlace encontraras toda informacion acerca doble asesoria  ; j : 2214. Sim : 0.44856718; No similar. 
 castrocamil hola camilo gracias recomendacion trabajando incluir pagos tc pse q labelurl  ; j : 2215. Sim : 0.40792793; No similar. 
 top3deimpactoeconomico e1 gobierno japon reduce panorama economicon2aranceles china mantendran segu; j : 2216. Sim : 0.18387169; No similar. 
 manchutress hola dejanos datos dm hacer seguimiento caso  ; j : 2217. Sim : 0.60503376; Baja. 
 presidente eeuu donald trump senalo considerando implementar aranceles adicionales impor labelurl  ; j : 2218. Sim : 0.22300287; No similar. 
 asi criminaliza organizaciones sociales incitados comunicados ecopetrolsa carecen d labelurl  ; j : 2219. Sim : 0.18502975; No similar. 
 proxenetti hola recuerda participar debes incluir bancodebogota saludos  ; j : 2220. Sim : 0.24412642; No similar. 
 julianbactor hola julian permitenos colaborarte envianos caso datos contacto dm quedo atenta  ; j : 2221. Sim : 0.6357303; Baja. 
 jorgramirer jorge traves mensaje directo envianos datos personales verificar caso  ; j : 2222. Sim : 0.48774052; No similar. 
 conoce sirven cesantias aqui contamos detalladamente labelurl  ; j : 2223. Sim : 0.3335051; No similar. 
 conozca financieros bancorepublica correspondientes septiembre 2018 siguiente vinculo labelurl  ; j : 2224. Sim : 0.33905545; No similar. 
 banrepcultural juan jose echavarria gerente bancorepublica celebra alianza voluntades permite inaug; j : 2225. Sim : 0.13785188; No similar. 
 tras presentacion reporte labelurl danielesosorio dijo bancorepublica monitorea evolu labelurl  ; j : 2226. Sim : 0.3488378; No similar. 
 agenda seminariosbanrep continua hoy jueves primero febrero evento realizara 12 pm l labelurl  ; j : 2227. Sim : 0.023062177; No similar. 
 bancorepublica convoca estudiantes ultimos semestres carreras profesionales pais desta labelurl  ; j : 2228. Sim : 0.23115231; No similar. 
 hoy damos bienvenida bcopopular twitter avanzar darte mas opciones  ; j : 2229. Sim : 0.24471173; No similar. 
 hola fabiandevia ayudarte puedes contarnos caso via dm saludos  ; j : 2230. Sim : 0.50337917; Baja. 
 haga realidad sueno estudiar exterior banrep ofrece patrocinio estudiar reconocidas univer labelurl; j : 2231. Sim : 0.059936583; No similar. 
 lecams invitamos conocer constituye junta directiva bancorepublica labelurl  ; j : 2232. Sim : 0.23900658; No similar. 
 hoy evento creoenmi ciudad bogota clientes empresariales tendran oportunidad compar labelurl  ; j : 2233. Sim : 0.35057864; No similar. 
 eldiegocamargo sabemos si sabemos puedes ganar dolce gusto mini cooper labelurl  ; j : 2234. Sim : 0.003520115; No similar. 
 queridodiario80 hola gracias escribirnos cuentanos experiencia dm colaborarte feliz dia  ; j : 2235. Sim : 0.5664685; Baja. 
 informesobreinflacion entorno evaluar economia balance riesgos reunio labelurl  ; j : 2236. Sim : 0.302627; No similar. 
 montaff hola montaff gracias escribirnos queremos mejorar experiencia necesitamos ayuda labelurl  ; j : 2237. Sim : 0.35534137; No similar. 
 bienvenidodiciembre hoy inicia epoca llena magia hogares si emociona igual labelurl  ; j : 2238. Sim : 0.112577856; No similar. 
 luisoc18 luis cuentanos caso dm enviarlo area encargada quedamos atentos  ; j : 2239. Sim : 0.61169; Baja. 
 darkoperator andres cuentanos dm caso envianos datos colaborarte quedamos atentos  ; j : 2240. Sim : 0.68168896; Media. 
 hola alvarogonzalezu lamentamos molestias pronto daremos respuesta  ; j : 2241. Sim : 0.3053481; No similar. 
 nadasiempre invitalos dar paseo mini cooper puedes ganar participando labelurl  ; j : 2242. Sim : 0.017094372; No similar. 
 entendemos chavespaz esperamos sucursales feliz dia  ; j : 2243. Sim : 0.24269697; No similar. 
 top3deimpactoeconomicon1datos produccion ventas minoristas confirman recuperacionn2inventarios petr; j : 2244. Sim : 0.29793942; No similar. 
 bancorepublica regulacioncambiaria importante fundamental proteger agentes labelurl  ; j : 2245. Sim : 0.22412093; No similar. 
 nesiomayor hannibal claro si puedes dejar poder poder realizar  ; j : 2246. Sim : 0.031309433; No similar. 
 rafajcg93 conozca posicion bancorepublica uso criptomonedas labelurl  ; j : 2247. Sim : 0.38434827; No similar. 
 valen20011 claudiamiguela hola valentina recuerda doble asesoria colombianos tomen mej labelurl  ; j : 2248. Sim : 0.23384312; No similar. 
 hola jov1426 confirmanos si aun presentas inconvenientes posible actualizacion saludos  ; j : 2249. Sim : 0.32998744; No similar. 
 agenda seminariosbanrep continua miercoles 28 febrero evento realizara 12 pm labelurl  ; j : 2250. Sim : 0.12163905; No similar. 
 hola annyvu9127 enlace podras encontrar informacion oficinas ciudad cali labelurl  ; j : 2251. Sim : 0.40164945; No similar. 
 portillaeli hola luis gracias ponerte contacto podemos ayudar  ; j : 2252. Sim : 0.3542131; No similar. 
 bbanrepeduca finalistas concurso banca escolar banca central ibague colegio champagnat labelurl  ; j : 2253. Sim : 0.00151733; No similar. 
 sergiomoraj hola sergio pasaremos reporte area encargada vuelva suceder saludos  ; j : 2254. Sim : 0.4275005; No similar. 
 pais cuenta hoy bancos centrales mas independientes mundo bancorepublica mejor equ labelurl  ; j : 2255. Sim : 0.34681085; No similar. 
 rgilva hola ricardo escalaremos situacion comentas area encargada fin validar labelurl  ; j : 2256. Sim : 0.40621862; No similar. 
 mibo sera encargado atender exitosamente necesidades productos financieros interactua labelurl  ; j : 2257. Sim : 0.26907384; No similar. 
 txabito hola javier favor dejanos datos realizar reporte hacer seguimiento saludos  ; j : 2258. Sim : 0.41105837; No similar. 
 buhodelaculebra mariano cuentanos caso dm gestionarlo area encargada favor  ; j : 2259. Sim : 0.44719324; No similar. 
 natalialr26 buenos dias natalia gracias escribirnos puedes indicarnos sucursal encontraban encendid; j : 2260. Sim : 0.43672806; No similar. 
 hola kriiss331 consulta verifica datos asesores linea 018000 510800  ; j : 2261. Sim : 0.5537196; Baja. 
 top3deimpactoeconomicon1aun existe estrategia clara brexitn2los precios petroleo estabiliz labelurl; j : 2262. Sim : 0.23900405; No similar. 
 casasnestor entendemos casasnestor si deseas podemos ayudarte radicar solicitud reci labelurl  ; j : 2263. Sim : 0.15325816; No similar. 
 porvenir contamos puedes usar cesantias educacion labelurl labelurl  ; j : 2264. Sim : 0.15482315; No similar. 
 larepublicaco juntabanrep dato inflacion enero maravillosa noticia inesperadamente posi labelurl  ; j : 2265. Sim : 0.26216817; No similar. 
 omargamboa hola omar increible parecido aunque recordamos participar debe ser personaje real saludo; j : 2266. Sim : 0.21463063; No similar. 
 juanespinosar hola juan pablo banco cajeros sirven  ; j : 2267. Sim : 0.352126; No similar. 
 informesobreinflacion 12 m siga transmision vivo institucionaltv labelurl  ; j : 2268. Sim : 0.20095146; No similar. 
 mmejiav hola mauro permitenos ayudarte envianos favor detalles caso dm quedamos atentos  ; j : 2269. Sim : 0.67773396; Media. 
 arielperdomo hola ariel cuentanos inconveniente escalarlo area encargada saludos  ; j : 2270. Sim : 0.34805343; No similar. 
 soyluiscardozo buenas tardes soyluiscardozo deseamos saber si atendieron solicitud mediante lineas ; j : 2271. Sim : 0.28218016; No similar. 
 miercoles grupo 14 empresarios diversos sectores reune miembros juntabanrep com labelurl  ; j : 2272. Sim : 0.16188268; No similar. 
 fresamalvada1 hola rosa cuentanos ocurrio poder colaborarte saludos  ; j : 2273. Sim : 0.280067; No similar. 
 alejandraanglop buenos dias cuentanos dm podemos ayudar saludos  ; j : 2274. Sim : 0.3796436; No similar. 
 juanpanino juan pablo ofrecemos disculpas ocasiones congestionan lineas envianos caso datos contact; j : 2275. Sim : 0.5023522; Baja. 
 siga 8 m transmision directo seminario 95 anos misionkemmerer colombia conozca labelurl  ; j : 2276. Sim : 0.27819866; No similar. 
 mecangelik favor envianos datos contacto dm poder comunicarnos contigo quedamos atentos  ; j : 2277. Sim : 0.49618414; No similar. 
 pk110911 lollapaloozaco bancodebogota t310conciertos hola incia 11 saludos  ; j : 2278. Sim : 0.31077072; No similar. 
 recuerda buen emprendedor sabe oportunidades negocios pequenos pablo mancia  ; j : 2279. Sim : 0.23254623; No similar. 
 luchovelez hola luis escalaremos comentas area encargada revisar ocurriendo saludos  ; j : 2280. Sim : 0.3415587; No similar. 
 aureliosuarez acuerdan titulares decian convencion colectiva usofrenteobrero valia 2 billones notic; j : 2281. Sim : 0.32424128; No similar. 
 zulujp colpensiones hace juan hace cuanto recibiste asesoria parte porvenir colaborador independien; j : 2282. Sim : 0.20350482; No similar. 
 vive experiencia unica pagina servifacil porvenir ponemos disposicion canal digitales labelurl  ; j : 2283. Sim : 0.34048438; No similar. 
 nesiomayor vez cumplas requisito porvenir dara pension caso tal puedas pensionar labelurl  ; j : 2284. Sim : 0.19566168; No similar. 
 demostremos bogota capital mundial bici movilizate diasincarro2019 bicicleta comp labelurl  ; j : 2285. Sim : 0.14017177; No similar. 
 edisonfm sfcsupervisor pfrobledo quinterocalle acompanarte si inquietudes adicionales dudes escribi; j : 2286. Sim : 0.32835346; No similar. 
 si va comprar lapiz termina llevando toda tienda informacion podria interesarte labelurl  ; j : 2287. Sim : 0.23436037; No similar. 
 mejor manera depredecir futuroes crearlo peter drucker  ; j : 2288. Sim : 0.041093383; No similar. 
 union sindical obrera uso rechaza atentado perpetro hoy escuela policia general santander labelurl ; j : 2289. Sim : 0.059125613; No similar. 
 luzkamiranda lalibertadco buenos dias permitenos ayudarte envianos dm caso colaborarte quedamos ate; j : 2290. Sim : 0.6663947; Baja. 
 malejus hola recuerda participar deben ser personas reales saludos  ; j : 2291. Sim : 0.24936195; No similar. 
 tipfinanciero si negocio importante separes finanzas personales forma veras frutos  ; j : 2292. Sim : 0.26123825; No similar. 
 top3deimpactoeconomicon1confianza economica zona eurocayo noveno mes consecutivon2ordenes bienes la; j : 2293. Sim : 0.22036062; No similar. 
 top3deimpactoeconomicon1en ordenes bienes contrajeron julion2banco central china interviene t label; j : 2294. Sim : 0.0683771; No similar. 
 casasnestor hola casasnestor gracias escribirnos gestionando consulta traves mensaje directo feliz ; j : 2295. Sim : 0.39049187; No similar. 
 si tenias dudas retirar cesantias andrea porvenir explica hacerlo labelurl  ; j : 2296. Sim : 0.12882704; No similar. 
 atencion na calentar motor falta preventa show maluma bogota piensas q labelurl  ; j : 2297. Sim : 0.34325287; No similar. 
 omarcontreras8 hola omarcontreras8 trabajando mejorar experiencia cuentanos mas detalles labelurl  ; j : 2298. Sim : 0.37084574; No similar. 
 lufortizv conozca ultima decision juntabanrep labelurl  ; j : 2299. Sim : 0.20997272; No similar. 
 nicocastrocerv hola nicocastrocerv trabajando mejorar experiencia cuentanos mas detalles i labelurl; j : 2300. Sim : 0.37175918; No similar. 
 si llaman ofrecer servicios financieros derecho pedir informacion confirmar llamada procedencia  ; j : 2301. Sim : 0.34938115; No similar. 
 hola carolinarga tipo certificado necesitas  ; j : 2302. Sim : 0.3370356; No similar. 
 casasnestor hola nestor ingresa siguiente enlace  ; j : 2303. Sim : 0.2669579; No similar. 
 colombia bancos nacionales desarrollo bnd adoptados reformas mercado comienzos labelurl  ; j : 2304. Sim : 0.16494896; No similar. 
 shakira vuelve tierra natal ponernos bailar dorado world tour atentos rede alist labelurl  ; j : 2305. Sim : 0.13385886; No similar. 
 faltan pocos dias obtenga patrocinio bancorepublica estudiar exterior 27 abril limite labelurl  ; j : 2306. Sim : 0.24707106; No similar. 
 importante tener plan ahorro podamos planificar vacaciones decepcionarnos labelurl  ; j : 2307. Sim : 0.111506306; No similar. 
 tener plan ahorro podamos planificar vacaciones decepcionarnos importante labelurl  ; j : 2308. Sim : 0.11150632; No similar. 
 denunciamos producto tercerizacion ecopetrolsa campos produccion magdalena medio encue labelurl  ; j : 2309. Sim : 0.3500882; No similar. 
 elvisjavier07 hola buenas tardes lamentablemente contamos servicio recomendacion consultar est labe; j : 2310. Sim : 0.32107583; No similar. 
 comision escalafon trabajo seleccion casos presentara revision ecopetrolsa labelurl  ; j : 2311. Sim : 0.38489524; No similar. 
 banco occidente suma dia nacional prevencion lavado activos nrs labelurl  ; j : 2312. Sim : 0.22407787; No similar. 
 enlineabvc ecopetrolsa creemos usted colombiano cedula ciudadania demuestre pesa labelurl  ; j : 2313. Sim : 0.08628783; No similar. 
 mariaaleja0222 puede inscribirse siguiente vinculo labelurl  ; j : 2314. Sim : 0.13344193; No similar. 
 reportesdelemisor director estabilidad financiera bancorepublica concluye continua observandose lab; j : 2315. Sim : 0.2659196; No similar. 
 izifer hola iza permitenos ayudarte escribenos caso dm revisarlo area encargada quedamos atentos  ; j : 2316. Sim : 0.5653909; Baja. 
 damos bienvenida asistentes segunda sesion lapuertaalcambio labelurl  ; j : 2317. Sim : 0.29401597; No similar. 
 bseminariosbanrep pierda foro 50 anos economia departamento cesar proximo lunes 3 d labelurl  ; j : 2318. Sim : 0.18528438; No similar. 
 usted puede asistir presentacion informesobreinflacion 3t2018 realizara manana labelurl  ; j : 2319. Sim : 0.17439441; No similar. 
 portillaeli jose fondo encuentras  ; j : 2320. Sim : 0.22897291; No similar. 
 audio respuesta porvenir podras hacer retirar cesantias mas labelurl  ; j : 2321. Sim : 0.19855969; No similar. 
 yorleon cuentanos banco pertenece cajero presenta fallas  ; j : 2322. Sim : 0.18622954; No similar. 
 nesiomayor hola nesiomayor edad lugar encuentras  ; j : 2323. Sim : 0.2733179; No similar. 
 agileopencali coach consiste desafiar constantemente creencias perspectivas comun labelurl  ; j : 2324. Sim : 0.09158741; No similar. 
 evento bogota seminariodeeconomia 498 incertidumbre acerca politica fiscal ciclo economico 25102017; j : 2325. Sim : 0.31473616; No similar. 
 ven comparte atletas equipoporvenir participacion jjoo soylanacion labelurl  ; j : 2326. Sim : 0.09630999; No similar. 
 quieres conocer movimiento financiero mas oportuno plan crecimiento expansion emp labelurl  ; j : 2327. Sim : 0.24582307; No similar. 
 reportesdelemisor conozca resultados encuesta percepcion riesgos sistema financiero apli labelurl  ; j : 2328. Sim : 0.460151; No similar. 
 judaduga07 hola juan david podrias especificar banco pertenecia cada cajero  ; j : 2329. Sim : 0.23337853; No similar. 
 zevitasrojas hola juan sebastian cuentanos caso dm envianos datos contacto revisarlo  ; j : 2330. Sim : 0.5284389; Baja. 
 top3deimpactoeconomicon1produccion industrial eeuumodero ritmo crecimienton2sentimiento economico l; j : 2331. Sim : 0.10055401; No similar. 
 hola nicolayprieto envianos mensaje directo datos completos empresa realizar validacion completa  ; j : 2332. Sim : 0.48211077; No similar. 
 lapetitemort hola quedamos pendientes datos mensaje hacer seguimiento ocurrido saludos  ; j : 2333. Sim : 0.5109163; Baja. 
 hoy partir 730 be labelurl vea participacion codirector labelurl  ; j : 2334. Sim : 0.1300979; No similar. 
 gabrielss115 gusto nelson atentos resolver inquietudes  ; j : 2335. Sim : 0.22836061; No similar. 
 dyanana18 diana dimos respuesta dm saludos  ; j : 2336. Sim : 0.36373466; No similar. 
 andresdariocruz hola andresdariocruz gracias mensaje alegra haber resuelto inquietudes estarem labe; j : 2337. Sim : 0.32907745; No similar. 
 conoce informe diario mercado siguiente enlace  ; j : 2338. Sim : 0.312168; No similar. 
 estimado rubenpe62 dimos respuesta caso mensaje privado cortesupremaj mintrabajocol ssociedades jua; j : 2339. Sim : 0.30625707; No similar. 
 medellin aun entradas dobles desfile cierre isabelhenao colombiamoda2018 labelurl  ; j : 2340. Sim : -0.024209335; No similar. 
 ernestoortizgme favor cuenta bancorepublica banco central colombia labelurl  ; j : 2341. Sim : 0.34037587; No similar. 
 creemos nuevas ideas hoy trae evento bdoinnova cali acompanara sergio gonzalez labelurl  ; j : 2342. Sim : 0.20714216; No similar. 
 rosariofagundez favor cuenta bancorepublica banco central colombia labelurl  ; j : 2343. Sim : 0.37269446; No similar. 
 cinco pasos hacer compra inteligente labelurl  ; j : 2344. Sim : 0.113963075; No similar. 
 juanc80 lafm hola juanc80 comunicaremos interno contigo  ; j : 2345. Sim : 0.30274415; No similar. 
 ajpsoto supuesto invitamos ver evento diferido medio siguiente vinculo labelurl  ; j : 2346. Sim : 0.24138547; No similar. 
 justmariefranc hola marie atendimo caso dm saludos  ; j : 2347. Sim : 0.4674523; No similar. 
 elbecerramayor mlcolombia visa audiomusicaco sicsuper hola elbecerramayor alegra saludarte queremos; j : 2348. Sim : 0.24619713; No similar. 
 ameisel codirector bancorepublica brucemacmaster presidente andicolombia inauguran evento labelurl ; j : 2349. Sim : 0.20245622; No similar. 
 tobbiegs500 hola tobbiegs500 gracias informacion proporcionada procederemos reportar area encargad ; j : 2350. Sim : 0.59713966; Baja. 
 junta directiva consulte comunicado decision jdbr tomada dia hoy cambio frecuen labelurl  ; j : 2351. Sim : 0.19169305; No similar. 
 pronto expertos responderan labelurl  ; j : 2352. Sim : 0.18454584; No similar. 
 diegoamayav hola diegoamayav contamos kioskos puedes generar certificado manera gratu labelurl  ; j : 2353. Sim : 0.3317695; No similar. 
 arturoporras569 consulte mas informacion relacionada hacer labelurl  ; j : 2354. Sim : 0.40451032; No similar. 
 facharrym envianos datos dm hacer reporte oficina saludos  ; j : 2355. Sim : 0.5816938; Baja. 
 jorgearmandoo jorge realizando consulta area encargada respuesta notificaremos dm  ; j : 2356. Sim : 0.42105782; No similar. 
 dannydaniel82 hola gracias reporte pasaremos area encargada solucionen pronto falla cajeros saludos; j : 2357. Sim : 0.58868086; Baja. 
 acaba terminar 2da reunion ordinaria junta directiva banrep 2018 present labelurl  ; j : 2358. Sim : 0.101249106; No similar. 
 top3deimpactoeconomicon1indice confianza empresarial alemania aumentan2jerome powell senalo continu; j : 2359. Sim : 0.25522643; No similar. 
 fligser hola fligser gracias escribirnos queremos mejorar experiencia necesitamos ayuda fa labelurl; j : 2360. Sim : 0.33289906; No similar. 
 jhonxander la14sa buenas tardes jhon gracias comentarios enviaremos sugerencia area encargada feliz; j : 2361. Sim : 0.38468337; No similar. 
 adalidjusticia vicepresidencia cumplimiento tenia deber adelantar acciones preventivas frente trage; j : 2362. Sim : 0.22773677; No similar. 
 juangalvis83 consulte condiciones labelurl tesoreria banco republica mas labelurl  ; j : 2363. Sim : 0.28578684; No similar. 
 nosfera82933786 exactamente igual ninguna diferencia peso perderia valor ejemplo tr labelurl  ; j : 2364. Sim : 0.118350066; No similar. 
 comandantemad77 sfcsupervisor buenas tardes chenel tramitando caso pendientes darte respuesta salud; j : 2365. Sim : 0.41505623; No similar. 
 inicia participacion codirectora maiguashca tercera edicion expocana 2018 evento organiz labelurl  ; j : 2366. Sim : 0.20639507; No similar. 
 juanjoseechavarria gerente banrep directo redmasnoticias caracolradio habla eliminacion labelurl  ; j : 2367. Sim : 0.22338758; No similar. 
 nadaflota presentando algun inconveniente  ; j : 2368. Sim : 0.123513766; No similar. 
 alejotaler lastimosamente puede acceder presentaciones vea evento labelurl  ; j : 2369. Sim : 0.0946738; No similar. 
 ikks hola ikks recuerda canal siempre estaran disponibles consultas atender inquietudes feliz tarde; j : 2370. Sim : 0.25082022; No similar. 
 gracias expobikecol enorgullece recibir reconocimiento labelurl  ; j : 2371. Sim : 0.17813338; No similar. 
